id,sqli_type,db_engine,confidence
1934,boolean_blind,generic,0.85
1935,union_based,mysql,1.00
1936,boolean_blind,oracle,1.00
1937,error_based,oracle,1.00
1938,boolean_blind,generic,0.85
1939,boolean_blind,postgresql,0.85
1940,error_based,oracle,1.00
1941,error_based,oracle,1.00
1942,error_based,oracle,1.00
1943,time_blind,mysql,1.00
1944,boolean_blind,mssql,0.85
1945,error_based,oracle,1.00
1946,boolean_blind,generic,0.85
1947,boolean_blind,postgresql,0.85
1948,error_based,oracle,1.00
1949,error_based,oracle,1.00
1950,union_based,generic,0.85
1951,boolean_blind,generic,0.85
1952,boolean_blind,generic,0.85
1953,time_blind,mysql,1.00
1954,error_based,oracle,1.00
1955,boolean_blind,postgresql,0.85
1956,error_based,oracle,1.00
1957,boolean_blind,generic,0.85
1958,error_based,oracle,1.00
1959,error_based,oracle,1.00
1960,boolean_blind,generic,0.85
1961,union_based,mysql,1.00
1962,error_based,oracle,1.00
1963,error_based,oracle,1.00
1964,boolean_blind,generic,0.85
1965,boolean_blind,generic,0.85
1966,error_based,oracle,1.00
1967,time_blind,mysql,1.00
1968,boolean_blind,postgresql,0.85
1969,time_blind,mysql,1.00
1970,error_based,oracle,1.00
1971,boolean_blind,mysql,0.85
1972,time_blind,mysql,1.00
1973,union_based,postgresql,1.00
1974,error_based,oracle,1.00
1975,boolean_blind,generic,0.85
1976,union_based,generic,0.85
1977,boolean_blind,generic,0.85
1978,boolean_blind,generic,0.85
1979,error_based,oracle,1.00
1980,error_based,oracle,1.00
1981,error_based,oracle,1.00
1982,boolean_blind,mysql,0.85
1983,error_based,oracle,1.00
1984,time_blind,mysql,1.00
1985,boolean_blind,oracle,0.85
1986,error_based,oracle,1.00
1987,union_based,generic,0.85
1988,boolean_blind,generic,0.85
1989,boolean_blind,generic,0.85
1990,error_based,oracle,1.00
1991,boolean_blind,postgresql,0.85
1992,error_based,oracle,1.00
1993,boolean_blind,generic,0.85
1994,union_based,mysql,1.00
1995,boolean_blind,generic,0.85
1996,error_based,oracle,1.00
1997,error_based,oracle,1.00
1998,error_based,oracle,1.00
1999,time_blind,sqlite,1.00
2000,union_based,generic,0.85
