user_corpus_source_row,payload_as_provided,original_label,prior_filter_evidence,source_type,boolean_family_confirmed,behavior_confirmed,root_id,y_complexity,notes
37,or 1  =  1/*,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
38,%27 or 1  =  1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
43,select * from users where id  =  1 or \.<1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
47,select * from users where id  =  '1' or \.<\ or 1  =  1 -- 1',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
48," select * from users where id  =  1 or ""]{"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
49," select * from users where id  =  1 or "".@"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
50," select * from users where id  =  1 or ""$["" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
52," select * from users where id  =  1 or "",;"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
53,"admin"" or 1  =  1#",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
58,or 1  =  1--,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
60," select * from users where id  =  1 or "",#"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
61,admin'  )   or   (  '1'  =  '1'/*,1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
63," select * from users where id  =  1 or ""  )  .""  =  1 or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
68,""" or 0  =  0 --",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
70,select * from users where id  =  1 <@.$ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
71," select * from users where id  =  1 or ""%."" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
73," select * from users where id  =  1 or "",."" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
75," select * from users where id  =  1 or ""1&"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
78,"or 0  =  0 #""",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
79," select * from users where id  =  1 or "".]"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
87," select * from users where id  =  1 or 1#""? or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
88,"""a"""" or 1  =  1--""",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
96,select * from users where id  =  '1' *$ . or 1  =  1 -- 1',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
97,select * from users where id  =  1 +$+. or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
98,select * from users where id  =  1 or   (  \+  )    =  1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
100,or 1  =  1 or ''  =  ',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
101,select * from users where id  =  1   or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
104," select * from users where id  =  1 or ""%["" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
106,admin' or '1'  =  '1'#,1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
107,select * from users where id  =  1 +$ 1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
111," select * from users where id  =  1 or ""$&"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
115, or 1  =  1 or ''  =  ',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
116,select * from users where id  =  1 %!<1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
118," select * from users where id  =  1 or ""]1"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
120,or 'unusual'   =   'unusual',1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
124, or 3  =  3 --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
132," or 0  =  0 #""",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
133,select * from users where id  =  1 %$ 1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
134,select * from users where id  =  1 %!<@ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
137," select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
140,select * from users where id  =  1. <@ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
143,hi' or 'x'  =  'x';,1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
144,select * from users where id  =  1 <@ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
145," select * from users where id  =  1 or "".,"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
148," select * from users where id  =  1 or "",  (  "" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
149," select * from users where id  =  1 or "",{"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
152, or 'unusual'   =   'unusual',1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
154,"admin"" or ""1""  =  ""1""/*",1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
155," select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
160,select * from users where id  =  1 or $+<\ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
161,or 3  =  3,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
162," select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
163,select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
166,select * from users where id  =  1 or \<$ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
168,admin' or 1  =  1/*,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
175,"admin"" or 1  =  1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
178," select * from users where id  =  1 or ""  (  {"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
180," select * from users where id  =  1 or ""{."" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
182,select * from users where id  =  1.<@. or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
183,"admin""  )   or   (  ""1""  =  ""1""--",1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
187,select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
188," select * from users where id  =  1 or "";1"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
189," select * from users where id  =  1 or ""%&"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
190,1 and 1  =  1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
191,or 0  =  0 #,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
194,admin'  )   or '1'  =  '1'--,1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
196," select * from users where id  =  1 or ""{;"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
197,x' and 1  =    (  select count  (  *  )   from tabname  )  ; --,1,logical_subquery,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
199," select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
208,select * from users where id  =  '1' or $ 1  =  1 or 1  =  1 -- 1',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
215," select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
217," select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
224,select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
228,admin'  )   or '1'  =  '1'#,1,logical_quoted_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
231," select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
234," select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
240,select * from users where id  =  1. or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
242," select * from users where id  =  1 or "";@"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
243,â or 3  =  3 --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
246," select * from users where id  =  1 or "",,""  =  1 or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
249," select * from users where id  =  1 or ""  )  1"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
251,select * from users where id  =  '1' <@&1 or 1  =  1 -- 1',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
253,23 or 1  =  1; --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
255," select * from users where id  =  1 or ""{  (  ""  =  1 or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
256," select * from users where id  =  1 or ""%_"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
257,select * from users where id  =  1 +   (  \.  )   or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
259,0 or 1  =  1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
260,select * from users where id  =  1 &@ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
262,select * from users where id  =  1 or \<   =  1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
263," select * from users where id  =  1 or ""??"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
268,select * from users where id  =  1 + $+%$ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
269,select * from users where id  =  '1' + $+%\ or 1  =  1 -- 1',1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
271,"hi or 1  =  1 --""",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
277,select * from users where id  =  1 or \<\. or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
279,Ã½ or 1  =  1 --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
281, or 1  =  1 /*,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
288," select * from users where id  =  1 or "".  )  "" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
292,select * from users where id  =  1 *1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
293," select * from users where id  =  1 or @#"";  =  1 or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
294,‘ or 1  =  1 --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
296,select * from users where id  =  1 %  (  @  )   or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
304,select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
311," select * from users where id  =  1 or ""1]"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
312," select * from users where id  =  1 or ""$?"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
322,select * from users where id  =  1 <@<@ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
325," select * from users where id  =  1 or ""$_"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
327,a' or 1  =  1--,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
330," select * from users where id  =  1 or 1#""; or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
333,select * from users where id  =  1 <@. or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
334," select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
338,admin' or 1  =  1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
339," select * from users where id  =  1 or "";,""  =  1 or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
342," select * from users where id  =  1 or ""  )  ,"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
345, or 1  =  1--,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
348,‘ or 3  =  3 --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
350," select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
352," select * from users where id  =  1 or ""  )  ]"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
359, or 1  =  1 --,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
361," select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
365," select * from users where id  =  1 or "";["" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
371,select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
372," select * from users where id  =  1 or "".["" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
373," select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
375," select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
376,select * from users where id  =  1 or \<1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
380, or 2 > 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
381,select * from users where id  =  1.*1 or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
385," select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
386,select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
390,select * from users where id  =  1 + $+%\ or 1  =  1 -- 1,1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
391," select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",1,logical_numeric_comparison,user_uploaded_corpus_candidate,false,false,,unassigned,Source file provenance only; inspect before use; no automatic Y level or root mapping.
