row_index,field,old,new,reason
573,sqli_type,error_based,rce,critic-correction-type
574,sqli_type,time_blind,rce,critic-correction-type
578,sqli_type,time_blind,rce,critic-correction-type
586,sqli_type,time_blind,boolean_blind,relabel-classifier
586,db_engine,postgresql,generic,relabel-classifier
593,sqli_type,time_blind,rce,critic-correction-type
597,sqli_type,boolean_blind,benign,relabel-benign-fallback
597,db_engine,mysql,unknown,relabel-benign-fallback
599,sqli_type,boolean_blind,benign,relabel-benign-fallback
599,db_engine,generic,unknown,relabel-benign-fallback
600,sqli_type,boolean_blind,benign,relabel-benign-fallback
600,db_engine,generic,unknown,relabel-benign-fallback
603,sqli_type,time_blind,boolean_blind,relabel-classifier
603,db_engine,oracle,generic,relabel-classifier
605,sqli_type,boolean_blind,rce,critic-correction-type
608,sqli_type,error_based,rce,critic-correction-type
609,sqli_type,boolean_blind,benign,relabel-benign-fallback
609,db_engine,mssql,unknown,relabel-benign-fallback
610,sqli_type,boolean_blind,benign,relabel-benign-fallback
610,db_engine,generic,unknown,relabel-benign-fallback
612,sqli_type,boolean_blind,benign,relabel-benign-fallback
612,db_engine,generic,unknown,relabel-benign-fallback
615,sqli_type,error_based,rce,critic-correction-type
616,sqli_type,boolean_blind,benign,relabel-benign-fallback
616,db_engine,generic,unknown,relabel-benign-fallback
617,sqli_type,error_based,rce,critic-correction-type
618,sqli_type,boolean_blind,benign,relabel-benign-fallback
618,db_engine,generic,unknown,relabel-benign-fallback
619,sqli_type,time_blind,rce,critic-correction-type
625,sqli_type,error_based,rce,critic-correction-type
632,sqli_type,error_based,rce,critic-correction-type
633,sqli_type,error_based,rce,critic-correction-type
636,sqli_type,boolean_blind,benign,relabel-benign-fallback
636,db_engine,generic,unknown,relabel-benign-fallback
642,sqli_type,error_based,rce,critic-correction-type
644,sqli_type,boolean_blind,benign,relabel-benign-fallback
644,db_engine,generic,unknown,relabel-benign-fallback
645,sqli_type,boolean_blind,benign,relabel-benign-fallback
645,db_engine,generic,unknown,relabel-benign-fallback
646,sqli_type,boolean_blind,benign,relabel-benign-fallback
646,db_engine,generic,unknown,relabel-benign-fallback
650,sqli_type,boolean_blind,benign,relabel-benign-fallback
650,db_engine,generic,unknown,relabel-benign-fallback
651,sqli_type,boolean_blind,error_based,critic-correction-type
653,sqli_type,boolean_blind,error_based,critic-correction-type
654,sqli_type,time_blind,boolean_blind,relabel-classifier
654,db_engine,oracle,generic,relabel-classifier
659,sqli_type,boolean_blind,benign,relabel-benign-fallback
659,db_engine,generic,unknown,relabel-benign-fallback
662,sqli_type,boolean_blind,benign,relabel-benign-fallback
662,db_engine,mysql,unknown,relabel-benign-fallback
663,sqli_type,boolean_blind,benign,relabel-benign-fallback
663,db_engine,generic,unknown,relabel-benign-fallback
667,sqli_type,boolean_blind,benign,relabel-benign-fallback
667,db_engine,generic,unknown,relabel-benign-fallback
671,sqli_type,boolean_blind,benign,relabel-benign-fallback
671,db_engine,generic,unknown,relabel-benign-fallback
673,sqli_type,boolean_blind,benign,relabel-benign-fallback
673,db_engine,mssql,unknown,relabel-benign-fallback
674,sqli_type,boolean_blind,benign,relabel-benign-fallback
674,db_engine,postgresql,unknown,relabel-benign-fallback
675,sqli_type,boolean_blind,benign,relabel-benign-fallback
675,db_engine,mysql,unknown,relabel-benign-fallback
676,sqli_type,boolean_blind,benign,relabel-benign-fallback
676,db_engine,generic,unknown,relabel-benign-fallback
678,sqli_type,boolean_blind,benign,relabel-benign-fallback
678,db_engine,mssql,unknown,relabel-benign-fallback
680,sqli_type,boolean_blind,benign,relabel-benign-fallback
680,db_engine,postgresql,unknown,relabel-benign-fallback
682,sqli_type,time_blind,rce,critic-correction-type
685,sqli_type,error_based,rce,critic-correction-type
687,sqli_type,error_based,out_of_band,critic-correction-type
695,sqli_type,error_based,rce,critic-correction-type
697,sqli_type,error_based,rce,critic-correction-type
699,sqli_type,boolean_blind,benign,relabel-benign-fallback
699,db_engine,generic,unknown,relabel-benign-fallback
703,sqli_type,boolean_blind,benign,relabel-benign-fallback
703,db_engine,generic,unknown,relabel-benign-fallback
708,sqli_type,boolean_blind,rce,critic-correction-type
710,sqli_type,boolean_blind,benign,relabel-benign-fallback
710,db_engine,generic,unknown,relabel-benign-fallback
713,sqli_type,time_blind,rce,critic-correction-type
715,sqli_type,boolean_blind,benign,relabel-benign-fallback
715,db_engine,mysql,unknown,relabel-benign-fallback
716,sqli_type,boolean_blind,benign,relabel-benign-fallback
716,db_engine,mysql,unknown,relabel-benign-fallback
722,sqli_type,time_blind,rce,critic-correction-type
723,sqli_type,boolean_blind,benign,relabel-benign-fallback
723,db_engine,mysql,unknown,relabel-benign-fallback
724,sqli_type,boolean_blind,benign,relabel-benign-fallback
724,db_engine,generic,unknown,relabel-benign-fallback
725,sqli_type,boolean_blind,benign,relabel-benign-fallback
725,db_engine,postgresql,unknown,relabel-benign-fallback
726,sqli_type,time_blind,rce,critic-correction-type
729,sqli_type,boolean_blind,benign,relabel-benign-fallback
729,db_engine,oracle,unknown,relabel-benign-fallback
736,sqli_type,time_blind,rce,critic-correction-type
740,sqli_type,boolean_blind,benign,relabel-benign-fallback
740,db_engine,postgresql,unknown,relabel-benign-fallback
742,sqli_type,boolean_blind,benign,relabel-benign-fallback
742,db_engine,generic,unknown,relabel-benign-fallback
744,sqli_type,boolean_blind,benign,relabel-benign-fallback
744,db_engine,postgresql,unknown,relabel-benign-fallback
747,sqli_type,boolean_blind,benign,relabel-benign-fallback
747,db_engine,postgresql,unknown,relabel-benign-fallback
748,sqli_type,time_blind,boolean_blind,relabel-classifier
748,db_engine,oracle,generic,relabel-classifier
751,sqli_type,boolean_blind,benign,relabel-benign-fallback
751,db_engine,generic,unknown,relabel-benign-fallback
752,sqli_type,error_based,rce,critic-correction-type
753,sqli_type,boolean_blind,benign,relabel-benign-fallback
753,db_engine,generic,unknown,relabel-benign-fallback
754,sqli_type,time_blind,boolean_blind,relabel-classifier
754,db_engine,oracle,generic,relabel-classifier
757,sqli_type,boolean_blind,error_based,critic-correction-type
760,sqli_type,error_based,rce,critic-correction-type
761,sqli_type,boolean_blind,benign,relabel-benign-fallback
761,db_engine,generic,unknown,relabel-benign-fallback
763,sqli_type,boolean_blind,rce,critic-correction-type
764,sqli_type,error_based,out_of_band,critic-correction-type
767,sqli_type,error_based,out_of_band,critic-correction-type
773,sqli_type,error_based,out_of_band,critic-correction-type
780,sqli_type,boolean_blind,benign,relabel-benign-fallback
780,db_engine,postgresql,unknown,relabel-benign-fallback
788,sqli_type,boolean_blind,benign,relabel-benign-fallback
788,db_engine,mysql,unknown,relabel-benign-fallback
793,sqli_type,boolean_blind,benign,relabel-benign-fallback
793,db_engine,generic,unknown,relabel-benign-fallback
795,sqli_type,time_blind,benign,relabel-benign-fallback
795,db_engine,oracle,unknown,relabel-benign-fallback
797,sqli_type,error_based,rce,critic-correction-type
798,sqli_type,boolean_blind,benign,relabel-benign-fallback
798,db_engine,generic,unknown,relabel-benign-fallback
805,sqli_type,error_based,rce,critic-correction-type
807,sqli_type,boolean_blind,benign,relabel-benign-fallback
807,db_engine,mysql,unknown,relabel-benign-fallback
813,sqli_type,boolean_blind,benign,relabel-benign-fallback
813,db_engine,generic,unknown,relabel-benign-fallback
816,sqli_type,boolean_blind,benign,relabel-benign-fallback
816,db_engine,generic,unknown,relabel-benign-fallback
819,sqli_type,boolean_blind,benign,relabel-benign-fallback
819,db_engine,mysql,unknown,relabel-benign-fallback
820,sqli_type,boolean_blind,benign,relabel-benign-fallback
820,db_engine,generic,unknown,relabel-benign-fallback
822,sqli_type,boolean_blind,benign,relabel-benign-fallback
822,db_engine,generic,unknown,relabel-benign-fallback
824,sqli_type,error_based,rce,critic-correction-type
825,sqli_type,time_blind,benign,relabel-benign-fallback
825,db_engine,postgresql,unknown,relabel-benign-fallback
830,sqli_type,time_blind,rce,critic-correction-type
831,sqli_type,boolean_blind,benign,relabel-benign-fallback
831,db_engine,generic,unknown,relabel-benign-fallback
832,sqli_type,boolean_blind,benign,relabel-benign-fallback
832,db_engine,generic,unknown,relabel-benign-fallback
833,sqli_type,boolean_blind,benign,relabel-benign-fallback
833,db_engine,generic,unknown,relabel-benign-fallback
835,sqli_type,error_based,rce,critic-correction-type
841,sqli_type,time_blind,benign,relabel-benign-fallback
841,db_engine,oracle,unknown,relabel-benign-fallback
848,sqli_type,boolean_blind,benign,relabel-benign-fallback
848,db_engine,generic,unknown,relabel-benign-fallback
856,sqli_type,boolean_blind,benign,relabel-benign-fallback
856,db_engine,generic,unknown,relabel-benign-fallback
857,sqli_type,error_based,rce,critic-correction-type
859,sqli_type,time_blind,boolean_blind,relabel-classifier
859,db_engine,oracle,generic,relabel-classifier
865,sqli_type,error_based,rce,critic-correction-type
872,sqli_type,error_based,rce,critic-correction-type
873,sqli_type,boolean_blind,benign,relabel-benign-fallback
873,db_engine,generic,unknown,relabel-benign-fallback
874,sqli_type,boolean_blind,benign,relabel-benign-fallback
874,db_engine,generic,unknown,relabel-benign-fallback
876,sqli_type,error_based,rce,critic-correction-type
877,sqli_type,boolean_blind,benign,relabel-benign-fallback
877,db_engine,mssql,unknown,relabel-benign-fallback
878,sqli_type,boolean_blind,benign,relabel-benign-fallback
878,db_engine,generic,unknown,relabel-benign-fallback
884,sqli_type,error_based,rce,critic-correction-type
891,sqli_type,error_based,out_of_band,critic-correction-type
892,sqli_type,boolean_blind,benign,relabel-benign-fallback
892,db_engine,generic,unknown,relabel-benign-fallback
901,sqli_type,boolean_blind,benign,relabel-benign-fallback
901,db_engine,generic,unknown,relabel-benign-fallback
905,sqli_type,boolean_blind,benign,relabel-benign-fallback
905,db_engine,generic,unknown,relabel-benign-fallback
906,sqli_type,boolean_blind,benign,relabel-benign-fallback
906,db_engine,generic,unknown,relabel-benign-fallback
912,sqli_type,boolean_blind,benign,relabel-benign-fallback
912,db_engine,generic,unknown,relabel-benign-fallback
913,sqli_type,error_based,rce,critic-correction-type
916,sqli_type,boolean_blind,benign,relabel-benign-fallback
916,db_engine,mssql,unknown,relabel-benign-fallback
919,sqli_type,error_based,benign,relabel-benign-fallback
919,db_engine,oracle,unknown,relabel-benign-fallback
922,sqli_type,error_based,rce,critic-correction-type
923,sqli_type,boolean_blind,rce,critic-correction-type
924,sqli_type,error_based,rce,critic-correction-type
925,sqli_type,boolean_blind,benign,relabel-benign-fallback
925,db_engine,postgresql,unknown,relabel-benign-fallback
928,sqli_type,boolean_blind,benign,relabel-benign-fallback
928,db_engine,generic,unknown,relabel-benign-fallback
930,sqli_type,boolean_blind,benign,relabel-benign-fallback
930,db_engine,generic,unknown,relabel-benign-fallback
931,sqli_type,boolean_blind,benign,relabel-benign-fallback
931,db_engine,postgresql,unknown,relabel-benign-fallback
936,sqli_type,error_based,rce,critic-correction-type
940,sqli_type,boolean_blind,benign,relabel-benign-fallback
940,db_engine,generic,unknown,relabel-benign-fallback
944,sqli_type,boolean_blind,benign,relabel-benign-fallback
944,db_engine,generic,unknown,relabel-benign-fallback
946,sqli_type,boolean_blind,benign,relabel-benign-fallback
946,db_engine,postgresql,unknown,relabel-benign-fallback
947,sqli_type,boolean_blind,benign,relabel-benign-fallback
947,db_engine,generic,unknown,relabel-benign-fallback
948,sqli_type,error_based,rce,critic-correction-type
949,sqli_type,error_based,out_of_band,critic-correction-type
950,sqli_type,boolean_blind,benign,relabel-benign-fallback
950,db_engine,oracle,unknown,relabel-benign-fallback
952,sqli_type,error_based,rce,critic-correction-type
959,sqli_type,time_blind,boolean_blind,relabel-classifier
959,db_engine,oracle,generic,relabel-classifier
961,sqli_type,time_blind,rce,critic-correction-type
964,sqli_type,error_based,rce,critic-correction-type
966,sqli_type,time_blind,rce,critic-correction-type
974,sqli_type,time_blind,rce,critic-correction-type
976,sqli_type,boolean_blind,rce,critic-correction-type
979,sqli_type,time_blind,rce,critic-correction-type
983,sqli_type,error_based,rce,critic-correction-type
985,sqli_type,error_based,rce,critic-correction-type
987,sqli_type,time_blind,rce,critic-correction-type
996,sqli_type,boolean_blind,benign,relabel-benign-fallback
996,db_engine,oracle,unknown,relabel-benign-fallback
1005,sqli_type,time_blind,boolean_blind,relabel-classifier
1005,db_engine,oracle,generic,relabel-classifier
1006,db_engine,generic,unknown,relabel-benign-fallback
1017,sqli_type,time_blind,boolean_blind,relabel-classifier
1017,db_engine,oracle,generic,relabel-classifier
1019,sqli_type,time_blind,rce,critic-correction-type
1020,sqli_type,time_blind,rce,critic-correction-type
1024,sqli_type,boolean_blind,benign,relabel-benign-fallback
1024,db_engine,mysql,unknown,relabel-benign-fallback
1027,sqli_type,boolean_blind,benign,relabel-benign-fallback
1027,db_engine,generic,unknown,relabel-benign-fallback
1028,sqli_type,time_blind,rce,critic-correction-type
1029,sqli_type,boolean_blind,benign,relabel-benign-fallback
1029,db_engine,generic,unknown,relabel-benign-fallback
1034,sqli_type,time_blind,rce,critic-correction-type
1035,sqli_type,time_blind,rce,critic-correction-type
1036,sqli_type,boolean_blind,benign,relabel-benign-fallback
1036,db_engine,generic,unknown,relabel-benign-fallback
1041,sqli_type,boolean_blind,benign,relabel-benign-fallback
1041,db_engine,generic,unknown,relabel-benign-fallback
1042,sqli_type,error_based,rce,critic-correction-type
1043,sqli_type,boolean_blind,benign,relabel-benign-fallback
1043,db_engine,generic,unknown,relabel-benign-fallback
1044,sqli_type,time_blind,boolean_blind,relabel-classifier
1045,sqli_type,error_based,rce,critic-correction-type
1047,sqli_type,boolean_blind,benign,relabel-benign-fallback
1047,db_engine,generic,unknown,relabel-benign-fallback
1049,sqli_type,boolean_blind,error_based,critic-correction-type
1051,db_engine,generic,unknown,relabel-benign-fallback
1053,sqli_type,boolean_blind,benign,relabel-benign-fallback
1053,db_engine,generic,unknown,relabel-benign-fallback
1055,sqli_type,boolean_blind,benign,relabel-benign-fallback
1055,db_engine,postgresql,unknown,relabel-benign-fallback
1066,sqli_type,error_based,rce,critic-correction-type
1067,sqli_type,time_blind,boolean_blind,relabel-classifier
1067,db_engine,postgresql,generic,relabel-classifier
1068,sqli_type,time_blind,boolean_blind,relabel-classifier
1068,db_engine,oracle,generic,relabel-classifier
1069,sqli_type,boolean_blind,error_based,critic-correction-type
1071,sqli_type,boolean_blind,benign,relabel-benign-fallback
1071,db_engine,generic,unknown,relabel-benign-fallback
1072,sqli_type,boolean_blind,benign,relabel-benign-fallback
1072,db_engine,oracle,unknown,relabel-benign-fallback
1078,sqli_type,time_blind,rce,critic-correction-type
1079,sqli_type,time_blind,boolean_blind,relabel-classifier
1079,db_engine,oracle,generic,relabel-classifier
1083,sqli_type,boolean_blind,benign,relabel-benign-fallback
1083,db_engine,generic,unknown,relabel-benign-fallback
1088,sqli_type,time_blind,rce,critic-correction-type
1090,sqli_type,error_based,rce,critic-correction-type
1092,sqli_type,boolean_blind,benign,relabel-benign-fallback
1092,db_engine,postgresql,unknown,relabel-benign-fallback
1098,sqli_type,time_blind,rce,critic-correction-type
1100,sqli_type,boolean_blind,benign,relabel-benign-fallback
1100,db_engine,generic,unknown,relabel-benign-fallback
1104,sqli_type,boolean_blind,benign,relabel-benign-fallback
1104,db_engine,mysql,unknown,relabel-benign-fallback
1106,sqli_type,boolean_blind,benign,relabel-benign-fallback
1106,db_engine,postgresql,unknown,relabel-benign-fallback
1108,sqli_type,time_blind,boolean_blind,relabel-classifier
1108,db_engine,oracle,generic,relabel-classifier
1110,sqli_type,time_blind,rce,critic-correction-type
1113,sqli_type,error_based,rce,critic-correction-type
1114,sqli_type,time_blind,boolean_blind,relabel-classifier
1114,db_engine,oracle,generic,relabel-classifier
1117,sqli_type,error_based,rce,critic-correction-type
1118,sqli_type,error_based,rce,critic-correction-type
1123,sqli_type,error_based,out_of_band,critic-correction-type
1125,sqli_type,time_blind,rce,critic-correction-type
