root_id,semantic_family,root_name,abstract_grammar,slot_schema,postgres_constructs,postgres_specificity,source_reference,context_requirement,injection_family,engine_validation_status,exploit_confirmation_status,corpus_role,attack_intent
PG_BOOL_R023,membership_list,membership_3_IN,<scalar> [NOT] IN (<list>),value:int; list:int[]; form:enum,IN,standard_sql,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R024,membership_list,membership_4_NOT_IN,<scalar> [NOT] IN (<list>),value:int; list:int[]; form:enum,NOT IN,standard_sql,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R025,membership_list,membership_5_IN,<scalar> [NOT] IN (<list>),value:int; list:int[]; form:enum,IN,standard_sql,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R026,array_quantified_comparison,array_quant_=_ANY,<scalar> <op> ANY|ALL (ARRAY[...]),value:int; array:int[]; form:enum,= ANY,postgresql_array,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R027,array_quantified_comparison,array_quant_<>_ALL,<scalar> <op> ANY|ALL (ARRAY[...]),value:int; array:int[]; form:enum,<> ALL,postgresql_array,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R028,array_quantified_comparison,array_quant_>_ANY,<scalar> <op> ANY|ALL (ARRAY[...]),value:int; array:int[]; form:enum,> ANY,postgresql_array,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R029,array_quantified_comparison,array_quant_<_ALL,<scalar> <op> ANY|ALL (ARRAY[...]),value:int; array:int[]; form:enum,< ALL,postgresql_array,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R030,array_quantified_comparison,array_quant_=_ALL,<scalar> <op> ANY|ALL (ARRAY[...]),value:int; array:int[]; form:enum,= ALL,postgresql_array,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R031,like_pattern,like_1_LIKE,<text> LIKE-family <pattern>,text:text; pattern:text; form:enum,LIKE,postgresql_like_ilike,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R032,like_pattern,like_2_NOT_LIKE,<text> LIKE-family <pattern>,text:text; pattern:text; form:enum,NOT LIKE,postgresql_like_ilike,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R033,like_pattern,like_3_ILIKE,<text> LIKE-family <pattern>,text:text; pattern:text; form:enum,ILIKE,postgresql_like_ilike,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R034,like_pattern,like_4_NOT_ILIKE,<text> LIKE-family <pattern>,text:text; pattern:text; form:enum,NOT ILIKE,postgresql_like_ilike,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R035,like_pattern,like_5_LIKE,<text> LIKE-family <pattern>,text:text; pattern:text; form:enum,LIKE,postgresql_like_ilike,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R036,regex_pattern,regex_~,<text> regex-op <pattern>,text:text; pattern:text; form:enum,~,postgresql_pattern,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R037,regex_pattern,regex_~*,<text> regex-op <pattern>,text:text; pattern:text; form:enum,~*,postgresql_pattern,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R038,regex_pattern,regex_!~,<text> regex-op <pattern>,text:text; pattern:text; form:enum,!~,postgresql_pattern,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R039,regex_pattern,regex_!~*,<text> regex-op <pattern>,text:text; pattern:text; form:enum,!~*,postgresql_pattern,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R040,regex_pattern,regex_SIMILAR_TO,<text> regex-op <pattern>,text:text; pattern:text; form:enum,SIMILAR TO,postgresql_pattern,https://www.postgresql.org/docs/18/functions-matching.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R041,string_function_predicate,strfunc_char_length,<string_function>(...) <predicate>,function:enum; text:text; rhs:typed,char_length,postgresql_string_function,https://www.postgresql.org/docs/18/functions-string.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R042,string_function_predicate,strfunc_lower,<string_function>(...) <predicate>,function:enum; text:text; rhs:typed,lower,postgresql_string_function,https://www.postgresql.org/docs/18/functions-string.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R043,string_function_predicate,strfunc_upper,<string_function>(...) <predicate>,function:enum; text:text; rhs:typed,upper,postgresql_string_function,https://www.postgresql.org/docs/18/functions-string.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R044,string_function_predicate,strfunc_starts_with,<string_function>(...) <predicate>,function:enum; text:text; rhs:typed,starts_with,postgresql_string_function,https://www.postgresql.org/docs/18/functions-string.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R045,string_function_predicate,strfunc_position,<string_function>(...) <predicate>,function:enum; text:text; rhs:typed,position,postgresql_string_function,https://www.postgresql.org/docs/18/functions-string.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R046,arithmetic_predicate,arith_add,<arithmetic_expr> <cmp> <num>,arith:enum; operands:int,add,standard_or_pg_function,https://www.postgresql.org/docs/18/functions-math.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R047,arithmetic_predicate,arith_subtract,<arithmetic_expr> <cmp> <num>,arith:enum; operands:int,subtract,standard_or_pg_function,https://www.postgresql.org/docs/18/functions-math.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R048,arithmetic_predicate,arith_multiply,<arithmetic_expr> <cmp> <num>,arith:enum; operands:int,multiply,standard_or_pg_function,https://www.postgresql.org/docs/18/functions-math.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R049,arithmetic_predicate,arith_mod,<arithmetic_expr> <cmp> <num>,arith:enum; operands:int,mod,standard_or_pg_function,https://www.postgresql.org/docs/18/functions-math.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R050,arithmetic_predicate,arith_abs,<arithmetic_expr> <cmp> <num>,arith:enum; operands:int,abs,standard_or_pg_function,https://www.postgresql.org/docs/18/functions-math.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R051,array_operator_predicate,arrayop_@>,<array_expr> <array_op> <array_expr>,array:int[]; op:enum,@>,postgresql_array,https://www.postgresql.org/docs/18/functions-array.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R052,array_operator_predicate,arrayop_<@,<array_expr> <array_op> <array_expr>,array:int[]; op:enum,<@,postgresql_array,https://www.postgresql.org/docs/18/functions-array.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R053,array_operator_predicate,arrayop_&&,<array_expr> <array_op> <array_expr>,array:int[]; op:enum,&&,postgresql_array,https://www.postgresql.org/docs/18/functions-array.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R054,array_operator_predicate,arrayop_cardinality,<array_expr> <array_op> <array_expr>,array:int[]; op:enum,cardinality,postgresql_array,https://www.postgresql.org/docs/18/functions-array.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R055,array_operator_predicate,arrayop_array_position,<array_expr> <array_op> <array_expr>,array:int[]; op:enum,array_position,postgresql_array,https://www.postgresql.org/docs/18/functions-array.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R056,row_comparison,row_=,ROW(...) <cmp> ROW(...),"left:int,int; right:int,int; op:enum",=,postgresql_row_comparison,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R057,row_comparison,row_<>,ROW(...) <cmp> ROW(...),"left:int,int; right:int,int; op:enum",<>,postgresql_row_comparison,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R058,row_comparison,row_<,ROW(...) <cmp> ROW(...),"left:int,int; right:int,int; op:enum",<,postgresql_row_comparison,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R059,row_comparison,row_>,ROW(...) <cmp> ROW(...),"left:int,int; right:int,int; op:enum",>,postgresql_row_comparison,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R060,row_comparison,row_IS_DISTINCT_FROM,ROW(...) <cmp> ROW(...),"left:int,int; right:int,int; op:enum",IS DISTINCT FROM,postgresql_row_comparison,https://www.postgresql.org/docs/18/functions-comparisons.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R061,conditional_expression_predicate,cond_coalesce,<conditional_expr> <predicate>,conditional:enum; operands:typed,coalesce,postgresql_conditional,https://www.postgresql.org/docs/18/functions-conditional.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R062,conditional_expression_predicate,cond_nullif,<conditional_expr> <predicate>,conditional:enum; operands:typed,nullif,postgresql_conditional,https://www.postgresql.org/docs/18/functions-conditional.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R063,conditional_expression_predicate,cond_greatest,<conditional_expr> <predicate>,conditional:enum; operands:typed,greatest,postgresql_conditional,https://www.postgresql.org/docs/18/functions-conditional.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R064,conditional_expression_predicate,cond_least,<conditional_expr> <predicate>,conditional:enum; operands:typed,least,postgresql_conditional,https://www.postgresql.org/docs/18/functions-conditional.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R065,conditional_expression_predicate,cond_case,<conditional_expr> <predicate>,conditional:enum; operands:typed,case,postgresql_conditional,https://www.postgresql.org/docs/18/functions-conditional.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R066,logical_composition,logic_and_tt,<bool_expr> AND|OR|NOT <bool_expr>,logical_recipe:enum,and_tt,standard_sql,https://www.postgresql.org/docs/18/functions-logical.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R067,logical_composition,logic_and_tf,<bool_expr> AND|OR|NOT <bool_expr>,logical_recipe:enum,and_tf,standard_sql,https://www.postgresql.org/docs/18/functions-logical.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R068,logical_composition,logic_or_tf,<bool_expr> AND|OR|NOT <bool_expr>,logical_recipe:enum,or_tf,standard_sql,https://www.postgresql.org/docs/18/functions-logical.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R069,logical_composition,logic_or_ff,<bool_expr> AND|OR|NOT <bool_expr>,logical_recipe:enum,or_ff,standard_sql,https://www.postgresql.org/docs/18/functions-logical.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R070,logical_composition,logic_double_not,<bool_expr> AND|OR|NOT <bool_expr>,logical_recipe:enum,double_not,standard_sql,https://www.postgresql.org/docs/18/functions-logical.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R071,type_cast_predicate,cast_int_text,<literal>::<type> <predicate>,cast_recipe:enum,int_text,postgresql_cast,https://www.postgresql.org/docs/18/sql-expressions.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R072,type_cast_predicate,cast_text_int,<literal>::<type> <predicate>,cast_recipe:enum,text_int,postgresql_cast,https://www.postgresql.org/docs/18/sql-expressions.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R073,type_cast_predicate,cast_numeric,<literal>::<type> <predicate>,cast_recipe:enum,numeric,postgresql_cast,https://www.postgresql.org/docs/18/sql-expressions.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R074,type_cast_predicate,cast_boolean,<literal>::<type> <predicate>,cast_recipe:enum,boolean,postgresql_cast,https://www.postgresql.org/docs/18/sql-expressions.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R075,type_cast_predicate,cast_date,<literal>::<type> <predicate>,cast_recipe:enum,date,postgresql_cast,https://www.postgresql.org/docs/18/sql-expressions.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R076,jsonb_predicate,jsonb_@>,<jsonb> <jsonb_op> <jsonb_or_key>,json_op:enum; json_literal:json,@>,postgresql_jsonb,https://www.postgresql.org/docs/18/functions-json.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R077,jsonb_predicate,jsonb_<@,<jsonb> <jsonb_op> <jsonb_or_key>,json_op:enum; json_literal:json,<@,postgresql_jsonb,https://www.postgresql.org/docs/18/functions-json.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R078,jsonb_predicate,jsonb_?,<jsonb> <jsonb_op> <jsonb_or_key>,json_op:enum; json_literal:json,?,postgresql_jsonb,https://www.postgresql.org/docs/18/functions-json.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R079,jsonb_predicate,jsonb_?|,<jsonb> <jsonb_op> <jsonb_or_key>,json_op:enum; json_literal:json,?|,postgresql_jsonb,https://www.postgresql.org/docs/18/functions-json.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R080,jsonb_predicate,jsonb_?&,<jsonb> <jsonb_op> <jsonb_or_key>,json_op:enum; json_literal:json,?&,postgresql_jsonb,https://www.postgresql.org/docs/18/functions-json.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R081,range_type_predicate,pg_range_@>,<range> <range_op> <value|range>,range_op:enum; bounds:int,@>,postgresql_range,https://www.postgresql.org/docs/18/functions-range.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
PG_BOOL_R082,range_type_predicate,pg_range_<@,<range> <range_op> <value|range>,range_op:enum; bounds:int,<@,postgresql_range,https://www.postgresql.org/docs/18/functions-range.html,Z1_payload_only,Boolean_query_logic_candidate,not_executed_in_PostgreSQL_runtime,not_confirmed,seqgan_attack_source,boolean_predicate_injection
