structure_cell_id,root_id,y_level,semantic_family,cell_index,cell_recipe,expected_samples,required_tokens,skeleton_reference,structure_signature,cell_contract
PG_BOOL_R002_C05,PG_BOOL_R002,Y3,comparison_numeric,5,is_not_false_wrapper,6,<|<>|>|FALSE|IS|NOT,(INT <> INT) IS NOT FALSE,4865724acfd7e24abb3b178a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R002_C06,PG_BOOL_R002,Y3,comparison_numeric,6,case_boolean_wrapper,6,<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT <> INT) THEN TRUE ELSE FALSE END,7e55a67c92e2bfe6a98b9f02,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R002_C07,PG_BOOL_R002,Y3,comparison_numeric,7,and_true_guard,6,<|<>|=|>|AND,(INT <> INT) AND (INT = INT),d47316a27a74409ecf3c3d30,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R002_C08,PG_BOOL_R002,Y3,comparison_numeric,8,or_false_guard,6,<|<>|>|OR,(INT <> INT) OR (INT <> INT),425534ff492a21d9c57d5d33,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R002_C09,PG_BOOL_R002,Y3,comparison_numeric,9,equals_true_wrapper,6,<|<>|=|>|TRUE,((INT <> INT) = TRUE),4f1bed7c1f1c4a667f74657f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R002_C10,PG_BOOL_R002,Y3,comparison_numeric,10,coalesce_false_wrapper,6,<|<>|>|COALESCE|FALSE,"COALESCE((INT <> INT), FALSE)",84ef1fe958a33099834f19fa,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C01,PG_BOOL_R003,Y3,comparison_numeric,1,base_predicate,6,>,INT > INT,af3b69eb94fb6a817d8753bf,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C02,PG_BOOL_R003,Y3,comparison_numeric,2,parenthesized_predicate,6,>,(INT > INT),86be5dbf637552717993db21,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C03,PG_BOOL_R003,Y3,comparison_numeric,3,negated_inverse_predicate,6,>|NOT,NOT (INT > INT),07e08087a44f1ec751b7f0a3,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C04,PG_BOOL_R003,Y3,comparison_numeric,4,is_true_wrapper,6,>|IS|TRUE,(INT > INT) IS TRUE,1d39293f801c542461ae70b6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C05,PG_BOOL_R003,Y3,comparison_numeric,5,is_not_false_wrapper,6,>|FALSE|IS|NOT,(INT > INT) IS NOT FALSE,5e2651f06bbd2e08aab0e65f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C06,PG_BOOL_R003,Y3,comparison_numeric,6,case_boolean_wrapper,6,>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT > INT) THEN TRUE ELSE FALSE END,84f2585fe3257f744ba3a780,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C07,PG_BOOL_R003,Y3,comparison_numeric,7,and_true_guard,6,=|>|AND,(INT > INT) AND (INT = INT),c40ce019846afa56480ab6af,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C08,PG_BOOL_R003,Y3,comparison_numeric,8,or_false_guard,6,<|<>|>|OR,(INT > INT) OR (INT <> INT),f5c8ee89d500579154501e0b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C09,PG_BOOL_R003,Y3,comparison_numeric,9,equals_true_wrapper,6,=|>|TRUE,((INT > INT) = TRUE),4793368d6496f9fd8c534b9f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C10,PG_BOOL_R003,Y3,comparison_numeric,10,coalesce_false_wrapper,6,>|COALESCE|FALSE,"COALESCE((INT > INT), FALSE)",7e92023559a6773c66f649dc,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C01,PG_BOOL_R004,Y3,comparison_numeric,1,base_predicate,6,<|<=|=,INT <= INT,a2624bbeaaea4b9b8bc57687,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C02,PG_BOOL_R004,Y3,comparison_numeric,2,parenthesized_predicate,6,<|<=|=,(INT <= INT),654d6db1f2a7770f5f371b55,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C03,PG_BOOL_R004,Y3,comparison_numeric,3,negated_inverse_predicate,6,<|<=|=|NOT,NOT (INT <= INT),c98f4a1f9a938750f8d3482a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C04,PG_BOOL_R004,Y3,comparison_numeric,4,is_true_wrapper,6,<|<=|=|IS|TRUE,(INT <= INT) IS TRUE,98bdb51861001dbdec9b3d03,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C05,PG_BOOL_R004,Y3,comparison_numeric,5,is_not_false_wrapper,6,<|<=|=|FALSE|IS|NOT,(INT <= INT) IS NOT FALSE,8d49ec94d20d5418f658be9d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C06,PG_BOOL_R004,Y3,comparison_numeric,6,case_boolean_wrapper,6,<|<=|=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT <= INT) THEN TRUE ELSE FALSE END,a7db327e6cbe99f2b5903ee4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C07,PG_BOOL_R004,Y3,comparison_numeric,7,and_true_guard,6,<|<=|=|AND,(INT <= INT) AND (INT = INT),8f6f39088ddcf096948cab4f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C08,PG_BOOL_R004,Y3,comparison_numeric,8,or_false_guard,6,<|<=|<>|=|>|OR,(INT <= INT) OR (INT <> INT),37ccff9fb064101700faca95,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C09,PG_BOOL_R004,Y3,comparison_numeric,9,equals_true_wrapper,6,<|<=|=|TRUE,((INT <= INT) = TRUE),ef57d22b14e0b6dd9f54a135,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C10,PG_BOOL_R004,Y3,comparison_numeric,10,coalesce_false_wrapper,6,<|<=|=|COALESCE|FALSE,"COALESCE((INT <= INT), FALSE)",36c3abe9923435529b7eab50,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C01,PG_BOOL_R005,Y3,comparison_numeric,1,base_predicate,6,=,(INT + INT) = INT,4722c0093982fc22690099c4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C02,PG_BOOL_R005,Y3,comparison_numeric,2,parenthesized_predicate,6,=,((INT + INT) = INT),f72184dd196c6c8f6b2ed4c1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C03,PG_BOOL_R005,Y3,comparison_numeric,3,negated_inverse_predicate,6,=|NOT,NOT ((INT + INT) = INT),f6fe53cecdd412241d19f89d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C04,PG_BOOL_R005,Y3,comparison_numeric,4,is_true_wrapper,6,=|IS|TRUE,((INT + INT) = INT) IS TRUE,182f881e6afd0bac6fd85a93,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C05,PG_BOOL_R005,Y3,comparison_numeric,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,((INT + INT) = INT) IS NOT FALSE,592326a82f3d93df1a5f7fd3,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C06,PG_BOOL_R005,Y3,comparison_numeric,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN ((INT + INT) = INT) THEN TRUE ELSE FALSE END,e64a17da0240a7712bd928cb,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C07,PG_BOOL_R005,Y3,comparison_numeric,7,and_true_guard,6,=|AND,((INT + INT) = INT) AND (INT = INT),4a9d8de7f82cca1cc77b94c7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C08,PG_BOOL_R005,Y3,comparison_numeric,8,or_false_guard,6,<|<>|=|>|OR,((INT + INT) = INT) OR (INT <> INT),e3c69d63c901694a9a748410,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C09,PG_BOOL_R005,Y3,comparison_numeric,9,equals_true_wrapper,6,=|TRUE,(((INT + INT) = INT) = TRUE),793122550e842e83d0e0db95,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C10,PG_BOOL_R005,Y3,comparison_numeric,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE(((INT + INT) = INT), FALSE)",0750f9f933516daaa3ee1104,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C01,PG_BOOL_R006,Y3,comparison_text,1,base_predicate,6,=,STR = STR,bda9f67c2a0369cd4eac9598,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C02,PG_BOOL_R006,Y3,comparison_text,2,parenthesized_predicate,6,=,(STR = STR),b9e7aa335c7b72e647a1801f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C03,PG_BOOL_R006,Y3,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (STR = STR),a08e5727b7cc3a476451f281,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C04,PG_BOOL_R006,Y3,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(STR = STR) IS TRUE,995fa128ce3649d13afb27f4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C05,PG_BOOL_R006,Y3,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(STR = STR) IS NOT FALSE,cb4f09ce07a7a053b9cd12fc,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C06,PG_BOOL_R006,Y3,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (STR = STR) THEN TRUE ELSE FALSE END,b91b7a5071f273f25ed77ed6,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C07,PG_BOOL_R006,Y3,comparison_text,7,and_true_guard,6,=|AND,(STR = STR) AND (INT = INT),9a84ced70bdee3b0b9e5501d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C08,PG_BOOL_R006,Y3,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(STR = STR) OR (INT <> INT),ceffdcbc31c5509757814ca9,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C09,PG_BOOL_R006,Y3,comparison_text,9,equals_true_wrapper,6,=|TRUE,((STR = STR) = TRUE),03a3f22949bbb7672b54d774,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C10,PG_BOOL_R006,Y3,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((STR = STR), FALSE)",a00e775bb93c364a2fb127b5,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C01,PG_BOOL_R007,Y3,comparison_text,1,base_predicate,6,<|<>|>,STR <> STR,0fb6f8a1c0dbac1e56d69be0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C02,PG_BOOL_R007,Y3,comparison_text,2,parenthesized_predicate,6,<|<>|>,(STR <> STR),8565f93c5828dfe18e769e08,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C03,PG_BOOL_R007,Y3,comparison_text,3,negated_inverse_predicate,6,<|<>|>|NOT,NOT (STR <> STR),8b0acdb65cb967b64c97ebec,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C04,PG_BOOL_R007,Y3,comparison_text,4,is_true_wrapper,6,<|<>|>|IS|TRUE,(STR <> STR) IS TRUE,8069e0cfb5101c04af6ec80c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C05,PG_BOOL_R007,Y3,comparison_text,5,is_not_false_wrapper,6,<|<>|>|FALSE|IS|NOT,(STR <> STR) IS NOT FALSE,262b1c8d710392c9259d32a2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C06,PG_BOOL_R007,Y3,comparison_text,6,case_boolean_wrapper,6,<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (STR <> STR) THEN TRUE ELSE FALSE END,d57c812257c2c066e56fcd1d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C07,PG_BOOL_R007,Y3,comparison_text,7,and_true_guard,6,<|<>|=|>|AND,(STR <> STR) AND (INT = INT),ad0b55f463a8d5e345b90908,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C08,PG_BOOL_R007,Y3,comparison_text,8,or_false_guard,6,<|<>|>|OR,(STR <> STR) OR (INT <> INT),03be4abaee8c100ccf63c798,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C09,PG_BOOL_R007,Y3,comparison_text,9,equals_true_wrapper,6,<|<>|=|>|TRUE,((STR <> STR) = TRUE),fbe101a6a05219082e6a2ac7,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C10,PG_BOOL_R007,Y3,comparison_text,10,coalesce_false_wrapper,6,<|<>|>|COALESCE|FALSE,"COALESCE((STR <> STR), FALSE)",b9230224e88b48ceb60c3835,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C01,PG_BOOL_R008,Y3,comparison_text,1,base_predicate,6,=,LOWER(STR) = STR,227b1d97286778739fb5321e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C02,PG_BOOL_R008,Y3,comparison_text,2,parenthesized_predicate,6,=,(LOWER(STR) = STR),4b321a37bb322c2aff803b5b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C03,PG_BOOL_R008,Y3,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (LOWER(STR) = STR),029eea407a6a536136d9f5ab,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C04,PG_BOOL_R008,Y3,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(LOWER(STR) = STR) IS TRUE,a436e8ea8e3d147dc0012c3b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C05,PG_BOOL_R008,Y3,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(LOWER(STR) = STR) IS NOT FALSE,30fa14bdd689384399250967,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C06,PG_BOOL_R008,Y3,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (LOWER(STR) = STR) THEN TRUE ELSE FALSE END,9fb7e652d7c0bbe15e822fec,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C07,PG_BOOL_R008,Y3,comparison_text,7,and_true_guard,6,=|AND,(LOWER(STR) = STR) AND (INT = INT),1c062af86909fe27b61d45b0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C08,PG_BOOL_R008,Y3,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(LOWER(STR) = STR) OR (INT <> INT),b89e5446ba5cbf803f5e5785,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C09,PG_BOOL_R008,Y3,comparison_text,9,equals_true_wrapper,6,=|TRUE,((LOWER(STR) = STR) = TRUE),f9e276efeeaab1e62fec19f8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C10,PG_BOOL_R008,Y3,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((LOWER(STR) = STR), FALSE)",2c1ab0aee03622ffdc23bc12,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C01,PG_BOOL_R009,Y3,comparison_text,1,base_predicate,6,=,CHAR_LENGTH(STR) = INT,3c9000e192ed03a48121b346,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C02,PG_BOOL_R009,Y3,comparison_text,2,parenthesized_predicate,6,=,(CHAR_LENGTH(STR) = INT),d6fd44241696ca7765d8b72b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C03,PG_BOOL_R009,Y3,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (CHAR_LENGTH(STR) = INT),d488ea4c13c813da8a37d8ef,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C04,PG_BOOL_R009,Y3,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(CHAR_LENGTH(STR) = INT) IS TRUE,769835c4ecc0336197c85bfd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C05,PG_BOOL_R009,Y3,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(CHAR_LENGTH(STR) = INT) IS NOT FALSE,d720e329a417cd63aef34336,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C06,PG_BOOL_R009,Y3,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (CHAR_LENGTH(STR) = INT) THEN TRUE ELSE FALSE END,b73a6f21dd3243b0f9fad6a9,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C07,PG_BOOL_R009,Y3,comparison_text,7,and_true_guard,6,=|AND,(CHAR_LENGTH(STR) = INT) AND (INT = INT),95537ffdbf4bef458f32accd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C08,PG_BOOL_R009,Y3,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(CHAR_LENGTH(STR) = INT) OR (INT <> INT),fe9737f81333d0030514e4e1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C09,PG_BOOL_R009,Y3,comparison_text,9,equals_true_wrapper,6,=|TRUE,((CHAR_LENGTH(STR) = INT) = TRUE),91d28efd617cf216fea941d1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C10,PG_BOOL_R009,Y3,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((CHAR_LENGTH(STR) = INT), FALSE)",57e4cbbf8f9226100e738511,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C01,PG_BOOL_R010,Y3,comparison_text,1,base_predicate,6,>|IN,POSITION(STR IN STR) > INT,840737ebfb205504516edf39,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C02,PG_BOOL_R010,Y3,comparison_text,2,parenthesized_predicate,6,>|IN,(POSITION(STR IN STR) > INT),1f402e1092eb7aac62f2a9b5,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C03,PG_BOOL_R010,Y3,comparison_text,3,negated_inverse_predicate,6,>|IN|NOT,NOT (POSITION(STR IN STR) > INT),342a53156fc6e5905f5f4bba,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C04,PG_BOOL_R010,Y3,comparison_text,4,is_true_wrapper,6,>|IN|IS|TRUE,(POSITION(STR IN STR) > INT) IS TRUE,a7a39c08d067018f075be5a4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C05,PG_BOOL_R010,Y3,comparison_text,5,is_not_false_wrapper,6,>|FALSE|IN|IS|NOT,(POSITION(STR IN STR) > INT) IS NOT FALSE,d5d182930d4c5bdc58380777,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C06,PG_BOOL_R010,Y3,comparison_text,6,case_boolean_wrapper,6,>|CASE|ELSE|END|FALSE|IN|THEN|TRUE|WHEN,CASE WHEN (POSITION(STR IN STR) > INT) THEN TRUE ELSE FALSE END,5ba9e717fcb146153565334d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C07,PG_BOOL_R010,Y3,comparison_text,7,and_true_guard,6,=|>|AND|IN,(POSITION(STR IN STR) > INT) AND (INT = INT),78c5f9ec68a01ed5faf1c925,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C08,PG_BOOL_R010,Y3,comparison_text,8,or_false_guard,6,<|<>|>|IN|OR,(POSITION(STR IN STR) > INT) OR (INT <> INT),a9babfed7f48051b3aaf818a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C09,PG_BOOL_R010,Y3,comparison_text,9,equals_true_wrapper,6,=|>|IN|TRUE,((POSITION(STR IN STR) > INT) = TRUE),79ef3113ba283120e8e3aef0,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C10,PG_BOOL_R010,Y3,comparison_text,10,coalesce_false_wrapper,6,>|COALESCE|FALSE|IN,"COALESCE((POSITION(STR IN STR) > INT), FALSE)",e9b942e09ef1cc5676574d2a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C01,PG_BOOL_R011,Y3,null_boolean,1,base_predicate,6,IS|NULL,NULL IS NULL,7fda48e36176487b7124bb33,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C02,PG_BOOL_R011,Y3,null_boolean,2,parenthesized_predicate,6,IS|NULL,(NULL IS NULL),9e4400352b5be68fc267dbfb,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C03,PG_BOOL_R011,Y3,null_boolean,3,negated_inverse_predicate,6,IS|NOT|NULL,NOT (NULL IS NOT NULL),3b39631677dfb14897d530ec,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C04,PG_BOOL_R011,Y3,null_boolean,4,is_true_wrapper,6,IS|NULL|TRUE,(NULL IS NULL) IS TRUE,3b3922b8e1b8c5732bd0a46d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C05,PG_BOOL_R011,Y3,null_boolean,5,is_not_false_wrapper,6,FALSE|IS|NOT|NULL,(NULL IS NULL) IS NOT FALSE,5a7744f982cb27d1307202bb,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C06,PG_BOOL_R011,Y3,null_boolean,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|IS|NULL|THEN|TRUE|WHEN,CASE WHEN (NULL IS NULL) THEN TRUE ELSE FALSE END,cfa48c11e0cca37064b1db09,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C07,PG_BOOL_R011,Y3,null_boolean,7,and_true_guard,6,=|AND|IS|NULL,(NULL IS NULL) AND (INT = INT),2a5174155051deb3bd3e03d9,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C08,PG_BOOL_R011,Y3,null_boolean,8,or_false_guard,6,<|<>|>|IS|NULL|OR,(NULL IS NULL) OR (INT <> INT),12bf105b53acba4da89618f4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C09,PG_BOOL_R011,Y3,null_boolean,9,equals_true_wrapper,6,=|IS|NULL|TRUE,((NULL IS NULL) = TRUE),53622069989e3a4b34f07b6f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C10,PG_BOOL_R011,Y3,null_boolean,10,coalesce_false_wrapper,6,COALESCE|FALSE|IS|NULL,"COALESCE((NULL IS NULL), FALSE)",35994b48d78951e06480724d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
