structure_cell_id,root_id,y_level,semantic_family,cell_index,cell_recipe,expected_samples,required_tokens,skeleton_reference,structure_signature,cell_contract
PG_BOOL_R003_C03,PG_BOOL_R003,Y4,comparison_numeric,3,negated_inverse_predicate,6,>|NOT,NOT (INT > INT),8ed3aea56360c81c1a55730b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C04,PG_BOOL_R003,Y4,comparison_numeric,4,is_true_wrapper,6,>|IS|TRUE,(INT > INT) IS TRUE,0c259487a64d57489178666a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C05,PG_BOOL_R003,Y4,comparison_numeric,5,is_not_false_wrapper,6,>|FALSE|IS|NOT,(INT > INT) IS NOT FALSE,1f9f68d028515fed26755974,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C06,PG_BOOL_R003,Y4,comparison_numeric,6,case_boolean_wrapper,6,>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT > INT) THEN TRUE ELSE FALSE END,2ceeeb6ba71b82d87011d16e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C07,PG_BOOL_R003,Y4,comparison_numeric,7,and_true_guard,6,=|>|AND,(INT > INT) AND (INT = INT),6bd2de96cdc2cee3811f4af8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C08,PG_BOOL_R003,Y4,comparison_numeric,8,or_false_guard,6,<|<>|>|OR,(INT > INT) OR (INT <> INT),6ee4f16d518c3b668e002d55,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C09,PG_BOOL_R003,Y4,comparison_numeric,9,equals_true_wrapper,6,=|>|TRUE,((INT > INT) = TRUE),e3390f89694f100da0ff5984,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R003_C10,PG_BOOL_R003,Y4,comparison_numeric,10,coalesce_false_wrapper,6,>|COALESCE|FALSE,"COALESCE((INT > INT), FALSE)",4c55ac280731deaa3ca38421,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C01,PG_BOOL_R004,Y4,comparison_numeric,1,base_predicate,6,<|<=|=,INT <= INT,36a06a6369a1f9e48901a106,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C02,PG_BOOL_R004,Y4,comparison_numeric,2,parenthesized_predicate,6,<|<=|=,(INT <= INT),4e61c3c70c2f61e4adee356d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C03,PG_BOOL_R004,Y4,comparison_numeric,3,negated_inverse_predicate,6,<|<=|=|NOT,NOT (INT <= INT),7bb3d0486ad5dbb5d833a96e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C04,PG_BOOL_R004,Y4,comparison_numeric,4,is_true_wrapper,6,<|<=|=|IS|TRUE,(INT <= INT) IS TRUE,8ccb8ed503c036230780257c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C05,PG_BOOL_R004,Y4,comparison_numeric,5,is_not_false_wrapper,6,<|<=|=|FALSE|IS|NOT,(INT <= INT) IS NOT FALSE,59ae5939084a1854ab69c5cf,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C06,PG_BOOL_R004,Y4,comparison_numeric,6,case_boolean_wrapper,6,<|<=|=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (INT <= INT) THEN TRUE ELSE FALSE END,b9fa7463b5578520e7de5011,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C07,PG_BOOL_R004,Y4,comparison_numeric,7,and_true_guard,6,<|<=|=|AND,(INT <= INT) AND (INT = INT),ce87ec4f96f436803ed2e151,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C08,PG_BOOL_R004,Y4,comparison_numeric,8,or_false_guard,6,<|<=|<>|=|>|OR,(INT <= INT) OR (INT <> INT),9eec0ba672e3d8049b6cba54,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C09,PG_BOOL_R004,Y4,comparison_numeric,9,equals_true_wrapper,6,<|<=|=|TRUE,((INT <= INT) = TRUE),7d621ff20ef49cb7520cbc9e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R004_C10,PG_BOOL_R004,Y4,comparison_numeric,10,coalesce_false_wrapper,6,<|<=|=|COALESCE|FALSE,"COALESCE((INT <= INT), FALSE)",021eb506b00df669c52d7b7f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C01,PG_BOOL_R005,Y4,comparison_numeric,1,base_predicate,6,=,(INT + INT) = INT,828ac2523ee2a448e3a0f5f8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C02,PG_BOOL_R005,Y4,comparison_numeric,2,parenthesized_predicate,6,=,((INT + INT) = INT),237561ab3afadd366261eade,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C03,PG_BOOL_R005,Y4,comparison_numeric,3,negated_inverse_predicate,6,=|NOT,NOT ((INT + INT) = INT),2128729e56913d05ee856981,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C04,PG_BOOL_R005,Y4,comparison_numeric,4,is_true_wrapper,6,=|IS|TRUE,((INT + INT) = INT) IS TRUE,ae9b2a433a2d3b04459772ab,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C05,PG_BOOL_R005,Y4,comparison_numeric,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,((INT + INT) = INT) IS NOT FALSE,76f2ef4a91bef0b94860226b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C06,PG_BOOL_R005,Y4,comparison_numeric,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN ((INT + INT) = INT) THEN TRUE ELSE FALSE END,f5c1a1daa6e73aa9106fcb0d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C07,PG_BOOL_R005,Y4,comparison_numeric,7,and_true_guard,6,=|AND,((INT + INT) = INT) AND (INT = INT),ca5e50186c6055b9678caa5b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C08,PG_BOOL_R005,Y4,comparison_numeric,8,or_false_guard,6,<|<>|=|>|OR,((INT + INT) = INT) OR (INT <> INT),a9dca6eb54dcb2504cf59849,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C09,PG_BOOL_R005,Y4,comparison_numeric,9,equals_true_wrapper,6,=|TRUE,(((INT + INT) = INT) = TRUE),4e1b82adf0f75e0a05c5c784,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R005_C10,PG_BOOL_R005,Y4,comparison_numeric,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE(((INT + INT) = INT), FALSE)",6f35db8a97645324ce231b05,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C01,PG_BOOL_R006,Y4,comparison_text,1,base_predicate,6,=,STR = STR,5b11f376a5fbcea447fe8746,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C02,PG_BOOL_R006,Y4,comparison_text,2,parenthesized_predicate,6,=,(STR = STR),843ea8c76778b8fb46728525,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C03,PG_BOOL_R006,Y4,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (STR = STR),9877f5748547fb8f041d488b,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C04,PG_BOOL_R006,Y4,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(STR = STR) IS TRUE,8517d7fb367250a2af806c6e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C05,PG_BOOL_R006,Y4,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(STR = STR) IS NOT FALSE,582273291c1a857c9c8f0665,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C06,PG_BOOL_R006,Y4,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (STR = STR) THEN TRUE ELSE FALSE END,f6f848cc59ad42c33b3ea86a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C07,PG_BOOL_R006,Y4,comparison_text,7,and_true_guard,6,=|AND,(STR = STR) AND (INT = INT),3cd2820f2891cda0acbb49e2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C08,PG_BOOL_R006,Y4,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(STR = STR) OR (INT <> INT),3c8e04f586a15ac67bf2b04d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C09,PG_BOOL_R006,Y4,comparison_text,9,equals_true_wrapper,6,=|TRUE,((STR = STR) = TRUE),e6be58284678c815800e8b15,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R006_C10,PG_BOOL_R006,Y4,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((STR = STR), FALSE)",d26e18164211075fc8f45c36,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C01,PG_BOOL_R007,Y4,comparison_text,1,base_predicate,6,<|<>|>,STR <> STR,80e23ab7426bf6a14545d4e4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C02,PG_BOOL_R007,Y4,comparison_text,2,parenthesized_predicate,6,<|<>|>,(STR <> STR),8f2cd24103857ea8625e65ee,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C03,PG_BOOL_R007,Y4,comparison_text,3,negated_inverse_predicate,6,<|<>|>|NOT,NOT (STR <> STR),eb0e97c9b5b40162d13fe160,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C04,PG_BOOL_R007,Y4,comparison_text,4,is_true_wrapper,6,<|<>|>|IS|TRUE,(STR <> STR) IS TRUE,d3d91dffae4c3106f45273cd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C05,PG_BOOL_R007,Y4,comparison_text,5,is_not_false_wrapper,6,<|<>|>|FALSE|IS|NOT,(STR <> STR) IS NOT FALSE,f14b21c4507d806c6cf38937,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C06,PG_BOOL_R007,Y4,comparison_text,6,case_boolean_wrapper,6,<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (STR <> STR) THEN TRUE ELSE FALSE END,6693d0821220af6586a2cd3d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C07,PG_BOOL_R007,Y4,comparison_text,7,and_true_guard,6,<|<>|=|>|AND,(STR <> STR) AND (INT = INT),cd0e2caea1d1b1865e2ab02f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C08,PG_BOOL_R007,Y4,comparison_text,8,or_false_guard,6,<|<>|>|OR,(STR <> STR) OR (INT <> INT),1ed56e1e266608143eadfbd2,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C09,PG_BOOL_R007,Y4,comparison_text,9,equals_true_wrapper,6,<|<>|=|>|TRUE,((STR <> STR) = TRUE),23bae6c1f26b238612462c23,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R007_C10,PG_BOOL_R007,Y4,comparison_text,10,coalesce_false_wrapper,6,<|<>|>|COALESCE|FALSE,"COALESCE((STR <> STR), FALSE)",2441578d4f1682cb6b87f93c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C01,PG_BOOL_R008,Y4,comparison_text,1,base_predicate,6,=,LOWER(STR) = STR,c5ba1ee706e99a86112f73b8,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C02,PG_BOOL_R008,Y4,comparison_text,2,parenthesized_predicate,6,=,(LOWER(STR) = STR),5a23020eaeb5af7597c68fe1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C03,PG_BOOL_R008,Y4,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (LOWER(STR) = STR),8adc129acdcabddf300f2ccc,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C04,PG_BOOL_R008,Y4,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(LOWER(STR) = STR) IS TRUE,088a2f5ffde27fdbbfa29fbf,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C05,PG_BOOL_R008,Y4,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(LOWER(STR) = STR) IS NOT FALSE,c5e9f16ba2a78999844a089a,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C06,PG_BOOL_R008,Y4,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (LOWER(STR) = STR) THEN TRUE ELSE FALSE END,8a719bd40483e5642bd11638,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C07,PG_BOOL_R008,Y4,comparison_text,7,and_true_guard,6,=|AND,(LOWER(STR) = STR) AND (INT = INT),b52576452d11c5530aaae85e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C08,PG_BOOL_R008,Y4,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(LOWER(STR) = STR) OR (INT <> INT),47fdaff72bed9cd3ec71785e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C09,PG_BOOL_R008,Y4,comparison_text,9,equals_true_wrapper,6,=|TRUE,((LOWER(STR) = STR) = TRUE),f9eab21d86e1647a04fbfeb9,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R008_C10,PG_BOOL_R008,Y4,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((LOWER(STR) = STR), FALSE)",e88aec46e28bc69bc50386f5,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C01,PG_BOOL_R009,Y4,comparison_text,1,base_predicate,6,=,CHAR_LENGTH(STR) = INT,b8ea6b995384e381b470aaca,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C02,PG_BOOL_R009,Y4,comparison_text,2,parenthesized_predicate,6,=,(CHAR_LENGTH(STR) = INT),423e2a3a95806cc393249b50,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C03,PG_BOOL_R009,Y4,comparison_text,3,negated_inverse_predicate,6,=|NOT,NOT (CHAR_LENGTH(STR) = INT),3303410cc5591e49b8ee8a2d,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C04,PG_BOOL_R009,Y4,comparison_text,4,is_true_wrapper,6,=|IS|TRUE,(CHAR_LENGTH(STR) = INT) IS TRUE,c36f2deadc2f0a0e2a91b9b1,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C05,PG_BOOL_R009,Y4,comparison_text,5,is_not_false_wrapper,6,=|FALSE|IS|NOT,(CHAR_LENGTH(STR) = INT) IS NOT FALSE,65c0e1cf37b8652178a032b4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C06,PG_BOOL_R009,Y4,comparison_text,6,case_boolean_wrapper,6,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,CASE WHEN (CHAR_LENGTH(STR) = INT) THEN TRUE ELSE FALSE END,424fdd8c850bc7a558fbabde,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C07,PG_BOOL_R009,Y4,comparison_text,7,and_true_guard,6,=|AND,(CHAR_LENGTH(STR) = INT) AND (INT = INT),b39b25b128e98999f6378658,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C08,PG_BOOL_R009,Y4,comparison_text,8,or_false_guard,6,<|<>|=|>|OR,(CHAR_LENGTH(STR) = INT) OR (INT <> INT),891f21693bdcbed566de969f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C09,PG_BOOL_R009,Y4,comparison_text,9,equals_true_wrapper,6,=|TRUE,((CHAR_LENGTH(STR) = INT) = TRUE),2838679aa66149a89692f4a3,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R009_C10,PG_BOOL_R009,Y4,comparison_text,10,coalesce_false_wrapper,6,=|COALESCE|FALSE,"COALESCE((CHAR_LENGTH(STR) = INT), FALSE)",47b35b460daf15c8ec78f114,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C01,PG_BOOL_R010,Y4,comparison_text,1,base_predicate,6,>|IN,POSITION(STR IN STR) > INT,cb84a487a88a773c86f80a1e,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C02,PG_BOOL_R010,Y4,comparison_text,2,parenthesized_predicate,6,>|IN,(POSITION(STR IN STR) > INT),4bfebf512815831e97b9cfc4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C03,PG_BOOL_R010,Y4,comparison_text,3,negated_inverse_predicate,6,>|IN|NOT,NOT (POSITION(STR IN STR) > INT),641ef3ea301f14f8522f3e57,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C04,PG_BOOL_R010,Y4,comparison_text,4,is_true_wrapper,6,>|IN|IS|TRUE,(POSITION(STR IN STR) > INT) IS TRUE,8f9959486dc3d576ef17debd,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C05,PG_BOOL_R010,Y4,comparison_text,5,is_not_false_wrapper,6,>|FALSE|IN|IS|NOT,(POSITION(STR IN STR) > INT) IS NOT FALSE,133989eb77b5732417613c3c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C06,PG_BOOL_R010,Y4,comparison_text,6,case_boolean_wrapper,6,>|CASE|ELSE|END|FALSE|IN|THEN|TRUE|WHEN,CASE WHEN (POSITION(STR IN STR) > INT) THEN TRUE ELSE FALSE END,bc912bb099f6591baeaa0222,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C07,PG_BOOL_R010,Y4,comparison_text,7,and_true_guard,6,=|>|AND|IN,(POSITION(STR IN STR) > INT) AND (INT = INT),b17564ac7b8bbe91b85aa566,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C08,PG_BOOL_R010,Y4,comparison_text,8,or_false_guard,6,<|<>|>|IN|OR,(POSITION(STR IN STR) > INT) OR (INT <> INT),7b9484ca11e3808213bb3e62,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C09,PG_BOOL_R010,Y4,comparison_text,9,equals_true_wrapper,6,=|>|IN|TRUE,((POSITION(STR IN STR) > INT) = TRUE),01ffeaaa95088227f30affec,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R010_C10,PG_BOOL_R010,Y4,comparison_text,10,coalesce_false_wrapper,6,>|COALESCE|FALSE|IN,"COALESCE((POSITION(STR IN STR) > INT), FALSE)",b2126a60c0ecd9324ae76096,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C01,PG_BOOL_R011,Y4,null_boolean,1,base_predicate,6,IS|NULL,NULL IS NULL,85a5b8b840e7e1c720676b12,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C02,PG_BOOL_R011,Y4,null_boolean,2,parenthesized_predicate,6,IS|NULL,(NULL IS NULL),1c234209640fa4c71c5bd60c,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C03,PG_BOOL_R011,Y4,null_boolean,3,negated_inverse_predicate,6,IS|NOT|NULL,NOT (NULL IS NOT NULL),f700d23ebf13beb6cae28417,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C04,PG_BOOL_R011,Y4,null_boolean,4,is_true_wrapper,6,IS|NULL|TRUE,(NULL IS NULL) IS TRUE,d0bf466f416f3c1e8e85fddb,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C05,PG_BOOL_R011,Y4,null_boolean,5,is_not_false_wrapper,6,FALSE|IS|NOT|NULL,(NULL IS NULL) IS NOT FALSE,741ced2a3c6dd3bdd8d33772,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C06,PG_BOOL_R011,Y4,null_boolean,6,case_boolean_wrapper,6,CASE|ELSE|END|FALSE|IS|NULL|THEN|TRUE|WHEN,CASE WHEN (NULL IS NULL) THEN TRUE ELSE FALSE END,d7d3a500c85705528c1ff099,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C07,PG_BOOL_R011,Y4,null_boolean,7,and_true_guard,6,=|AND|IS|NULL,(NULL IS NULL) AND (INT = INT),bc4b5a2568fec7359323a141,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C08,PG_BOOL_R011,Y4,null_boolean,8,or_false_guard,6,<|<>|>|IS|NULL|OR,(NULL IS NULL) OR (INT <> INT),68eb85450a61e04e57e85fe4,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C09,PG_BOOL_R011,Y4,null_boolean,9,equals_true_wrapper,6,=|IS|NULL|TRUE,((NULL IS NULL) = TRUE),6ae1ec265d09017a97d2c85f,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
PG_BOOL_R011_C10,PG_BOOL_R011,Y4,null_boolean,10,coalesce_false_wrapper,6,COALESCE|FALSE|IS|NULL,"COALESCE((NULL IS NULL), FALSE)",1b49dabe0a0aa7e249182763,required_tokens + skeleton_family + delimiter_integrity + boolean_signal
