payload_raw,label,source,sqli_type_hint,is_obfuscated,payload_norm,payload_delex
SELECT * FROM  ( SELECT running FROM possibly ) ,0,sqli_dataset.csv,,False,SELECT * FROM ( SELECT running FROM possibly ),SELECT * FROM ( SELECT running FROM possibly )
SELECT TOP 3 * FROM each SELECT * FROM oil 3SELECT * FROM behind,0,sqli_dataset.csv,,False,SELECT TOP 3 * FROM each SELECT * FROM oil 3SELECT * FROM behind,SELECT TOP <NUM> * FROM each SELECT * FROM oil 3SELECT * FROM behind
SELECT * FROM been 3 SELECT * FROM fence,0,sqli_dataset.csv,,False,SELECT * FROM been 3 SELECT * FROM fence,SELECT * FROM been <NUM> SELECT * FROM fence
SELECT * FROM money FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM forest,0,sqli_dataset.csv,,False,SELECT * FROM money FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM forest,SELECT * FROM money FETCH FIRST <NUM> ROWS ONLY SELECT TOP <NUM> PERCENT * FROM forest
SELECT TOP 50 PERCENT * FROM copy SELECT * FROM year FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM face,0,sqli_dataset.csv,,False,SELECT TOP 50 PERCENT * FROM copy SELECT * FROM year FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM face,SELECT TOP <NUM> PERCENT * FROM copy SELECT * FROM year FETCH FIRST <NUM> PERCENT ROWS ONLYSELECT TOP <NUM> * FROM face
SELECT * FROM toward FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM printed,0,sqli_dataset.csv,,False,SELECT * FROM toward FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM printed,SELECT * FROM toward FETCH FIRST <NUM> PERCENT ROWS ONLYSELECT TOP <NUM> * FROM printed
SELECT TOP 3 * FROM bush WHERE themselves = 'declared' SELECT * FROM nation,0,sqli_dataset.csv,,False,SELECT TOP 3 * FROM bush WHERE themselves = 'declared' SELECT * FROM nation,SELECT TOP <NUM> * FROM bush WHERE themselves = <STR> SELECT * FROM nation
SELECT * FROM all WHERE level = 'might' LIMIT 3,0,sqli_dataset.csv,,False,SELECT * FROM all WHERE level = 'might' LIMIT 3,SELECT * FROM all WHERE level = <STR> LIMIT <NUM>
SELECT * FROM identity WHERE nature = 'bottom' FETCH FIRST 3 ROWS ONLY,0,sqli_dataset.csv,,False,SELECT * FROM identity WHERE nature = 'bottom' FETCH FIRST 3 ROWS ONLY,SELECT * FROM identity WHERE nature = <STR> FETCH FIRST <NUM> ROWS ONLY
SELECT AVG ( equal ) FROM our,0,sqli_dataset.csv,,False,SELECT AVG ( equal ) FROM our,SELECT AVG ( equal ) FROM our
SELECT * FROM here WHERE cap NOT LIKE '[sentence]%',0,sqli_dataset.csv,,False,SELECT * FROM here WHERE cap NOT LIKE '[sentence]%',SELECT * FROM here WHERE cap NOT LIKE <STR>
SELECT AVG ( shape ) FROM man SELECT SUM ( jump ) ,0,sqli_dataset.csv,,False,SELECT AVG ( shape ) FROM man SELECT SUM ( jump ),SELECT AVG ( shape ) FROM man SELECT SUM ( jump )
SELECT AVG ( sand ) FROM to SELECT SUM ( direction ) ,0,sqli_dataset.csv,,False,SELECT AVG ( sand ) FROM to SELECT SUM ( direction ),SELECT AVG ( sand ) FROM to SELECT SUM ( direction )
SELECT AVG ( truth )  FROM slope  SELECT SUM ( fully ) ,0,sqli_dataset.csv,,False,SELECT AVG ( truth ) FROM slope SELECT SUM ( fully ),SELECT AVG ( truth ) FROM slope SELECT SUM ( fully )
SELECT COUNT ( top ) FROM model,0,sqli_dataset.csv,,False,SELECT COUNT ( top ) FROM model,SELECT COUNT ( top ) FROM model
SELECT COUNT ( construction ) FROM gate,0,sqli_dataset.csv,,False,SELECT COUNT ( construction ) FROM gate,SELECT COUNT ( construction ) FROM gate
SELECT AVG ( star ) FROM scientist,0,sqli_dataset.csv,,False,SELECT AVG ( star ) FROM scientist,SELECT AVG ( star ) FROM scientist
SELECT * FROM verb WHERE what NOT LIKE 'grandfather%',0,sqli_dataset.csv,,False,SELECT * FROM verb WHERE what NOT LIKE 'grandfather%',SELECT * FROM verb WHERE what NOT LIKE <STR>
SELECT * FROM herd WHERE my LIKE '%worse%',0,sqli_dataset.csv,,False,SELECT * FROM herd WHERE my LIKE '%worse%',SELECT * FROM herd WHERE my LIKE <STR>
SELECT * FROM distance  WHERE former NOT LIKE '[attempt]%',0,sqli_dataset.csv,,False,SELECT * FROM distance WHERE former NOT LIKE '[attempt]%',SELECT * FROM distance WHERE former NOT LIKE <STR>
"  SELECT * FROM swept WHERE thirty IN  ( 'sang', 'almost', 'take' )  ",0,sqli_dataset.csv,,False,"SELECT * FROM swept WHERE thirty IN ( 'sang', 'almost', 'take' )","SELECT * FROM swept WHERE thirty IN ( <STR>, <STR>, <STR> )"
"  SELECT * FROM good WHERE at NOT IN  ( 'share', 'kids', 'frozen' )  ",0,sqli_dataset.csv,,False,"SELECT * FROM good WHERE at NOT IN ( 'share', 'kids', 'frozen' )","SELECT * FROM good WHERE at NOT IN ( <STR>, <STR>, <STR> )"
SELECT * FROM forget WHERE mine IN  ( SELECT bee FROM spread ) ,0,sqli_dataset.csv,,False,SELECT * FROM forget WHERE mine IN ( SELECT bee FROM spread ),SELECT * FROM forget WHERE mine IN ( SELECT bee FROM spread )
SELECT * FROM location WHERE stopped  BETWEEN 10 AND 20,0,sqli_dataset.csv,,False,SELECT * FROM location WHERE stopped BETWEEN 10 AND 20,SELECT * FROM location WHERE stopped BETWEEN <NUM> AND <NUM>
SELECT * FROM rice WHERE Price NOT BETWEEN 10 AND 20,0,sqli_dataset.csv,,False,SELECT * FROM rice WHERE Price NOT BETWEEN 10 AND 20,SELECT * FROM rice WHERE Price NOT BETWEEN <NUM> AND <NUM>
SELECT * FROM myself WHERE involved BETWEEN 'similar' AND 'luck',0,sqli_dataset.csv,,False,SELECT * FROM myself WHERE involved BETWEEN 'similar' AND 'luck',SELECT * FROM myself WHERE involved BETWEEN <STR> AND <STR>
"SELECT * FROM differ WHERE signal BETWEEN ""living"" AND    ""arrangement""",0,sqli_dataset.csv,,False,"SELECT * FROM differ WHERE signal BETWEEN ""living"" AND ""arrangement""",SELECT * FROM differ WHERE signal BETWEEN <STR> AND <STR>
SELECT * FROM dress WHERE foreign NOT BETWEEN 'deer' AND 'away',0,sqli_dataset.csv,,False,SELECT * FROM dress WHERE foreign NOT BETWEEN 'deer' AND 'away',SELECT * FROM dress WHERE foreign NOT BETWEEN <STR> AND <STR>
SELECT * FROM her WHERE yes BETWEEN deep09/01/1996slept AND division15/31/1996aware,0,sqli_dataset.csv,,False,SELECT * FROM her WHERE yes BETWEEN deep09/01/1996slept AND division15/31/1996aware,SELECT * FROM her WHERE yes BETWEEN deep09/<NUM>/1996slept AND division15/<NUM>/1996aware
SELECT * FROM scene WHERE apple BETWEEN '1996-07-01' AND '1996-07-31',0,sqli_dataset.csv,,False,SELECT * FROM scene WHERE apple BETWEEN '1996-07-01' AND '1996-07-31',SELECT * FROM scene WHERE apple BETWEEN <STR> AND <STR>
SELECT AVG ( greater ) FROM weight SELECT SUM ( atom ) ,0,sqli_dataset.csv,,False,SELECT AVG ( greater ) FROM weight SELECT SUM ( atom ),SELECT AVG ( greater ) FROM weight SELECT SUM ( atom )
SELECT COUNT ( that )  FROM wealth,0,sqli_dataset.csv,,False,SELECT COUNT ( that ) FROM wealth,SELECT COUNT ( that ) FROM wealth
SELECT COUNT ( usID ) FROM blind,0,sqli_dataset.csv,,False,SELECT COUNT ( usID ) FROM blind,SELECT COUNT ( usID ) FROM blind
SELECT AVG ( Price ) FROM attack,0,sqli_dataset.csv,,False,SELECT AVG ( Price ) FROM attack,SELECT AVG ( Price ) FROM attack
SELECT * FROM ship WHERE title BETWEEN '1996-07-01' AND '1996-07-31',0,sqli_dataset.csv,,False,SELECT * FROM ship WHERE title BETWEEN '1996-07-01' AND '1996-07-31',SELECT * FROM ship WHERE title BETWEEN <STR> AND <STR>
"  SELECT nationID AS ID, bear AS silk FROM row",0,sqli_dataset.csv,,False,"SELECT nationID AS ID, bear AS silk FROM row","SELECT nationID AS <COL>, bear AS silk FROM row"
"  SELECT solveID AS ID, herself AS near FROM owner",0,sqli_dataset.csv,,False,"SELECT solveID AS ID, herself AS near FROM owner","SELECT solveID AS <COL>, herself AS near FROM owner"
"  SELECT adventure AS soon, facing AS [apple]  FROM choose",0,sqli_dataset.csv,,False,"SELECT adventure AS soon, facing AS [apple] FROM choose","SELECT adventure AS soon, facing AS [apple] FROM choose"
"   SELECT die, hard+ ', ' + ask+ ' ' + suggest+ ', ' + drop AS threw  FROM ability",0,sqli_dataset.csv,,True,"SELECT die, hard+ ', ' + ask+ ' ' + suggest+ ', ' + drop AS threw FROM ability","SELECT die, hard+ <STR> + ask+ <STR> + suggest+ <STR> + drop AS threw FROM ability"
SELECT acres ( s ) FROM necessary INNER JOIN,0,sqli_dataset.csv,,False,SELECT acres ( s ) FROM necessary INNER JOIN,SELECT acres ( s ) FROM necessary INNER JOIN
"   SELECT even,winter,various,team,two     (  (  needle JOIN wet ON example.carry =  would.worker )   INNER JOIN nearbyON Orders.feel =  clay.magicID ) ",0,sqli_dataset.csv,,False,"SELECT even,winter,various,team,two ( ( needle JOIN wet ON example.carry = would.worker ) INNER JOIN nearbyON Orders.feel = clay.magicID )","SELECT even,winter,various,team,two ( ( needle JOIN wet ON example.carry = would.worker ) INNER JOIN nearbyON Orders.feel = clay.magicID )"
SELECT went ( s )  FROM using LEFT JOIN,0,sqli_dataset.csv,,False,SELECT went ( s ) FROM using LEFT JOIN,SELECT went ( s ) FROM using LEFT JOIN
"  SELECT theory,minerals,attempt FROM leg LEFT JOIN Orders ON write.itselfID =  country.stone ORDER BY together.seeing",0,sqli_dataset.csv,,False,"SELECT theory,minerals,attempt FROM leg LEFT JOIN Orders ON write.itselfID = country.stone ORDER BY together.seeing","SELECT theory,minerals,attempt FROM leg LEFT JOIN Orders ON write.itselfID = country.stone ORDER BY together.seeing"
SELECT sentence ( s FROM top RIGHT JOIN,0,sqli_dataset.csv,,False,SELECT sentence ( s FROM top RIGHT JOIN,SELECT sentence ( s FROM top RIGHT JOIN
"  SELECT Orders.quicklyrID, Employees.about, Employees.deal FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.stoppedID ORDER BY Orders.divideID",0,sqli_dataset.csv,,False,"SELECT Orders.quicklyrID, Employees.about, Employees.deal FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.stoppedID ORDER BY Orders.divideID","SELECT Orders.quicklyrID, Employees.about, Employees.deal FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.stoppedID ORDER BY Orders.divideID"
SELECT say ( s )  FROM camera FULL OUTER JOIN,0,sqli_dataset.csv,,False,SELECT say ( s ) FROM camera FULL OUTER JOIN,SELECT say ( s ) FROM camera FULL OUTER JOIN
" SELECT column_name ( s )  FROM happened,getting",0,sqli_dataset.csv,,False,"SELECT column_name ( s ) FROM happened,getting","SELECT column_name ( s ) FROM happened,getting"
SELECT these ( s )  FROM within UNION,0,sqli_dataset.csv,,False,SELECT these ( s ) FROM within UNION,SELECT these ( s ) FROM within UNION
SELECT street ( s )  FROM pupil SELECT concerned ( s ) ,0,sqli_dataset.csv,,False,SELECT street ( s ) FROM pupil SELECT concerned ( s ),SELECT street ( s ) FROM pupil SELECT concerned ( s )
SELECT with ( s )  FROM kind UNION ALL,0,sqli_dataset.csv,,False,SELECT with ( s ) FROM kind UNION ALL,SELECT with ( s ) FROM kind UNION ALL
SELECT look ( s )  FROM service SELECT remember FROM surface,0,sqli_dataset.csv,,False,SELECT look ( s ) FROM service SELECT remember FROM surface,SELECT look ( s ) FROM service SELECT remember FROM surface
SELECT recall FROM separate UNION SELECT heavy FROM dear ORDER BY nearby,0,sqli_dataset.csv,,False,SELECT recall FROM separate UNION SELECT heavy FROM dear ORDER BY nearby,SELECT recall FROM separate UNION SELECT heavy FROM dear ORDER BY nearby
SELECT zero FROM write UNION ALL SELECT future FROM police ORDER BY aid,0,sqli_dataset.csv,,False,SELECT zero FROM write UNION ALL SELECT future FROM police ORDER BY aid,SELECT zero FROM write UNION ALL SELECT future FROM police ORDER BY aid
"  SELECT do,fort FROM know WHERE sitting = 'fallen' UNION SELECT during, plane FROM pencil",0,sqli_dataset.csv,,False,"SELECT do,fort FROM know WHERE sitting = 'fallen' UNION SELECT during, plane FROM pencil","SELECT do,fort FROM know WHERE sitting = <STR> UNION SELECT during, plane FROM pencil"
"   SELECT COUNT ( chamber ) , stock FROM know BY congress",0,sqli_dataset.csv,,False,"SELECT COUNT ( chamber ) , stock FROM know BY congress","SELECT COUNT ( chamber ) , stock FROM know BY congress"
"   SELECT Employees.was, COUNT ( Orders.streetID )  AS schoolFROM    ( OrdersINNER JOIN jar ON Orders.cookiesID  =  Employees.helloID ) ",0,sqli_dataset.csv,,False,"SELECT Employees.was, COUNT ( Orders.streetID ) AS schoolFROM ( OrdersINNER JOIN jar ON Orders.cookiesID = Employees.helloID )","SELECT Employees.was, COUNT ( Orders.streetID ) AS schoolFROM ( OrdersINNER JOIN jar ON Orders.cookiesID = Employees.helloID )"
SELECT * FROM frog FETCH FIRST 50 PERCENT ROWS ONLY,0,sqli_dataset.csv,,False,SELECT * FROM frog FETCH FIRST 50 PERCENT ROWS ONLY,SELECT * FROM frog FETCH FIRST <NUM> PERCENT ROWS ONLY
SELECT belt,0,sqli_dataset.csv,,False,SELECT belt,SELECT belt
SELECT * FROM quick,0,sqli_dataset.csv,,False,SELECT * FROM quick,SELECT * FROM quick
SELECT team FROM pack,0,sqli_dataset.csv,,False,SELECT team FROM pack,SELECT team FROM pack
SELECT DISTINCT energy FROM smooth,0,sqli_dataset.csv,,False,SELECT DISTINCT energy FROM smooth,SELECT DISTINCT energy FROM smooth
SELECT COUNT ( DISTINCT share )  FROM warm,0,sqli_dataset.csv,,False,SELECT COUNT ( DISTINCT share ) FROM warm,SELECT COUNT ( DISTINCT share ) FROM warm
SELECT Count ( * )  AS future,0,sqli_dataset.csv,,False,SELECT Count ( * ) AS future,SELECT Count ( * ) AS future
FROM  ( SELECT DISTINCT friendly FROM invented ) ,0,sqli_dataset.csv,,False,FROM ( SELECT DISTINCT friendly FROM invented ),FROM ( SELECT DISTINCT friendly FROM invented )
SELECT * FROM parent,0,sqli_dataset.csv,,False,SELECT * FROM parent,SELECT * FROM parent
SELECT * FROM wore WHERE date = 'exchange',0,sqli_dataset.csv,,False,SELECT * FROM wore WHERE date = 'exchange',SELECT * FROM wore WHERE date = <STR>
SELECT * FROM cold WHERE fireplace = 'bread',0,sqli_dataset.csv,,False,SELECT * FROM cold WHERE fireplace = 'bread',SELECT * FROM cold WHERE fireplace = <STR>
SELECT * FROM dried  WHERE worse = or,0,sqli_dataset.csv,,False,SELECT * FROM dried WHERE worse = or,SELECT * FROM dried WHERE worse = or
SELECT * FROM naturally WHERE refused = 'chain'  AND City = 'way',0,sqli_dataset.csv,,False,SELECT * FROM naturally WHERE refused = 'chain' AND City = 'way',SELECT * FROM naturally WHERE refused = <STR> AND City = <STR>
SELECT * FROM situation WHERE additional = 'eye'  OR slope = 'horn',0,sqli_dataset.csv,,False,SELECT * FROM situation WHERE additional = 'eye' OR slope = 'horn',SELECT * FROM situation WHERE additional = <STR> OR slope = <STR>
SELECT * FROM common WHERE struggle = 'none'  OR silk = 'fifteen',0,sqli_dataset.csv,,False,SELECT * FROM common WHERE struggle = 'none' OR silk = 'fifteen',SELECT * FROM common WHERE struggle = <STR> OR silk = <STR>
SELECT * FROM molecular WHERE    NOT put = 'nest',0,sqli_dataset.csv,,False,SELECT * FROM molecular WHERE NOT put = 'nest',SELECT * FROM molecular WHERE NOT put = <STR>
SELECT * FROM practice WHERE afternoon = 'father'  AND  ( wash = 'creature' OR correct = 'yellow' ) ,0,sqli_dataset.csv,,False,SELECT * FROM practice WHERE afternoon = 'father' AND ( wash = 'creature' OR correct = 'yellow' ),SELECT * FROM practice WHERE afternoon = <STR> AND ( wash = <STR> OR correct = <STR> )
