sample_id,module_id,y_level,label_attack,payload_raw,payload_canonical,length,token_count,quote_count,paren_count,parenthesis_depth,operator_count,boolean_keyword_count,has_comment,has_encoding,has_cast,has_postgres_function,literal_count,max_number_digits,avg_number_digits,string_literal_count,special_char_ratio,whitespace_ratio,keyword_density,static_valid_score,postgres_parse_valid,runtime_valid,slot_sanity_score,module_contract_valid_score,payload_family,accepted_for_rf_feature_v4,feature_dataset_version,postgres_runtime_valid,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,training_gate_v4_1
Y4_R001_C02_S05,Y4_obfuscated_boolean,Y4,1,(95/**/=/**/15),(95 = 15),9,5,0,2,1.0,1,0,1,0,0,0,2,2,2.0,0,0.3333,0.2222,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C02_S05,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,1,static_accepted_runtime_not_run
Y4_R001_C02_S06,Y4_obfuscated_boolean,Y4,1,(11	 =	 28),(11 = 28),9,5,0,2,1.0,1,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C02_S06,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,1,static_accepted_runtime_not_run
Y4_R001_C03_S01,Y4_obfuscated_boolean,Y4,1,NoT	 (54	 =	 71),NOT (54 = 71),13,6,0,2,1.0,2,0,0,0,0,0,2,2,2.0,0,0.2308,0.2308,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C03_S01,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C03_S02,Y4_obfuscated_boolean,Y4,1,NoT/**/(67/**/=/**/84),NOT (67 = 84),13,6,0,2,1.0,2,0,1,0,0,0,2,2,2.0,0,0.2308,0.2308,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C03_S02,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C03_S03,Y4_obfuscated_boolean,Y4,1,((NoT	 (80	 =	 97))),NOT (80 = 97),17,10,0,6,3.0,2,0,0,0,0,0,2,2,2.0,0,0.4118,0.1765,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C03_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C03_S04,Y4_obfuscated_boolean,Y4,1,NoT/**/(93/**/=/**/93),NOT (93 = 93),13,6,0,2,1.0,2,0,1,0,0,0,2,2,2.0,0,0.2308,0.2308,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C03_S04,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C03_S05,Y4_obfuscated_boolean,Y4,1,NoT	 (9	 =	 9),NOT (9 = 9),11,6,0,2,1.0,2,0,0,0,0,0,2,1,1.0,0,0.2727,0.2727,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C03_S05,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C03_S06,Y4_obfuscated_boolean,Y4,1,NoT/**/(22/**/=/**/22),NOT (22 = 22),13,6,0,2,1.0,2,0,1,0,0,0,2,2,2.0,0,0.2308,0.2308,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C03_S06,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C04_S01,Y4_obfuscated_boolean,Y4,1,(65/**/=/**/65)/**/IS/**/trUE,(65 = 65) IS TRUE,17,7,0,2,1.0,1,1,1,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C04_S01,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C04_S02,Y4_obfuscated_boolean,Y4,1,(78	 =	 78)	 IS	 trUE,(78 = 78) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C04_S02,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C04_S03,Y4_obfuscated_boolean,Y4,1,(((91/**/=/**/91)/**/IS/**/trUE)),(91 = 91) IS TRUE,21,11,0,6,3.0,1,1,1,0,0,0,2,2,2.0,0,0.3333,0.1905,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C04_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C04_S04,Y4_obfuscated_boolean,Y4,1,(7	 =	 24)	 IS	 trUE,(7 = 24) IS TRUE,16,7,0,2,1.0,1,1,0,0,0,0,2,2,1.5,0,0.1875,0.25,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C04_S04,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C04_S05,Y4_obfuscated_boolean,Y4,1,(20/**/=/**/37)/**/IS/**/trUE,(20 = 37) IS TRUE,17,7,0,2,1.0,1,1,1,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C04_S05,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C04_S06,Y4_obfuscated_boolean,Y4,1,(33	 =	 50)	 IS	 trUE,(33 = 50) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C04_S06,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C05_S01,Y4_obfuscated_boolean,Y4,1,(76	 =	 76)	 is	 NoT	 FaLse,(76 = 76) IS NOT FALSE,22,8,0,2,1.0,2,2,0,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C05_S01,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C05_S02,Y4_obfuscated_boolean,Y4,1,(89/**/=/**/89)/**/is/**/NoT/**/FaLse,(89 = 89) IS NOT FALSE,22,8,0,2,1.0,2,2,1,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C05_S02,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C05_S03,Y4_obfuscated_boolean,Y4,1,(((5	 =	 5)	 is	 NoT	 FaLse)),(5 = 5) IS NOT FALSE,24,12,0,6,3.0,2,2,0,0,0,0,2,1,1.0,0,0.2917,0.2083,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C05_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C05_S04,Y4_obfuscated_boolean,Y4,1,(18/**/=/**/35)/**/is/**/NoT/**/FaLse,(18 = 35) IS NOT FALSE,22,8,0,2,1.0,2,2,1,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C05_S04,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C05_S05,Y4_obfuscated_boolean,Y4,1,(31	 =	 48)	 is	 NoT	 FaLse,(31 = 48) IS NOT FALSE,22,8,0,2,1.0,2,2,0,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C05_S05,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C05_S06,Y4_obfuscated_boolean,Y4,1,(44/**/=/**/61)/**/is/**/NoT/**/FaLse,(44 = 61) IS NOT FALSE,22,8,0,2,1.0,2,2,1,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C05_S06,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C06_S01,Y4_obfuscated_boolean,Y4,1,CASE/**/WhEn/**/(87/**/=/**/87)/**/thEn/**/trUE/**/ElSE/**/fAlSE/**/End,CASE WHEN (87 = 87) THEN TRUE ELSE FALSE END,44,12,0,2,1.0,1,0,1,0,0,0,2,2,2.0,0,0.0682,0.2045,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C06_S01,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C06_S02,Y4_obfuscated_boolean,Y4,1,CASE	 WhEn	 (3	 =	 3)	 thEn	 trUE	 ElSE	 fAlSE	 End,CASE WHEN (3 = 3) THEN TRUE ELSE FALSE END,42,12,0,2,1.0,1,0,0,0,0,0,2,1,1.0,0,0.0714,0.2143,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C06_S02,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C06_S03,Y4_obfuscated_boolean,Y4,1,((CASE/**/WhEn/**/(16/**/=/**/16)/**/thEn/**/trUE/**/ElSE/**/fAlSE/**/End)),CASE WHEN (16 = 16) THEN TRUE ELSE FALSE END,48,16,0,6,3.0,1,0,1,0,0,0,2,2,2.0,0,0.1458,0.1875,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C06_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C06_S04,Y4_obfuscated_boolean,Y4,1,CASE	 WhEn	 (29	 =	 46)	 thEn	 trUE	 ElSE	 fAlSE	 End,CASE WHEN (29 = 46) THEN TRUE ELSE FALSE END,44,12,0,2,1.0,1,0,0,0,0,0,2,2,2.0,0,0.0682,0.2045,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C06_S04,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C06_S05,Y4_obfuscated_boolean,Y4,1,CASE/**/WhEn/**/(42/**/=/**/59)/**/thEn/**/trUE/**/ElSE/**/fAlSE/**/End,CASE WHEN (42 = 59) THEN TRUE ELSE FALSE END,44,12,0,2,1.0,1,0,1,0,0,0,2,2,2.0,0,0.0682,0.2045,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C06_S05,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C06_S06,Y4_obfuscated_boolean,Y4,1,CASE	 WhEn	 (55	 =	 72)	 thEn	 trUE	 ElSE	 fAlSE	 End,CASE WHEN (55 = 72) THEN TRUE ELSE FALSE END,44,12,0,2,1.0,1,0,0,0,0,0,2,2,2.0,0,0.0682,0.2045,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C06_S06,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C07_S01,Y4_obfuscated_boolean,Y4,1,(1	 =	 1)	 aND	 (52	 =	 52),(1 = 1) AND (52 = 52),21,11,0,4,1.0,3,1,0,0,0,0,4,2,1.5,0,0.2857,0.2857,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C07_S01,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C07_S02,Y4_obfuscated_boolean,Y4,1,(14/**/=/**/14)/**/aND/**/(65/**/=/**/65),(14 = 14) AND (65 = 65),23,11,0,4,1.0,3,1,1,0,0,0,4,2,2.0,0,0.2609,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C07_S02,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C07_S03,Y4_obfuscated_boolean,Y4,1,(((27	 =	 27)	 aND	 (78	 =	 78))),(27 = 27) AND (78 = 78),27,15,0,8,3.0,3,1,0,0,0,0,4,2,2.0,0,0.3704,0.2222,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C07_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C07_S04,Y4_obfuscated_boolean,Y4,1,(40/**/=/**/57)/**/aND/**/(91/**/=/**/91),(40 = 57) AND (91 = 91),23,11,0,4,1.0,3,1,1,0,0,0,4,2,2.0,0,0.2609,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C07_S04,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C07_S05,Y4_obfuscated_boolean,Y4,1,(53	 =	 70)	 aND	 (7	 =	 7),(53 = 70) AND (7 = 7),21,11,0,4,1.0,3,1,0,0,0,0,4,2,1.5,0,0.2857,0.2857,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C07_S05,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C07_S06,Y4_obfuscated_boolean,Y4,1,(66/**/=/**/83)/**/aND/**/(20/**/=/**/20),(66 = 83) AND (20 = 20),23,11,0,4,1.0,3,1,1,0,0,0,4,2,2.0,0,0.2609,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C07_S06,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C08_S01,Y4_obfuscated_boolean,Y4,1,(12/**/=/**/12)/**/Or/**/(80/**/<>/**/80),(12 = 12) OR (80 <> 80),23,11,0,4,1.0,5,1,1,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C08_S01,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C08_S02,Y4_obfuscated_boolean,Y4,1,(25	 =	 25)	 Or	 (93	 <>	 93),(25 = 25) OR (93 <> 93),23,11,0,4,1.0,5,1,0,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C08_S02,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C08_S03,Y4_obfuscated_boolean,Y4,1,(((38/**/=/**/38)/**/Or/**/(9/**/<>/**/9))),(38 = 38) OR (9 <> 9),25,15,0,8,3.0,5,1,1,0,0,0,4,2,1.5,0,0.44,0.24,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C08_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C08_S04,Y4_obfuscated_boolean,Y4,1,(51	 =	 68)	 Or	 (22	 <>	 22),(51 = 68) OR (22 <> 22),23,11,0,4,1.0,5,1,0,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C08_S04,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C08_S05,Y4_obfuscated_boolean,Y4,1,(64/**/=/**/81)/**/Or/**/(35/**/<>/**/35),(64 = 81) OR (35 <> 35),23,11,0,4,1.0,5,1,1,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C08_S05,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C08_S06,Y4_obfuscated_boolean,Y4,1,(77	 =	 94)	 Or	 (48	 <>	 48),(77 = 94) OR (48 <> 48),23,11,0,4,1.0,5,1,0,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C08_S06,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C09_S01,Y4_obfuscated_boolean,Y4,1,((23	 =	 23)	 =	 TRue),((23 = 23) = TRUE),18,9,0,4,2.0,2,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C09_S01,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C09_S02,Y4_obfuscated_boolean,Y4,1,((36/**/=/**/36)/**/=/**/TRue),((36 = 36) = TRUE),18,9,0,4,2.0,2,0,1,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C09_S02,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C09_S03,Y4_obfuscated_boolean,Y4,1,((((49	 =	 49)	 =	 TRue))),((49 = 49) = TRUE),22,13,0,8,4.0,2,0,0,0,0,0,2,2,2.0,0,0.4545,0.1818,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C09_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C09_S04,Y4_obfuscated_boolean,Y4,1,((62/**/=/**/79)/**/=/**/TRue),((62 = 79) = TRUE),18,9,0,4,2.0,2,0,1,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C09_S04,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C09_S05,Y4_obfuscated_boolean,Y4,1,((75	 =	 92)	 =	 TRue),((75 = 92) = TRUE),18,9,0,4,2.0,2,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C09_S05,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C09_S06,Y4_obfuscated_boolean,Y4,1,((88/**/=/**/8)/**/=/**/TRue),((88 = 8) = TRUE),17,9,0,4,2.0,2,0,1,0,0,0,2,2,1.5,0,0.3529,0.2353,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C09_S06,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C10_S01,Y4_obfuscated_boolean,Y4,1,"COAlESCE((34/**/=/**/34),/**/fAlSE)","COALESCE((34 = 34), FALSE)",26,10,0,4,2.0,1,0,1,0,0,1,2,2,2.0,0,0.2308,0.1154,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C10_S01,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
Y4_R001_C10_S02,Y4_obfuscated_boolean,Y4,1,"COAlESCE((47	 =	 47),	 fAlSE)","COALESCE((47 = 47), FALSE)",26,10,0,4,2.0,1,0,0,0,0,1,2,2,2.0,0,0.2308,0.1154,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C10_S02,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C10_S03,Y4_obfuscated_boolean,Y4,1,"((COAlESCE((60/**/=/**/60),/**/fAlSE)))","COALESCE((60 = 60), FALSE)",30,14,0,8,4.0,1,0,1,0,0,1,2,2,2.0,0,0.3333,0.1,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y2_R001_C10_S03,Y2_boolean_variation,T_Y4_EXTRA_PARENTHESES,1,1,0,static_accepted_runtime_not_run
Y4_R001_C10_S04,Y4_obfuscated_boolean,Y4,1,"COAlESCE((73	 =	 90),	 fAlSE)","COALESCE((73 = 90), FALSE)",26,10,0,4,2.0,1,0,0,0,0,1,2,2,2.0,0,0.2308,0.1154,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C10_S04,Y1_basic_boolean,T_Y4_TAB_SPACE,1,1,0,static_accepted_runtime_not_run
Y4_R001_C10_S05,Y4_obfuscated_boolean,Y4,1,"COAlESCE((86/**/=/**/6),/**/fAlSE)","COALESCE((86 = 6), FALSE)",25,10,0,4,2.0,1,0,1,0,0,1,2,2,1.5,0,0.24,0.12,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,Y1_R001_C10_S05,Y1_basic_boolean,T_Y4_COMMENT_WS,1,1,0,static_accepted_runtime_not_run
