payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"SELECT t.*, tt.*, tr.object_id FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id INNER JOIN wp_term_relationships AS tr ON tr.term_taxonomy_id = tt.term_taxonomy_id WHERE tt.taxonomy IN ( 'agent_category', 'agent_city' ) AND tr.object_id IN ( 28313, 28341 ) ORDER BY t.name ASC",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT t.*, tt.*, tr.object_id FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id INNER JOIN wp_term_relationships AS tr ON tr.term_taxonomy_id = tt.term_taxonomy_id WHERE tt.taxonomy IN ( 'agent_category', 'agent_city' ) AND tr.object_id IN ( 28446, 28587, 28591, 28618, 28621, 28633, 28636, 28691, 28696, 28699, 28707, 28710, 28728, 28733 ) ORDER BY t.name ASC",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id WHERE tt.taxonomy IN ( 'support_cat' ) AND t.slug IN ( 'support-family' )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,in_clause
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id WHERE tt.taxonomy IN ( 'support_cat' ) AND t.term_id IN ( 2637 )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,in_clause
"SELECT t.*, tt.*, tr.object_id FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id INNER JOIN wp_term_relationships AS tr ON tr.term_taxonomy_id = tt.term_taxonomy_id WHERE tt.taxonomy IN ( 'support_cat' ) AND tr.object_id IN ( 347681, 262330, 292419, 262334 ) ORDER BY t.name ASC",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id WHERE tt.taxonomy IN ( 'support_cat' ) AND t.slug IN ( 'preferred-partners' )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,in_clause
"SELECT t.*, tt.* FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id WHERE tt.taxonomy IN ( 'support_cat' ) AND t.term_id IN ( 2636 )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,in_clause
"SELECT t.*, tt.*, tr.object_id FROM wp_terms AS t INNER JOIN wp_term_taxonomy AS tt ON t.term_id = tt.term_id INNER JOIN wp_term_relationships AS tr ON tr.term_taxonomy_id = tt.term_taxonomy_id WHERE tt.taxonomy IN ( 'support_cat' ) AND tr.object_id IN ( 262310, 262326, 262328 ) ORDER BY t.name ASC",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.OrderID, Customers.CustomerName, Orders.OrderDate FROM Orders INNER JOIN Customers ON Orders.CustomerID = Customers.CustomerID;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
SELECT column_name FROM table1 INNER JOIN table2 ON table1.column_name = table2.column_name,lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Orders.OrderID, Customers.CustomerName FROM Orders INNER JOIN Customers ON Orders.CustomerID = Customers.CustomerID;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Orders.OrderID, Customers.CustomerName, Shippers.ShipperName FROM ( ( Orders INNER JOIN Customers ON Orders.CustomerID = Customers.CustomerID ) INNER JOIN Shippers ON Orders.ShipperID = Shippers.ShipperID ) ;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
SELECT column_name FROM table1 LEFT JOIN table2 ON table1.column_name = table2.column_name,lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Customers.CustomerName, Orders.OrderID FROM Customers LEFT JOIN Orders ON Customers.CustomerID = Orders.CustomerID ORDER BY Customers.CustomerName;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
SELECT column_name FROM table1 RIGHT JOIN table2 ON table1.column_name = table2.column_name,lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Orders.OrderID, Employees.LastName, Employees.FirstName FROM Orders RIGHT JOIN Employees ON Orders.EmployeeID = Employees.EmployeeID ORDER BY Orders.OrderID;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
SELECT column_name FROM table1 FULL OUTER JOIN table2 ON table1.column_name = table2.column_name WHERE condition,lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Shippers.ShipperName, COUNT ( Orders.OrderID ) AS NumberOfOrders FROM Orders LEFT JOIN Shippers ON Orders.ShipperID = Shippers.ShipperID GROUP BY ShipperName;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Employees.LastName, COUNT ( Orders.OrderID ) AS NumberOfOrders FROM ( Orders INNER JOIN Employees ON Orders.EmployeeID = Employees.EmployeeID ) GROUP BY LastName HAVING COUNT ( Orders.OrderID ) > 10;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Employees.LastName, COUNT ( Orders.OrderID ) AS NumberOfOrders FROM Orders INNER JOIN Employees ON Orders.EmployeeID = Employees.EmployeeID WHERE LastName = 'Davolio' OR LastName = 'Fuller' GROUP BY LastName HAVING COUNT ( Orders.OrderID ) > 25;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,string_single_quote
"SELECT Customers.CustomerName, Orders.OrderID INTO CustomersOrderBackup2017 FROM Customers LEFT JOIN Orders ON Customers.CustomerID = Orders.CustomerID;",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Employees.LastName, COUNT ( Orders.OrderID ) AS NumberOfOrdersFROM ( OrdersINNER JOIN Employees ON Orders.EmployeeID = Employees.EmployeeID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT Employees.LastName, COUNT ( Orders.OrderID ) AS NumberOfOrdersFROM Orders INNER JOIN Employees ON Orders.EmployeeID = Employees.EmployeeID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT second,term,jack,affect,field ( ( cup JOIN shoe ON add.orange = space.contain ) INNER JOIN tipON Orders.percent = distance.changeID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT tired,zero,symbol FROM left LEFT JOIN Orders ON position.elephantID = fairly.pink ORDER BY tropical.gas",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.hellorID, Employees.usual, Employees.reader FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.serviceID ORDER BY Orders.fightingID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.poet, COUNT ( Orders.townID ) AS shallowFROM ( OrdersINNER JOIN spent ON Orders.passageID = Employees.valuableID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT after,magic,trunk,principal,proud ( ( jar JOIN can ON orbit.shut = clean.us ) INNER JOIN storyON Orders.develop = consider.worriedID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT daughter,plural,human FROM slept LEFT JOIN Orders ON business.layID = too.beside ORDER BY slip.upon",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.roperID, Employees.pitch, Employees.grain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.headingID ORDER BY Orders.loveID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.count, COUNT ( Orders.stepID ) AS fiftyFROM ( OrdersINNER JOIN reason ON Orders.panID = Employees.signalID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT troops,thousand,someone,energy,took ( ( handle JOIN hello ON union.fish = little.natural ) INNER JOIN keepON Orders.sides = police.morningID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT standard,factory,lying FROM receive LEFT JOIN Orders ON dangerous.circusID = guess.sand ORDER BY us.stems",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.strongerrID, Employees.usual, Employees.tobacco FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.metID ORDER BY Orders.taskID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.fact, COUNT ( Orders.studyingID ) AS ponyFROM ( OrdersINNER JOIN studied ON Orders.resultID = Employees.vastID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT guess,like,charge,moving,warm ( ( dinner JOIN death ON enjoy.east = name.range ) INNER JOIN gooseON Orders.bigger = build.offID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT rocky,poetry,simple FROM negative LEFT JOIN Orders ON throat.frozenID = reason.sleep ORDER BY inch.finger",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.parallelrID, Employees.was, Employees.volume FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.toID ORDER BY Orders.burstID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.means, COUNT ( Orders.actuallyID ) AS hurryFROM ( OrdersINNER JOIN effort ON Orders.appliedID = Employees.tankID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT morning,sets,basket,iron,hang ( ( wagon JOIN forest ON congress.after = little.characteristic ) INNER JOIN slowON Orders.ourselves = brief.holdID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT women,mass,conversation FROM blind LEFT JOIN Orders ON reason.lunchID = instant.corn ORDER BY out.thus",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.clearrID, Employees.dull, Employees.corn FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.locateID ORDER BY Orders.jumpID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.tape, COUNT ( Orders.vegetableID ) AS weekFROM ( OrdersINNER JOIN volume ON Orders.effectID = Employees.numberID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT mind,numeral,than,exclaimed,known ( ( guide JOIN coast ON snake.well = magic.snake ) INNER JOIN entireON Orders.observe = underline.viewID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT sale,fewer,taught FROM stems LEFT JOIN Orders ON law.bicycleID = fifty.thy ORDER BY rapidly.fastened",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.firstrID, Employees.limited, Employees.path FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.cityID ORDER BY Orders.fruitID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.asleep, COUNT ( Orders.furID ) AS gentlyFROM ( OrdersINNER JOIN necessary ON Orders.wolfID = Employees.visitID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT method,success,desk,buy,grandmother ( ( subject JOIN language ON pile.bat = pile.such ) INNER JOIN organizationON Orders.alike = dish.fillID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT brass,luck,town FROM left LEFT JOIN Orders ON feature.queenID = daughter.mouse ORDER BY present.monkey",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.circlerID, Employees.diameter, Employees.automobile FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.shoulderID ORDER BY Orders.shallID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.herd, COUNT ( Orders.earlyID ) AS stoppedFROM ( OrdersINNER JOIN symbol ON Orders.cornerID = Employees.spreadID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT book,field,front,size,it ( ( such JOIN forty ON program.movie = club.equipment ) INNER JOIN oldestON Orders.favorite = tent.thoseID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT business,yes,class FROM pressure LEFT JOIN Orders ON slip.hereID = lovely.pocket ORDER BY husband.coach",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.enterrID, Employees.effect, Employees.why FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.appleID ORDER BY Orders.shelfID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.answer, COUNT ( Orders.soilID ) AS chooseFROM ( OrdersINNER JOIN neighborhood ON Orders.occurID = Employees.pondID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT produce,wild,nearly,necessary,when ( ( statement JOIN himself ON found.voice = that.poem ) INNER JOIN sweptON Orders.college = if.creamID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT instrument,six,act FROM guard LEFT JOIN Orders ON audience.gravityID = appropriate.mill ORDER BY congress.during",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.touchrID, Employees.frighten, Employees.lead FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.caughtID ORDER BY Orders.fliesID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.thick, COUNT ( Orders.bandID ) AS packageFROM ( OrdersINNER JOIN buried ON Orders.boardID = Employees.overID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT night,fireplace,garage,toy,chain ( ( hill JOIN old ON thick.row = pull.stock ) INNER JOIN governmentON Orders.pig = layers.immediatelyID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT be,dark,finger FROM base LEFT JOIN Orders ON congress.cookiesID = start.spring ORDER BY keep.stuck",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.seriesrID, Employees.leg, Employees.serve FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.trainID ORDER BY Orders.briefID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.examine, COUNT ( Orders.tailID ) AS cellFROM ( OrdersINNER JOIN teeth ON Orders.fenceID = Employees.cageID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT apple,around,brief,traffic,product ( ( roll JOIN social ON magnet.immediately = fought.wait ) INNER JOIN citizenON Orders.promised = brief.gainID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT cast,summer,tube FROM shut LEFT JOIN Orders ON typical.bottleID = information.as ORDER BY camp.tonight",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.animalrID, Employees.pride, Employees.snow FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.smallID ORDER BY Orders.listenID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.fence, COUNT ( Orders.volumeID ) AS chamberFROM ( OrdersINNER JOIN sister ON Orders.layersID = Employees.cloudID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT managed,afternoon,particularly,primitive,stop ( ( who JOIN follow ON length.sum = variety.ocean ) INNER JOIN cryON Orders.cake = cry.goldenID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT earlier,remarkable,powerful FROM built LEFT JOIN Orders ON huge.sightID = figure.mistake ORDER BY society.indicate",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.salerID, Employees.football, Employees.grew FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.familiarID ORDER BY Orders.constantlyID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.society, COUNT ( Orders.orbitID ) AS freeFROM ( OrdersINNER JOIN quietly ON Orders.oneID = Employees.foughtID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT pile,track,he,climate,dropped ( ( might JOIN us ON sheep.trace = explain.number ) INNER JOIN hairON Orders.bridge = due.mouthID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT circle,father,us FROM avoid LEFT JOIN Orders ON different.representID = spoken.putting ORDER BY chance.rice",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.gunrID, Employees.driven, Employees.voice FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.dozenID ORDER BY Orders.establishID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.affect, COUNT ( Orders.coldID ) AS jarFROM ( OrdersINNER JOIN amount ON Orders.symbolID = Employees.silkID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT past,shallow,giving,shot,entirely ( ( control JOIN arrange ON been.main = short.courage ) INNER JOIN stageON Orders.ought = bottom.dozenID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT grade,wagon,worse FROM accident LEFT JOIN Orders ON spend.ownerID = buy.coming ORDER BY aware.pool",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.yourselfrID, Employees.hit, Employees.birthday FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.dutyID ORDER BY Orders.cabinID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.aboard, COUNT ( Orders.crackID ) AS mudFROM ( OrdersINNER JOIN them ON Orders.judgeID = Employees.quietID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT hunt,women,orange,bottom,where ( ( depth JOIN atmosphere ON describe.correctly = actually.copper ) INNER JOIN fasterON Orders.eight = ocean.loseID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT tape,piano,fed FROM sale LEFT JOIN Orders ON pair.particularlyID = arm.poem ORDER BY changing.think",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.avoidrID, Employees.temperature, Employees.cover FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.baseID ORDER BY Orders.orderID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.volume, COUNT ( Orders.adjectiveID ) AS refusedFROM ( OrdersINNER JOIN breakfast ON Orders.catchID = Employees.songID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT language,like,clothing,relationship,useful ( ( melted JOIN plural ON row.limited = master.consist ) INNER JOIN currentON Orders.construction = clearly.collectID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT mistake,fish,close FROM plates LEFT JOIN Orders ON meet.forgottenID = worried.attention ORDER BY angle.rocket",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.examplerID, Employees.bring, Employees.why FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.sidesID ORDER BY Orders.favoriteID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.captain, COUNT ( Orders.redID ) AS equallyFROM ( OrdersINNER JOIN scientific ON Orders.wheneverID = Employees.smallID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT bare,directly,brave,younger,stay ( ( seed JOIN teacher ON ordinary.death = everyone.consist ) INNER JOIN cleanON Orders.old = stepped.fenceID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT office,creature,understanding FROM let LEFT JOIN Orders ON whose.becomeID = engine.late ORDER BY that.yard",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.tellrID, Employees.wide, Employees.ran FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.shineID ORDER BY Orders.shouldID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.occur, COUNT ( Orders.sentenceID ) AS deskFROM ( OrdersINNER JOIN swimming ON Orders.balloonID = Employees.attackID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT steady,happened,wait,mathematics,affect ( ( spent JOIN thirty ON gravity.hidden = sitting.magic ) INNER JOIN caveON Orders.all = detail.anybodyID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT wide,step,adjective FROM proud LEFT JOIN Orders ON maybe.kitchenID = belt.customs ORDER BY vertical.snake",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.towerrID, Employees.them, Employees.its FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.exactlyID ORDER BY Orders.valleyID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.blew, COUNT ( Orders.sentID ) AS paperFROM ( OrdersINNER JOIN man ON Orders.girlID = Employees.cowID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT final,new,key,manufacturing,happy ( ( he JOIN potatoes ON process.no = community.central ) INNER JOIN stoppedON Orders.pale = mixture.highestID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT grandmother,headed,element FROM bright LEFT JOIN Orders ON wear.areID = birds.frame ORDER BY customs.musical",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.electricityrID, Employees.number, Employees.race FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.aboardID ORDER BY Orders.eatID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.according, COUNT ( Orders.gooseID ) AS scienceFROM ( OrdersINNER JOIN frozen ON Orders.quiteID = Employees.cameID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT fifth,spirit,travel,color,running ( ( finger JOIN command ON mouse.bone = house.entirely ) INNER JOIN lakeON Orders.go = mysterious.consistID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT laid,funny,once FROM lead LEFT JOIN Orders ON ready.pitchID = tree.rise ORDER BY sure.came",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.bearrID, Employees.climb, Employees.because FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.summerID ORDER BY Orders.runningID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.highest, COUNT ( Orders.gentlyID ) AS slightlyFROM ( OrdersINNER JOIN indeed ON Orders.seenID = Employees.grassID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT modern,decide,dirt,easily,safety ( ( frame JOIN acres ON crew.won = bean.alike ) INNER JOIN ranON Orders.moon = pot.columnID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT plant,name,earlier FROM space LEFT JOIN Orders ON cut.feltID = taste.beginning ORDER BY tie.put",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.hiddenrID, Employees.bone, Employees.safe FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.planID ORDER BY Orders.frequentlyID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Employees.lift, COUNT ( Orders.speechID ) AS potatoesFROM ( OrdersINNER JOIN paper ON Orders.nervousID = Employees.primitiveID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT full,trail,oldest,to,zipper ( ( suddenly JOIN worried ON mood.slipped = themselves.problem ) INNER JOIN ourselvesON Orders.moment = give.shorterID )",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,unknown
"SELECT negative,but,seldom FROM social LEFT JOIN Orders ON forward.mainlyID = continent.myself ORDER BY business.temperature",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
"SELECT Orders.seldomrID, Employees.occur, Employees.income FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID = Employees.weekID ORDER BY Orders.cowboyID",lateral,unknown,case_variation,0.8,rule,sqliv3_csv,order_by
