sample_id,module_id,y_level,label_attack,payload_raw,payload_canonical,length,token_count,quote_count,paren_count,parenthesis_depth,operator_count,boolean_keyword_count,has_comment,has_encoding,has_cast,has_postgres_function,literal_count,max_number_digits,avg_number_digits,string_literal_count,special_char_ratio,whitespace_ratio,keyword_density,static_valid_score,postgres_parse_valid,runtime_valid,slot_sanity_score,module_contract_valid_score,payload_family,accepted_for_rf_feature_v4,feature_dataset_version,postgres_runtime_valid,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,training_gate_v4_1
Y2_R001_C02_S05,Y2_boolean_variation,Y2,1,(  (95  =  15)  ),(95 = 15),13,7,0,4,2.0,1,0,0,0,0,0,2,2,2.0,0,0.3846,0.3077,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C02_S06,Y2_boolean_variation,Y2,1,(11 = 28),(11 = 28),9,5,0,2,1.0,1,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C03_S01,Y2_boolean_variation,Y2,1,NOT (54 = 71),NOT (54 = 71),13,6,0,2,1.0,2,0,0,0,0,0,2,2,2.0,0,0.2308,0.2308,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C03_S02,Y2_boolean_variation,Y2,1,(  not  (67  =  84)  ),NOT (67 = 84),17,8,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2941,0.2941,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C03_S03,Y2_boolean_variation,Y2,1,NOT (80 = 97),NOT (80 = 97),13,6,0,2,1.0,2,0,0,0,0,0,2,2,2.0,0,0.2308,0.2308,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C03_S04,Y2_boolean_variation,Y2,1,( not (93 = 93) ),NOT (93 = 93),17,8,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2941,0.2941,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C03_S05,Y2_boolean_variation,Y2,1,NOT  (9  =  9),NOT (9 = 9),11,6,0,2,1.0,2,0,0,0,0,0,2,1,1.0,0,0.2727,0.2727,0.25,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C03_S06,Y2_boolean_variation,Y2,1,( not (22 = 22) ),NOT (22 = 22),17,8,0,4,2.0,2,1,0,0,0,0,2,2,2.0,0,0.2941,0.2941,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C04_S01,Y2_boolean_variation,Y2,1,( (65 = 65) is true ),(65 = 65) IS TRUE,21,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.2381,0.2857,0.2857,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C04_S02,Y2_boolean_variation,Y2,1,(78  =  78)  IS  TRUE,(78 = 78) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C04_S03,Y2_boolean_variation,Y2,1,( (91 = 91) is true ),(91 = 91) IS TRUE,21,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.2381,0.2857,0.2857,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C04_S04,Y2_boolean_variation,Y2,1,(7 = 24) IS TRUE,(7 = 24) IS TRUE,16,7,0,2,1.0,1,1,0,0,0,0,2,2,1.5,0,0.1875,0.25,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C04_S05,Y2_boolean_variation,Y2,1,(  (20  =  37)  is  true  ),(20 = 37) IS TRUE,21,9,0,4,2.0,1,1,0,0,0,0,2,2,2.0,0,0.2381,0.2857,0.2857,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C04_S06,Y2_boolean_variation,Y2,1,(33 = 50) IS TRUE,(33 = 50) IS TRUE,17,7,0,2,1.0,1,1,0,0,0,0,2,2,2.0,0,0.1765,0.2353,0.4,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C05_S01,Y2_boolean_variation,Y2,1,(76 = 76) is NOT FALSE,(76 = 76) IS NOT FALSE,22,8,0,2,1.0,2,2,0,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C05_S02,Y2_boolean_variation,Y2,1,(  (89  =  89)  IS  not  false  ),(89 = 89) IS NOT FALSE,26,10,0,4,2.0,2,2,0,0,0,0,2,2,2.0,0,0.1923,0.2692,0.375,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C05_S03,Y2_boolean_variation,Y2,1,(5 = 5) is NOT FALSE,(5 = 5) IS NOT FALSE,20,8,0,2,1.0,2,2,0,0,0,0,2,1,1.0,0,0.15,0.25,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C05_S04,Y2_boolean_variation,Y2,1,( (18 = 35) IS not false ),(18 = 35) IS NOT FALSE,26,10,0,4,2.0,2,2,0,0,0,0,2,2,2.0,0,0.1923,0.2692,0.375,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C05_S05,Y2_boolean_variation,Y2,1,(31  =  48)  is  NOT  FALSE,(31 = 48) IS NOT FALSE,22,8,0,2,1.0,2,2,0,0,0,0,2,2,2.0,0,0.1364,0.2273,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C05_S06,Y2_boolean_variation,Y2,1,( (44 = 61) IS not false ),(44 = 61) IS NOT FALSE,26,10,0,4,2.0,2,2,0,0,0,0,2,2,2.0,0,0.1923,0.2692,0.375,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C06_S01,Y2_boolean_variation,Y2,1,( case when (87 = 87) then true else FALSE END ),CASE WHEN (87 = 87) THEN TRUE ELSE FALSE END,48,14,0,4,2.0,1,0,0,0,0,0,2,2,2.0,0,0.1042,0.2292,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C06_S02,Y2_boolean_variation,Y2,1,CASE  WHEN  (3  =  3)  THEN  TRUE  ELSE  false  end,CASE WHEN (3 = 3) THEN TRUE ELSE FALSE END,42,12,0,2,1.0,1,0,0,0,0,0,2,1,1.0,0,0.0714,0.2143,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C06_S03,Y2_boolean_variation,Y2,1,( case when (16 = 16) then true else FALSE END ),CASE WHEN (16 = 16) THEN TRUE ELSE FALSE END,48,14,0,4,2.0,1,0,0,0,0,0,2,2,2.0,0,0.1042,0.2292,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C06_S04,Y2_boolean_variation,Y2,1,CASE WHEN (29 = 46) THEN TRUE ELSE false end,CASE WHEN (29 = 46) THEN TRUE ELSE FALSE END,44,12,0,2,1.0,1,0,0,0,0,0,2,2,2.0,0,0.0682,0.2045,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C06_S05,Y2_boolean_variation,Y2,1,(  case  when  (42  =  59)  then  true  else  FALSE  END  ),CASE WHEN (42 = 59) THEN TRUE ELSE FALSE END,48,14,0,4,2.0,1,0,0,0,0,0,2,2,2.0,0,0.1042,0.2292,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C06_S06,Y2_boolean_variation,Y2,1,CASE WHEN (55 = 72) THEN TRUE ELSE false end,CASE WHEN (55 = 72) THEN TRUE ELSE FALSE END,44,12,0,2,1.0,1,0,0,0,0,0,2,2,2.0,0,0.0682,0.2045,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C07_S01,Y2_boolean_variation,Y2,1,(1 = 1) AND (52 = 52),(1 = 1) AND (52 = 52),21,11,0,4,1.0,3,1,0,0,0,0,4,2,1.5,0,0.2857,0.2857,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C07_S02,Y2_boolean_variation,Y2,1,(  (14  =  14)  and  (65  =  65)  ),(14 = 14) AND (65 = 65),27,13,0,6,2.0,3,1,0,0,0,0,4,2,2.0,0,0.2963,0.2963,0.1111,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C07_S03,Y2_boolean_variation,Y2,1,(27 = 27) AND (78 = 78),(27 = 27) AND (78 = 78),23,11,0,4,1.0,3,1,0,0,0,0,4,2,2.0,0,0.2609,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C07_S04,Y2_boolean_variation,Y2,1,( (40 = 57) and (91 = 91) ),(40 = 57) AND (91 = 91),27,13,0,6,2.0,3,1,0,0,0,0,4,2,2.0,0,0.2963,0.2963,0.1111,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C07_S05,Y2_boolean_variation,Y2,1,(53  =  70)  AND  (7  =  7),(53 = 70) AND (7 = 7),21,11,0,4,1.0,3,1,0,0,0,0,4,2,1.5,0,0.2857,0.2857,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C07_S06,Y2_boolean_variation,Y2,1,( (66 = 83) and (20 = 20) ),(66 = 83) AND (20 = 20),27,13,0,6,2.0,3,1,0,0,0,0,4,2,2.0,0,0.2963,0.2963,0.1111,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C08_S01,Y2_boolean_variation,Y2,1,( (12 = 12) or (80 <> 80) ),(12 = 12) OR (80 <> 80),27,13,0,6,2.0,5,1,0,0,0,0,4,2,2.0,0,0.3333,0.2963,0.1111,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C08_S02,Y2_boolean_variation,Y2,1,(25  =  25)  OR  (93  <>  93),(25 = 25) OR (93 <> 93),23,11,0,4,1.0,5,1,0,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C08_S03,Y2_boolean_variation,Y2,1,( (38 = 38) or (9 <> 9) ),(38 = 38) OR (9 <> 9),25,13,0,6,2.0,5,1,0,0,0,0,4,2,1.5,0,0.36,0.32,0.1111,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C08_S04,Y2_boolean_variation,Y2,1,(51 = 68) OR (22 <> 22),(51 = 68) OR (22 <> 22),23,11,0,4,1.0,5,1,0,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C08_S05,Y2_boolean_variation,Y2,1,(  (64  =  81)  or  (35  <>  35)  ),(64 = 81) OR (35 <> 35),27,13,0,6,2.0,5,1,0,0,0,0,4,2,2.0,0,0.3333,0.2963,0.1111,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C08_S06,Y2_boolean_variation,Y2,1,(77 = 94) OR (48 <> 48),(77 = 94) OR (48 <> 48),23,11,0,4,1.0,5,1,0,0,0,0,4,2,2.0,0,0.3043,0.2609,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C09_S01,Y2_boolean_variation,Y2,1,((23 = 23) = true),((23 = 23) = TRUE),18,9,0,4,2.0,2,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C09_S02,Y2_boolean_variation,Y2,1,(  ((36  =  36)  =  TRUE)  ),((36 = 36) = TRUE),22,11,0,6,3.0,2,0,0,0,0,0,2,2,2.0,0,0.3636,0.2727,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C09_S03,Y2_boolean_variation,Y2,1,((49 = 49) = true),((49 = 49) = TRUE),18,9,0,4,2.0,2,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C09_S04,Y2_boolean_variation,Y2,1,( ((62 = 79) = TRUE) ),((62 = 79) = TRUE),22,11,0,6,3.0,2,0,0,0,0,0,2,2,2.0,0,0.3636,0.2727,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C09_S05,Y2_boolean_variation,Y2,1,((75  =  92)  =  true),((75 = 92) = TRUE),18,9,0,4,2.0,2,0,0,0,0,0,2,2,2.0,0,0.3333,0.2222,0.2,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C09_S06,Y2_boolean_variation,Y2,1,( ((88 = 8) = TRUE) ),((88 = 8) = TRUE),21,11,0,6,3.0,2,0,0,0,0,0,2,2,1.5,0,0.381,0.2857,0.1429,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R001_C10_S01,Y2_boolean_variation,Y2,1,"( coalesce((34 = 34), FALSE) )","COALESCE((34 = 34), FALSE)",30,12,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2667,0.1667,0.3333,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C10_S02,Y2_boolean_variation,Y2,1,"COALESCE((47  =  47),  false)","COALESCE((47 = 47), FALSE)",26,10,0,4,2.0,1,0,0,0,0,1,2,2,2.0,0,0.2308,0.1154,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C10_S03,Y2_boolean_variation,Y2,1,"( coalesce((60 = 60), FALSE) )","COALESCE((60 = 60), FALSE)",30,12,0,6,3.0,1,0,0,0,0,1,2,2,2.0,0,0.2667,0.1667,0.3333,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C10_S04,Y2_boolean_variation,Y2,1,"COALESCE((73 = 90), false)","COALESCE((73 = 90), FALSE)",26,10,0,4,2.0,1,0,0,0,0,1,2,2,2.0,0,0.2308,0.1154,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C10_S05,Y2_boolean_variation,Y2,1,"(  coalesce((86  =  6),  FALSE)  )","COALESCE((86 = 6), FALSE)",29,12,0,6,3.0,1,0,0,0,0,1,2,2,1.5,0,0.2759,0.1724,0.3333,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R001_C10_S06,Y2_boolean_variation,Y2,1,"COALESCE((2 = 19), false)","COALESCE((2 = 19), FALSE)",25,10,0,4,2.0,1,0,0,0,0,1,2,2,1.5,0,0.24,0.12,0.5,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
Y2_R002_C01_S01,Y2_boolean_variation,Y2,1,(  39  <>  56  ),39 <> 56,12,5,0,2,1.0,3,0,0,0,0,0,2,2,2.0,0,0.3333,0.3333,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C01_S02,Y2_boolean_variation,Y2,1,52 <> 69,52 <> 69,8,3,0,0,0.0,3,0,0,0,0,0,2,2,2.0,0,0.25,0.25,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C01_S03,Y2_boolean_variation,Y2,1,( 65 <> 82 ),65 <> 82,12,5,0,2,1.0,3,0,0,0,0,0,2,2,2.0,0,0.3333,0.3333,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C01_S04,Y2_boolean_variation,Y2,1,78  <>  78,78 <> 78,8,3,0,0,0.0,3,0,0,0,0,0,2,2,2.0,0,0.25,0.25,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C01_S05,Y2_boolean_variation,Y2,1,( 91 <> 91 ),91 <> 91,12,5,0,2,1.0,3,0,0,0,0,0,2,2,2.0,0,0.3333,0.3333,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C01_S06,Y2_boolean_variation,Y2,1,7 <> 7,7 <> 7,6,3,0,0,0.0,3,0,0,0,0,0,2,1,1.0,0,0.3333,0.3333,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C02_S01,Y2_boolean_variation,Y2,1,(50  <>  67),(50 <> 67),10,5,0,2,1.0,3,0,0,0,0,0,2,2,2.0,0,0.4,0.2,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C02_S02,Y2_boolean_variation,Y2,1,( (63 <> 80) ),(63 <> 80),14,7,0,4,2.0,3,0,0,0,0,0,2,2,2.0,0,0.4286,0.2857,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C02_S03,Y2_boolean_variation,Y2,1,(76 <> 93),(76 <> 93),10,5,0,2,1.0,3,0,0,0,0,0,2,2,2.0,0,0.4,0.2,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C02_S04,Y2_boolean_variation,Y2,1,(  (89  <>  89)  ),(89 <> 89),14,7,0,4,2.0,3,0,0,0,0,0,2,2,2.0,0,0.4286,0.2857,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C02_S05,Y2_boolean_variation,Y2,1,(5 <> 5),(5 <> 5),8,5,0,2,1.0,3,0,0,0,0,0,2,1,1.0,0,0.5,0.25,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C02_S06,Y2_boolean_variation,Y2,1,( (18 <> 18) ),(18 <> 18),14,7,0,4,2.0,3,0,0,0,0,0,2,2,2.0,0,0.4286,0.2857,0.0,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,1,static_accepted_runtime_not_run
Y2_R002_C03_S01,Y2_boolean_variation,Y2,1,(  not  (61  <>  61)  ),NOT (61 <> 61),18,8,0,4,2.0,4,1,0,0,0,0,2,2,2.0,0,0.3333,0.2778,0.1667,1.0,not_run,not_run,1.0,1.0,comparison_numeric,1,V4.1_static_feature_table,not_run,,,NONE_BASE,1,1,0,static_accepted_runtime_not_run
