WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1778559009.146844    2680 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1778559011.015121    2680 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
WAF disabled (--no_waf)
Device: cuda
Vocab size: 89
Loaded MLE checkpoint (val_ppl=1.2743555710579424)
Re-lex dict loaded: ['__STR__', '__INT__', '__HEX__', '__TABLE__', '__COL__', '__IDENT__', '__TIME__', '__BIGINT__']
Total adversarial steps: 20000
Entropy coeff: warmup=0.05 adv=0.03 ref=0.01
Temperature: warmup=1.2 adv=1.1 ref=1.0
C:\Users\Admin\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\graph.py:869: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\aten\src\ATen\cuda\CublasHandlePool.cpp:335.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
[   50/20000] phase=warmup g=-0.4886 pg=-0.2872 H=4.028 r=-0.3706 ema=-0.2924 adv_std=0.2855 unique=58/64
[ 1350/20000] phase=warmup g=-0.1313 pg=-0.0678 H=1.269 r=0.4984 ema=0.5181 adv_std=0.1910 unique=64/64
[ 1400/20000] phase=warmup g=-0.0882 pg=-0.0250 H=1.265 r=0.4963 ema=0.5153 adv_std=0.1895 unique=64/64
[ 1450/20000] phase=warmup g=-0.0222 pg=0.0415 H=1.273 r=0.5425 ema=0.5173 adv_std=0.0467 unique=64/64
[ 1500/20000] phase=warmup g=-0.1070 pg=-0.0432 H=1.276 r=0.4997 ema=0.5203 adv_std=0.1592 unique=64/64
[ 1550/20000] phase=warmup g=-0.0459 pg=0.0181 H=1.278 r=0.5141 ema=0.5203 adv_std=0.0935 unique=64/64
[ 1600/20000] phase=warmup g=-0.0381 pg=0.0258 H=1.277 r=0.5316 ema=0.5219 adv_std=0.0568 unique=63/64
[ 1650/20000] phase=warmup g=-0.0215 pg=0.0435 H=1.301 r=0.5403 ema=0.5250 adv_std=0.0822 unique=64/64
[ 1700/20000] phase=warmup g=-0.0873 pg=-0.0170 H=1.406 r=0.5106 ema=0.5093 adv_std=0.1437 unique=64/64
[ 1750/20000] phase=warmup g=-0.0183 pg=0.0523 H=1.411 r=0.5272 ema=0.5052 adv_std=0.0648 unique=64/64
[ 1800/20000] phase=warmup g=-0.0132 pg=0.0571 H=1.406 r=0.5250 ema=0.5053 adv_std=0.0899 unique=64/64
[ 1850/20000] phase=warmup g=-0.1152 pg=-0.0434 H=1.437 r=0.5103 ema=0.5169 adv_std=0.2469 unique=63/64
[ 1900/20000] phase=warmup g=-0.0426 pg=0.0301 H=1.455 r=0.5794 ema=0.5832 adv_std=0.2241 unique=64/64
[ 1950/20000] phase=warmup g=-0.0062 pg=0.0670 H=1.463 r=0.6222 ema=0.5982 adv_std=0.1698 unique=64/64

[Step 2000] Phase -> adversarial | lr_g=5e-05 | entropy_coeff=0.030 | temp=1.1
[ 2000/20000] phase=adversarial g=-0.5032 pg=-0.4594 H=1.461 r=0.2745 ema=0.5941 adv_std=0.0474 unique=64/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step2000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 98355, 'hits': 29645, 'misses': 98355, 'hit_rate': 0.2316015625}, 'ast': {'cache_size': 30, 'parse_fail_rate': 0.0, 'total_seen': 64}}
[ 2050/20000] phase=adversarial g=-0.1012 pg=-0.0571 H=1.471 r=0.2659 ema=0.2942 adv_std=0.1026 unique=64/64
[ 2100/20000] phase=adversarial g=-0.0555 pg=-0.0115 H=1.468 r=0.2572 ema=0.2709 adv_std=0.1023 unique=64/64
[ 2150/20000] phase=adversarial g=-0.0316 pg=0.0125 H=1.468 r=0.2728 ema=0.2685 adv_std=0.0465 unique=63/64
[ 2200/20000] phase=adversarial g=-0.0662 pg=-0.0219 H=1.476 r=0.2625 ema=0.2670 adv_std=0.1158 unique=64/64
[ 2250/20000] phase=adversarial g=-0.0185 pg=0.0260 H=1.482 r=0.2812 ema=0.2706 adv_std=0.0384 unique=64/64
[ 2300/20000] phase=adversarial g=-0.0889 pg=-0.0449 H=1.469 r=0.2750 ema=0.2706 adv_std=0.1347 unique=63/64
[ 2350/20000] phase=adversarial g=-0.0967 pg=-0.0525 H=1.474 r=0.2688 ema=0.2699 adv_std=0.1226 unique=64/64
[ 2400/20000] phase=adversarial g=-0.0376 pg=0.0068 H=1.480 r=0.2778 ema=0.2738 adv_std=0.0961 unique=62/64
[ 2450/20000] phase=adversarial g=-0.0854 pg=-0.0408 H=1.488 r=0.2756 ema=0.2771 adv_std=0.1297 unique=64/64
[ 2500/20000] phase=adversarial g=-0.0937 pg=-0.0488 H=1.498 r=0.2894 ema=0.2939 adv_std=0.1419 unique=61/64
[ 2550/20000] phase=adversarial g=-0.0852 pg=-0.0646 H=0.686 r=0.5072 ema=0.4311 adv_std=0.1102 unique=18/64
[ 2600/20000] phase=adversarial g=-0.0159 pg=-0.0061 H=0.326 r=0.5559 ema=0.5284 adv_std=0.0325 unique=6/64
[ 2650/20000] phase=adversarial g=-0.0129 pg=-0.0031 H=0.325 r=0.5556 ema=0.5454 adv_std=0.0350 unique=7/64
[ 2700/20000] phase=adversarial g=-0.0067 pg=0.0043 H=0.365 r=0.5600 ema=0.5476 adv_std=0.0000 unique=7/64
[ 2750/20000] phase=adversarial g=-0.0185 pg=-0.0071 H=0.380 r=0.5550 ema=0.5503 adv_std=0.0400 unique=7/64
[ 2800/20000] phase=adversarial g=-0.0640 pg=-0.0499 H=0.472 r=0.5528 ema=0.5513 adv_std=0.0434 unique=8/64
[ 2850/20000] phase=adversarial g=-0.0659 pg=-0.0515 H=0.480 r=0.5550 ema=0.5540 adv_std=0.0400 unique=7/64
[ 2900/20000] phase=adversarial g=-0.0098 pg=0.0019 H=0.391 r=0.5600 ema=0.5550 adv_std=0.0000 unique=6/64
[ 2950/20000] phase=adversarial g=-0.0151 pg=-0.0033 H=0.394 r=0.5578 ema=0.5563 adv_std=0.0175 unique=7/64
[ 3000/20000] phase=adversarial g=-0.0098 pg=0.0014 H=0.374 r=0.5600 ema=0.5562 adv_std=0.0000 unique=6/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step3000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 100000, 'hits': 61173, 'misses': 130827, 'hit_rate': 0.318609375}, 'ast': {'cache_size': 34, 'parse_fail_rate': 0.0, 'total_seen': 32201}}
[ 3050/20000] phase=adversarial g=-0.0101 pg=0.0013 H=0.380 r=0.5600 ema=0.5566 adv_std=0.0000 unique=6/64
[ 3100/20000] phase=adversarial g=-0.0103 pg=0.0012 H=0.385 r=0.5600 ema=0.5568 adv_std=0.0000 unique=6/64
[ 3150/20000] phase=adversarial g=-0.0239 pg=-0.0121 H=0.392 r=0.5541 ema=0.5570 adv_std=0.0475 unique=7/64
[ 3200/20000] phase=adversarial g=-0.0111 pg=0.0008 H=0.396 r=0.5600 ema=0.5581 adv_std=0.0000 unique=7/64
[ 3250/20000] phase=adversarial g=-0.0100 pg=0.0014 H=0.379 r=0.5600 ema=0.5561 adv_std=0.0000 unique=6/64
[ 3300/20000] phase=adversarial g=-0.0104 pg=0.0009 H=0.375 r=0.5600 ema=0.5575 adv_std=0.0000 unique=6/64
[ 3350/20000] phase=adversarial g=-0.0139 pg=-0.0022 H=0.387 r=0.5578 ema=0.5580 adv_std=0.0175 unique=7/64
[ 3400/20000] phase=adversarial g=-0.0108 pg=0.0007 H=0.382 r=0.5600 ema=0.5583 adv_std=0.0000 unique=6/64
[ 3450/20000] phase=adversarial g=-0.0212 pg=-0.0095 H=0.393 r=0.5556 ema=0.5580 adv_std=0.0246 unique=8/64
[ 3500/20000] phase=adversarial g=-0.0106 pg=0.0008 H=0.381 r=0.5600 ema=0.5580 adv_std=0.0000 unique=7/64
[ 3550/20000] phase=adversarial g=-0.0108 pg=0.0007 H=0.384 r=0.5600 ema=0.5581 adv_std=0.0000 unique=6/64
[ 3600/20000] phase=adversarial g=-0.0217 pg=-0.0099 H=0.394 r=0.5550 ema=0.5580 adv_std=0.0400 unique=7/64
[ 3650/20000] phase=adversarial g=-0.0109 pg=0.0006 H=0.382 r=0.5600 ema=0.5585 adv_std=0.0000 unique=6/64
[ 3700/20000] phase=adversarial g=-0.0151 pg=-0.0035 H=0.385 r=0.5578 ema=0.5571 adv_std=0.0175 unique=7/64
[ 3750/20000] phase=adversarial g=-0.0112 pg=0.0005 H=0.389 r=0.5600 ema=0.5587 adv_std=0.0000 unique=6/64
[ 3800/20000] phase=adversarial g=-0.0106 pg=0.0008 H=0.381 r=0.5600 ema=0.5580 adv_std=0.0000 unique=7/64
[ 3850/20000] phase=adversarial g=-0.0302 pg=-0.0187 H=0.382 r=0.5478 ema=0.5572 adv_std=0.0584 unique=9/64
[ 3900/20000] phase=adversarial g=-0.0108 pg=0.0006 H=0.380 r=0.5600 ema=0.5584 adv_std=0.0000 unique=6/64
[ 3950/20000] phase=adversarial g=-0.0213 pg=-0.0099 H=0.380 r=0.5550 ema=0.5587 adv_std=0.0400 unique=7/64
[ 4000/20000] phase=adversarial g=-0.0107 pg=0.0005 H=0.374 r=0.5600 ema=0.5586 adv_std=0.0000 unique=6/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step4000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 100000, 'hits': 125013, 'misses': 130987, 'hit_rate': 0.48833203125}, 'ast': {'cache_size': 34, 'parse_fail_rate': 0.0, 'total_seen': 32335}}
[ 4050/20000] phase=adversarial g=-0.0113 pg=0.0004 H=0.392 r=0.5600 ema=0.5589 adv_std=0.0000 unique=6/64
[ 4100/20000] phase=adversarial g=-0.0218 pg=-0.0103 H=0.382 r=0.5550 ema=0.5591 adv_std=0.0400 unique=7/64
[ 4150/20000] phase=adversarial g=-0.0229 pg=-0.0113 H=0.387 r=0.5550 ema=0.5590 adv_std=0.0400 unique=8/64
[ 4200/20000] phase=adversarial g=-0.0108 pg=0.0005 H=0.377 r=0.5600 ema=0.5587 adv_std=0.0000 unique=6/64
[ 4250/20000] phase=adversarial g=-0.0111 pg=0.0004 H=0.381 r=0.5600 ema=0.5590 adv_std=0.0000 unique=6/64
[ 4300/20000] phase=adversarial g=-0.0228 pg=-0.0110 H=0.392 r=0.5550 ema=0.5578 adv_std=0.0400 unique=8/64
[ 4350/20000] phase=adversarial g=-0.0108 pg=0.0008 H=0.386 r=0.5600 ema=0.5582 adv_std=0.0000 unique=8/64
[ 4400/20000] phase=adversarial g=-0.0110 pg=0.0004 H=0.380 r=0.5600 ema=0.5590 adv_std=0.0000 unique=6/64
[ 4450/20000] phase=adversarial g=-0.0109 pg=0.0006 H=0.385 r=0.5600 ema=0.5585 adv_std=0.0000 unique=7/64
[ 4500/20000] phase=adversarial g=-0.0114 pg=0.0002 H=0.387 r=0.5600 ema=0.5594 adv_std=0.0000 unique=6/64
[ 4550/20000] phase=adversarial g=-0.0147 pg=-0.0031 H=0.388 r=0.5578 ema=0.5588 adv_std=0.0175 unique=7/64
[ 4600/20000] phase=adversarial g=-0.0106 pg=0.0006 H=0.373 r=0.5600 ema=0.5584 adv_std=0.0000 unique=6/64
[ 4650/20000] phase=adversarial g=-0.0108 pg=0.0005 H=0.378 r=0.5600 ema=0.5586 adv_std=0.0000 unique=6/64
[ 4700/20000] phase=adversarial g=-0.0112 pg=0.0004 H=0.385 r=0.5600 ema=0.5590 adv_std=0.0000 unique=7/64
[ 4750/20000] phase=adversarial g=-0.0113 pg=0.0004 H=0.392 r=0.5600 ema=0.5589 adv_std=0.0000 unique=7/64
[ 4800/20000] phase=adversarial g=-0.0109 pg=0.0006 H=0.382 r=0.5600 ema=0.5584 adv_std=0.0000 unique=6/64
[ 4850/20000] phase=adversarial g=-0.0111 pg=0.0004 H=0.383 r=0.5600 ema=0.5590 adv_std=0.0000 unique=6/64
[ 4900/20000] phase=adversarial g=-0.0111 pg=0.0004 H=0.385 r=0.5600 ema=0.5589 adv_std=0.0000 unique=6/64
[ 4950/20000] phase=adversarial g=-0.0189 pg=-0.0073 H=0.384 r=0.5550 ema=0.5595 adv_std=0.0400 unique=8/64
[ 5000/20000] phase=adversarial g=-0.0108 pg=0.0005 H=0.375 r=0.5600 ema=0.5588 adv_std=0.0000 unique=6/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step5000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 100000, 'hits': 188904, 'misses': 131096, 'hit_rate': 0.590325}, 'ast': {'cache_size': 34, 'parse_fail_rate': 0.0, 'total_seen': 32427}}
[ 5050/20000] phase=adversarial g=-0.0113 pg=0.0003 H=0.389 r=0.5600 ema=0.5591 adv_std=0.0000 unique=7/64
[ 5100/20000] phase=adversarial g=-0.0104 pg=0.0009 H=0.377 r=0.5600 ema=0.5576 adv_std=0.0000 unique=6/64
[ 5150/20000] phase=adversarial g=-0.0111 pg=0.0005 H=0.387 r=0.5600 ema=0.5586 adv_std=0.0000 unique=6/64
[ 5200/20000] phase=adversarial g=-0.0110 pg=0.0002 H=0.373 r=0.5600 ema=0.5594 adv_std=0.0000 unique=6/64
[ 5250/20000] phase=adversarial g=-0.0115 pg=0.0003 H=0.393 r=0.5600 ema=0.5591 adv_std=0.0000 unique=6/64
[ 5300/20000] phase=adversarial g=-0.0113 pg=0.0003 H=0.388 r=0.5600 ema=0.5592 adv_std=0.0000 unique=6/64
[ 5350/20000] phase=adversarial g=-0.0112 pg=0.0004 H=0.389 r=0.5600 ema=0.5588 adv_std=0.0000 unique=6/64
[ 5400/20000] phase=adversarial g=-0.0108 pg=0.0004 H=0.375 r=0.5600 ema=0.5589 adv_std=0.0000 unique=6/64
[ 5450/20000] phase=adversarial g=-0.0113 pg=0.0004 H=0.390 r=0.5600 ema=0.5591 adv_std=0.0000 unique=6/64
[ 5500/20000] phase=adversarial g=-0.0112 pg=0.0005 H=0.387 r=0.5600 ema=0.5589 adv_std=0.0000 unique=7/64
[ 5550/20000] phase=adversarial g=-0.0111 pg=0.0002 H=0.376 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 5600/20000] phase=adversarial g=-0.0108 pg=0.0006 H=0.381 r=0.5600 ema=0.5584 adv_std=0.0000 unique=6/64
[ 5650/20000] phase=adversarial g=-0.0112 pg=0.0002 H=0.379 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 5700/20000] phase=adversarial g=-0.0109 pg=0.0005 H=0.380 r=0.5600 ema=0.5588 adv_std=0.0000 unique=6/64
[ 5750/20000] phase=adversarial g=-0.0114 pg=0.0002 H=0.386 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 5800/20000] phase=adversarial g=-0.0110 pg=0.0005 H=0.382 r=0.5600 ema=0.5587 adv_std=0.0000 unique=7/64
[ 5850/20000] phase=adversarial g=-0.0146 pg=-0.0033 H=0.375 r=0.5578 ema=0.5594 adv_std=0.0175 unique=8/64
[ 5900/20000] phase=adversarial g=-0.0110 pg=0.0005 H=0.382 r=0.5600 ema=0.5588 adv_std=0.0000 unique=6/64
[ 5950/20000] phase=adversarial g=-0.0110 pg=0.0004 H=0.380 r=0.5600 ema=0.5590 adv_std=0.0000 unique=6/64
[ 6000/20000] phase=adversarial g=-0.0241 pg=-0.0125 H=0.387 r=0.5534 ema=0.5586 adv_std=0.0525 unique=7/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step6000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 100000, 'hits': 252841, 'misses': 131159, 'hit_rate': 0.6584401041666667}, 'ast': {'cache_size': 34, 'parse_fail_rate': 0.0, 'total_seen': 32473}}
[ 6050/20000] phase=adversarial g=-0.0113 pg=0.0001 H=0.379 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 6100/20000] phase=adversarial g=-0.0114 pg=0.0002 H=0.386 r=0.5600 ema=0.5594 adv_std=0.0000 unique=6/64
[ 6150/20000] phase=adversarial g=-0.0111 pg=0.0002 H=0.376 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 6200/20000] phase=adversarial g=-0.0110 pg=0.0003 H=0.374 r=0.5600 ema=0.5593 adv_std=0.0000 unique=6/64
[ 6250/20000] phase=adversarial g=-0.0157 pg=-0.0040 H=0.390 r=0.5578 ema=0.5593 adv_std=0.0175 unique=7/64
[ 6300/20000] phase=adversarial g=-0.0111 pg=0.0002 H=0.379 r=0.5600 ema=0.5594 adv_std=0.0000 unique=6/64
[ 6350/20000] phase=adversarial g=-0.0111 pg=0.0003 H=0.378 r=0.5600 ema=0.5593 adv_std=0.0000 unique=6/64
[ 6400/20000] phase=adversarial g=-0.0588 pg=-0.0474 H=0.382 r=0.5434 ema=0.5585 adv_std=0.1325 unique=7/64
[ 6450/20000] phase=adversarial g=-0.0113 pg=0.0003 H=0.386 r=0.5600 ema=0.5593 adv_std=0.0000 unique=6/64
[ 6500/20000] phase=adversarial g=-0.0112 pg=0.0002 H=0.379 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 6550/20000] phase=adversarial g=-0.0113 pg=0.0002 H=0.382 r=0.5600 ema=0.5596 adv_std=0.0000 unique=6/64
[ 6600/20000] phase=adversarial g=-0.0111 pg=0.0002 H=0.376 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 6650/20000] phase=adversarial g=-0.0217 pg=-0.0100 H=0.390 r=0.5550 ema=0.5595 adv_std=0.0400 unique=7/64
[ 6700/20000] phase=adversarial g=-0.0112 pg=0.0001 H=0.377 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 6750/20000] phase=adversarial g=-0.0112 pg=0.0002 H=0.377 r=0.5600 ema=0.5596 adv_std=0.0000 unique=6/64
[ 6800/20000] phase=adversarial g=-0.0115 pg=0.0000 H=0.384 r=0.5600 ema=0.5599 adv_std=0.0000 unique=6/64
[ 6850/20000] phase=adversarial g=-0.0113 pg=0.0002 H=0.382 r=0.5600 ema=0.5596 adv_std=0.0000 unique=6/64
[ 6900/20000] phase=adversarial g=-0.0110 pg=0.0005 H=0.382 r=0.5600 ema=0.5588 adv_std=0.0000 unique=6/64
[ 6950/20000] phase=adversarial g=-0.0113 pg=0.0001 H=0.381 r=0.5600 ema=0.5596 adv_std=0.0000 unique=6/64
[ 7000/20000] phase=adversarial g=-0.0282 pg=-0.0166 H=0.387 r=0.5550 ema=0.5585 adv_std=0.0400 unique=7/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step7000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 100000, 'hits': 316804, 'misses': 131196, 'hit_rate': 0.7071517857142857}, 'ast': {'cache_size': 36, 'parse_fail_rate': 0.0, 'total_seen': 32502}}
[ 7050/20000] phase=adversarial g=-0.0113 pg=0.0001 H=0.379 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 7100/20000] phase=adversarial g=-0.0243 pg=-0.0129 H=0.379 r=0.5550 ema=0.5594 adv_std=0.0400 unique=7/64
[ 7150/20000] phase=adversarial g=-0.0115 pg=0.0002 H=0.390 r=0.5600 ema=0.5594 adv_std=0.0000 unique=7/64
[ 7200/20000] phase=adversarial g=-0.0108 pg=0.0005 H=0.375 r=0.5600 ema=0.5587 adv_std=0.0000 unique=6/64
[ 7250/20000] phase=adversarial g=-0.0112 pg=0.0003 H=0.382 r=0.5600 ema=0.5593 adv_std=0.0000 unique=6/64
[ 7300/20000] phase=adversarial g=-0.0112 pg=0.0002 H=0.380 r=0.5600 ema=0.5594 adv_std=0.0000 unique=6/64
[ 7350/20000] phase=adversarial g=-0.0113 pg=0.0001 H=0.379 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 7400/20000] phase=adversarial g=-0.0113 pg=0.0001 H=0.381 r=0.5600 ema=0.5598 adv_std=0.0000 unique=6/64
[ 7450/20000] phase=adversarial g=-0.0115 pg=0.0001 H=0.389 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 7500/20000] phase=adversarial g=-0.0110 pg=0.0003 H=0.374 r=0.5600 ema=0.5593 adv_std=0.0000 unique=6/64
[ 7550/20000] phase=adversarial g=-0.0114 pg=0.0001 H=0.384 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 7600/20000] phase=adversarial g=-0.0110 pg=0.0004 H=0.382 r=0.5600 ema=0.5589 adv_std=0.0000 unique=6/64
[ 7650/20000] phase=adversarial g=-0.0279 pg=-0.0166 H=0.377 r=0.5541 ema=0.5592 adv_std=0.0475 unique=7/64
[ 7700/20000] phase=adversarial g=-0.0113 pg=0.0002 H=0.384 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 7750/20000] phase=adversarial g=-0.0114 pg=0.0000 H=0.383 r=0.5600 ema=0.5599 adv_std=0.0000 unique=6/64
[ 7800/20000] phase=adversarial g=-0.0286 pg=-0.0171 H=0.386 r=0.5550 ema=0.5589 adv_std=0.0400 unique=7/64
[ 7850/20000] phase=adversarial g=-0.0111 pg=0.0003 H=0.380 r=0.5600 ema=0.5593 adv_std=0.0000 unique=7/64
[ 7900/20000] phase=adversarial g=-0.0114 pg=0.0001 H=0.385 r=0.5600 ema=0.5597 adv_std=0.0000 unique=6/64
[ 7950/20000] phase=adversarial g=-0.0115 pg=0.0002 H=0.387 r=0.5600 ema=0.5596 adv_std=0.0000 unique=6/64
[ 8000/20000] phase=adversarial g=-0.0116 pg=0.0000 H=0.388 r=0.5600 ema=0.5599 adv_std=0.0000 unique=7/64
  Checkpoint: SeqGAN_SQLi\checkpoints\v3\adv_step8000.pt
  Reward stats: {'phase': 'adversarial', 'cache': {'size': 100000, 'hits': 380775, 'misses': 131225, 'hit_rate': 0.743701171875}, 'ast': {'cache_size': 36, 'parse_fail_rate': 0.0, 'total_seen': 32524}}
[ 8050/20000] phase=adversarial g=-0.0115 pg=0.0002 H=0.390 r=0.5600 ema=0.5595 adv_std=0.0000 unique=6/64
[ 8100/20000] phase=adversarial g=-0.0112 pg=0.0005 H=0.389 r=0.5600 ema=0.5587 adv_std=0.0000 unique=6/64
