sample_id,module_id,y_level,payload_raw,validation_payload_v4,semantic_family,static_valid_v4,static_quality_score_v4,slot_sanity_score_v4,module_contract_valid_score,malformed_syntax_penalty_v4,evidence_tier,hard_case_reason,intended_tier,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved
Y3_R001_C03_S06,Y3_encoded_boolean,Y3,NOT%20%2822%20=%2022%29,NOT (22 = 22),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C03_S06,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C04_S01,Y3_encoded_boolean,Y3,%2865%20%3D%2065%29%20IS%20TRUE,(65 = 65) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C04_S01,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C04_S02,Y3_encoded_boolean,Y3,%2878%20=%2078%29%20IS%20TRUE,(78 = 78) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C04_S02,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C04_S03,Y3_encoded_boolean,Y3,(91%20%3D%2091)%20IS%20TRUE,(91 = 91) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C04_S03,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C04_S04,Y3_encoded_boolean,Y3,%287%20%3D%2024%29%20IS%20TRUE,(7 = 24) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C04_S04,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C04_S05,Y3_encoded_boolean,Y3,%2820%20=%2037%29%20IS%20TRUE,(20 = 37) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C04_S05,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C04_S06,Y3_encoded_boolean,Y3,(33%20%3D%2050)%20IS%20TRUE,(33 = 50) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C04_S06,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C05_S01,Y3_encoded_boolean,Y3,%2876%20=%2076%29%20IS%20NOT%20FALSE,(76 = 76) IS NOT FALSE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C05_S01,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C05_S02,Y3_encoded_boolean,Y3,(89%20%3D%2089)%20IS%20NOT%20FALSE,(89 = 89) IS NOT FALSE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C05_S02,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C05_S03,Y3_encoded_boolean,Y3,%285%20%3D%205%29%20IS%20NOT%20FALSE,(5 = 5) IS NOT FALSE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C05_S03,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C05_S04,Y3_encoded_boolean,Y3,%2818%20=%2035%29%20IS%20NOT%20FALSE,(18 = 35) IS NOT FALSE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C05_S04,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C05_S05,Y3_encoded_boolean,Y3,(31%20%3D%2048)%20IS%20NOT%20FALSE,(31 = 48) IS NOT FALSE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C05_S05,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C05_S06,Y3_encoded_boolean,Y3,%2844%20%3D%2061%29%20IS%20NOT%20FALSE,(44 = 61) IS NOT FALSE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C05_S06,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C06_S01,Y3_encoded_boolean,Y3,CASE%20WHEN%20(87%20%3D%2087)%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (87 = 87) THEN TRUE ELSE FALSE END,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C06_S01,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C06_S02,Y3_encoded_boolean,Y3,CASE%20WHEN%20%283%20%3D%203%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (3 = 3) THEN TRUE ELSE FALSE END,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C06_S02,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C06_S03,Y3_encoded_boolean,Y3,CASE%20WHEN%20%2816%20=%2016%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (16 = 16) THEN TRUE ELSE FALSE END,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C06_S03,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C06_S04,Y3_encoded_boolean,Y3,CASE%20WHEN%20(29%20%3D%2046)%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (29 = 46) THEN TRUE ELSE FALSE END,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C06_S04,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C06_S05,Y3_encoded_boolean,Y3,CASE%20WHEN%20%2842%20%3D%2059%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (42 = 59) THEN TRUE ELSE FALSE END,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C06_S05,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C06_S06,Y3_encoded_boolean,Y3,CASE%20WHEN%20%2855%20=%2072%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (55 = 72) THEN TRUE ELSE FALSE END,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C06_S06,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C07_S01,Y3_encoded_boolean,Y3,%281%20%3D%201%29%20AND%20%2852%20%3D%2052%29,(1 = 1) AND (52 = 52),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C07_S01,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C07_S02,Y3_encoded_boolean,Y3,%2814%20=%2014%29%20AND%20%2865%20=%2065%29,(14 = 14) AND (65 = 65),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C07_S02,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C07_S03,Y3_encoded_boolean,Y3,(27%20%3D%2027)%20AND%20(78%20%3D%2078),(27 = 27) AND (78 = 78),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C07_S03,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C07_S04,Y3_encoded_boolean,Y3,%2840%20%3D%2057%29%20AND%20%2891%20%3D%2091%29,(40 = 57) AND (91 = 91),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C07_S04,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C07_S05,Y3_encoded_boolean,Y3,%2853%20=%2070%29%20AND%20%287%20=%207%29,(53 = 70) AND (7 = 7),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C07_S05,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C07_S06,Y3_encoded_boolean,Y3,(66%20%3D%2083)%20AND%20(20%20%3D%2020),(66 = 83) AND (20 = 20),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C07_S06,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C08_S01,Y3_encoded_boolean,Y3,%2812%20=%2012%29%20OR%20%2880%20<>%2080%29,(12 = 12) OR (80 <> 80),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C08_S01,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C08_S02,Y3_encoded_boolean,Y3,(25%20%3D%2025)%20OR%20(93%20%3C%3E%2093),(25 = 25) OR (93 <> 93),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C08_S02,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C08_S03,Y3_encoded_boolean,Y3,%2838%20%3D%2038%29%20OR%20%289%20%3C%3E%209%29,(38 = 38) OR (9 <> 9),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C08_S03,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C08_S04,Y3_encoded_boolean,Y3,%2851%20=%2068%29%20OR%20%2822%20<>%2022%29,(51 = 68) OR (22 <> 22),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C08_S04,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C08_S05,Y3_encoded_boolean,Y3,(64%20%3D%2081)%20OR%20(35%20%3C%3E%2035),(64 = 81) OR (35 <> 35),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C08_S05,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C08_S06,Y3_encoded_boolean,Y3,%2877%20%3D%2094%29%20OR%20%2848%20%3C%3E%2048%29,(77 = 94) OR (48 <> 48),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C08_S06,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C09_S01,Y3_encoded_boolean,Y3,((23%20%3D%2023)%20%3D%20TRUE),((23 = 23) = TRUE),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C09_S01,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C09_S02,Y3_encoded_boolean,Y3,%28%2836%20%3D%2036%29%20%3D%20TRUE%29,((36 = 36) = TRUE),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C09_S02,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C09_S03,Y3_encoded_boolean,Y3,%28%2849%20=%2049%29%20=%20TRUE%29,((49 = 49) = TRUE),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C09_S03,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C09_S04,Y3_encoded_boolean,Y3,((62%20%3D%2079)%20%3D%20TRUE),((62 = 79) = TRUE),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C09_S04,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C09_S05,Y3_encoded_boolean,Y3,%28%2875%20%3D%2092%29%20%3D%20TRUE%29,((75 = 92) = TRUE),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C09_S05,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C09_S06,Y3_encoded_boolean,Y3,%28%2888%20=%208%29%20=%20TRUE%29,((88 = 8) = TRUE),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C09_S06,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C10_S01,Y3_encoded_boolean,Y3,COALESCE%28%2834%20%3D%2034%29%2C%20FALSE%29,"COALESCE((34 = 34), FALSE)",comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C10_S01,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C10_S02,Y3_encoded_boolean,Y3,COALESCE%28%2847%20=%2047%29%2C%20FALSE%29,"COALESCE((47 = 47), FALSE)",comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C10_S02,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C10_S03,Y3_encoded_boolean,Y3,"COALESCE((60%20%3D%2060),%20FALSE)","COALESCE((60 = 60), FALSE)",comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C10_S03,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R001_C10_S04,Y3_encoded_boolean,Y3,COALESCE%28%2873%20%3D%2090%29%2C%20FALSE%29,"COALESCE((73 = 90), FALSE)",comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C10_S04,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R001_C10_S05,Y3_encoded_boolean,Y3,COALESCE%28%2886%20=%206%29%2C%20FALSE%29,"COALESCE((86 = 6), FALSE)",comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R001_C10_S05,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R001_C10_S06,Y3_encoded_boolean,Y3,"COALESCE((2%20%3D%2019),%20FALSE)","COALESCE((2 = 19), FALSE)",comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R001_C10_S06,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C01_S01,Y3_encoded_boolean,Y3,39%20<>%2056,39 <> 56,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C01_S01,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C01_S02,Y3_encoded_boolean,Y3,52%20%3C%3E%2069,52 <> 69,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C01_S02,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C01_S03,Y3_encoded_boolean,Y3,65%20%3C%3E%2082,65 <> 82,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C01_S03,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C01_S04,Y3_encoded_boolean,Y3,78%20<>%2078,78 <> 78,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C01_S04,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C01_S05,Y3_encoded_boolean,Y3,91%20%3C%3E%2091,91 <> 91,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C01_S05,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C01_S06,Y3_encoded_boolean,Y3,7%20%3C%3E%207,7 <> 7,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C01_S06,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C02_S01,Y3_encoded_boolean,Y3,(50%20%3C%3E%2067),(50 <> 67),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C02_S01,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C02_S02,Y3_encoded_boolean,Y3,%2863%20%3C%3E%2080%29,(63 <> 80),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C02_S02,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C02_S03,Y3_encoded_boolean,Y3,%2876%20<>%2093%29,(76 <> 93),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C02_S03,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C02_S04,Y3_encoded_boolean,Y3,(89%20%3C%3E%2089),(89 <> 89),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C02_S04,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C02_S05,Y3_encoded_boolean,Y3,%285%20%3C%3E%205%29,(5 <> 5),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C02_S05,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C02_S06,Y3_encoded_boolean,Y3,%2818%20<>%2018%29,(18 <> 18),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C02_S06,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C03_S01,Y3_encoded_boolean,Y3,NOT%20%2861%20%3C%3E%2061%29,NOT (61 <> 61),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C03_S01,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C03_S02,Y3_encoded_boolean,Y3,NOT%20%2874%20<>%2074%29,NOT (74 <> 74),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C03_S02,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C03_S03,Y3_encoded_boolean,Y3,NOT%20(87%20%3C%3E%2087),NOT (87 <> 87),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C03_S03,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C03_S04,Y3_encoded_boolean,Y3,NOT%20%283%20%3C%3E%2020%29,NOT (3 <> 20),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C03_S04,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C03_S05,Y3_encoded_boolean,Y3,NOT%20%2816%20<>%2033%29,NOT (16 <> 33),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C03_S05,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C03_S06,Y3_encoded_boolean,Y3,NOT%20(29%20%3C%3E%2046),NOT (29 <> 46),comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C03_S06,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C04_S01,Y3_encoded_boolean,Y3,%2872%20<>%2089%29%20IS%20TRUE,(72 <> 89) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C04_S01,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
Y3_R002_C04_S02,Y3_encoded_boolean,Y3,(85%20%3C%3E%205)%20IS%20TRUE,(85 <> 5) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C04_S02,Y1_basic_boolean,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1
Y3_R002_C04_S03,Y3_encoded_boolean,Y3,%281%20%3C%3E%2018%29%20IS%20TRUE,(1 <> 18) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y1_R002_C04_S03,Y1_basic_boolean,T_Y3_URL_FULL,1,1,1
Y3_R002_C04_S04,Y3_encoded_boolean,Y3,%2814%20<>%2014%29%20IS%20TRUE,(14 <> 14) IS TRUE,comparison_numeric,1,1.0,1.0,1.0,0.0,T1_static_validated,representation_case,LLM_review_or_future_special_module,Y2_R002_C04_S04,Y2_boolean_variation,T_Y3_URL_PARTIAL,1,1,1
