sample_id,module_id,y_level,payload_raw,validation_payload_v4,semantic_family,static_valid_v4,static_quality_score_v4,slot_sanity_score_v4,module_contract_valid_score,malformed_syntax_penalty_v4,evidence_tier,hard_case_reason,intended_tier,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved
Y2_R031_C03_S04,Y2_boolean_variation,Y2,( not ('trace8' LIKE 'tr%') ),( not ('trace8' LIKE 'tr%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C03_S05,Y2_boolean_variation,Y2,NOT  ('signal0'  like  'si%'),NOT ('signal0' like 'si%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C03_S06,Y2_boolean_variation,Y2,( not ('alpha1' LIKE 'al%') ),( not ('alpha1' LIKE 'al%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C04_S01,Y2_boolean_variation,Y2,( ('safe5' like 'sa%') is true ),( ('safe5' like 'sa%') is true ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C04_S02,Y2_boolean_variation,Y2,('audit6'  LIKE  'au%')  IS  TRUE,('audit6' LIKE 'au%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C04_S03,Y2_boolean_variation,Y2,( ('trace7' like 'tr%') is true ),( ('trace7' like 'tr%') is true ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C04_S04,Y2_boolean_variation,Y2,('signal8' LIKE 'zz%') IS TRUE,('signal8' LIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C04_S05,Y2_boolean_variation,Y2,(  ('alpha0'  like  'zz%')  is  true  ),( ('alpha0' like 'zz%') is true ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C04_S06,Y2_boolean_variation,Y2,('beta1' LIKE 'zz%') IS TRUE,('beta1' LIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C05_S01,Y2_boolean_variation,Y2,('audit5' like 'au%') is NOT FALSE,('audit5' like 'au%') is NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C05_S02,Y2_boolean_variation,Y2,(  ('trace6'  LIKE  'tr%')  IS  not  false  ),( ('trace6' LIKE 'tr%') IS not false ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C05_S03,Y2_boolean_variation,Y2,('signal7' like 'si%') is NOT FALSE,('signal7' like 'si%') is NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C05_S04,Y2_boolean_variation,Y2,( ('alpha8' LIKE 'zz%') IS not false ),( ('alpha8' LIKE 'zz%') IS not false ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C05_S05,Y2_boolean_variation,Y2,('beta0'  like  'zz%')  is  NOT  FALSE,('beta0' like 'zz%') is NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C05_S06,Y2_boolean_variation,Y2,( ('gamma1' LIKE 'zz%') IS not false ),( ('gamma1' LIKE 'zz%') IS not false ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C06_S01,Y2_boolean_variation,Y2,( case when ('trace5' like 'tr%') then true else FALSE END ),( case when ('trace5' like 'tr%') then true else FALSE END ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C06_S02,Y2_boolean_variation,Y2,CASE  WHEN  ('signal6'  LIKE  'si%')  THEN  TRUE  ELSE  false  end,CASE WHEN ('signal6' LIKE 'si%') THEN TRUE ELSE false end,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C06_S03,Y2_boolean_variation,Y2,( case when ('alpha7' like 'al%') then true else FALSE END ),( case when ('alpha7' like 'al%') then true else FALSE END ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C06_S04,Y2_boolean_variation,Y2,CASE WHEN ('beta8' LIKE 'zz%') THEN TRUE ELSE false end,CASE WHEN ('beta8' LIKE 'zz%') THEN TRUE ELSE false end,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C06_S05,Y2_boolean_variation,Y2,(  case  when  ('gamma0'  like  'zz%')  then  true  else  FALSE  END  ),( case when ('gamma0' like 'zz%') then true else FALSE END ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C06_S06,Y2_boolean_variation,Y2,CASE WHEN ('delta1' LIKE 'zz%') THEN TRUE ELSE false end,CASE WHEN ('delta1' LIKE 'zz%') THEN TRUE ELSE false end,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C07_S01,Y2_boolean_variation,Y2,('signal5' like 'si%') AND (68 = 68),('signal5' like 'si%') AND (68 = 68),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C07_S02,Y2_boolean_variation,Y2,(  ('alpha6'  LIKE  'al%')  and  (81  =  81)  ),( ('alpha6' LIKE 'al%') and (81 = 81) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C07_S03,Y2_boolean_variation,Y2,('beta7' like 'be%') AND (94 = 94),('beta7' like 'be%') AND (94 = 94),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C07_S04,Y2_boolean_variation,Y2,( ('gamma8' LIKE 'zz%') and (10 = 10) ),( ('gamma8' LIKE 'zz%') and (10 = 10) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C07_S05,Y2_boolean_variation,Y2,('delta0'  like  'zz%')  AND  (23  =  23),('delta0' like 'zz%') AND (23 = 23),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C07_S06,Y2_boolean_variation,Y2,( ('omega1' LIKE 'zz%') and (36 = 36) ),( ('omega1' LIKE 'zz%') and (36 = 36) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C08_S01,Y2_boolean_variation,Y2,( ('alpha5' like 'al%') or (96 <> 96) ),( ('alpha5' like 'al%') or (96 <> 96) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C08_S02,Y2_boolean_variation,Y2,('beta6'  LIKE  'be%')  OR  (12  <>  12),('beta6' LIKE 'be%') OR (12 <> 12),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C08_S03,Y2_boolean_variation,Y2,( ('gamma7' like 'ga%') or (25 <> 25) ),( ('gamma7' like 'ga%') or (25 <> 25) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C08_S04,Y2_boolean_variation,Y2,('delta8' LIKE 'zz%') OR (38 <> 38),('delta8' LIKE 'zz%') OR (38 <> 38),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C08_S05,Y2_boolean_variation,Y2,(  ('omega0'  like  'zz%')  or  (51  <>  51)  ),( ('omega0' like 'zz%') or (51 <> 51) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C08_S06,Y2_boolean_variation,Y2,('active1' LIKE 'zz%') OR (64 <> 64),('active1' LIKE 'zz%') OR (64 <> 64),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C09_S01,Y2_boolean_variation,Y2,(('beta5' like 'be%') = true),(('beta5' like 'be%') = true),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C09_S02,Y2_boolean_variation,Y2,(  (('gamma6'  LIKE  'ga%')  =  TRUE)  ),( (('gamma6' LIKE 'ga%') = TRUE) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C09_S03,Y2_boolean_variation,Y2,(('delta7' like 'de%') = true),(('delta7' like 'de%') = true),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C09_S04,Y2_boolean_variation,Y2,( (('omega8' LIKE 'zz%') = TRUE) ),( (('omega8' LIKE 'zz%') = TRUE) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C09_S05,Y2_boolean_variation,Y2,(('active0'  like  'zz%')  =  true),(('active0' like 'zz%') = true),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C09_S06,Y2_boolean_variation,Y2,( (('pending1' LIKE 'zz%') = TRUE) ),( (('pending1' LIKE 'zz%') = TRUE) ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R031_C10_S01,Y2_boolean_variation,Y2,"( coalesce(('gamma5' like 'ga%'), FALSE) )","( coalesce(('gamma5' like 'ga%'), FALSE) )",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C10_S02,Y2_boolean_variation,Y2,"COALESCE(('delta6'  LIKE  'de%'),  false)","COALESCE(('delta6' LIKE 'de%'), false)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C10_S03,Y2_boolean_variation,Y2,"( coalesce(('omega7' like 'om%'), FALSE) )","( coalesce(('omega7' like 'om%'), FALSE) )",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C10_S04,Y2_boolean_variation,Y2,"COALESCE(('active8' LIKE 'zz%'), false)","COALESCE(('active8' LIKE 'zz%'), false)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C10_S05,Y2_boolean_variation,Y2,"(  coalesce(('pending0'  like  'zz%'),  FALSE)  )","( coalesce(('pending0' like 'zz%'), FALSE) )",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R031_C10_S06,Y2_boolean_variation,Y2,"COALESCE(('public1' LIKE 'zz%'), false)","COALESCE(('public1' LIKE 'zz%'), false)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C01_S01,Y2_boolean_variation,Y2,(  'PRIME6'  ilike  'pr%'  ),( 'PRIME6' ilike 'pr%' ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C01_S02,Y2_boolean_variation,Y2,'CORE7' ILIKE 'co%','CORE7' ILIKE 'co%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C01_S03,Y2_boolean_variation,Y2,( 'SAFE8' ilike 'sa%' ),( 'SAFE8' ilike 'sa%' ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C01_S04,Y2_boolean_variation,Y2,'AUDIT0'  ILIKE  'zz%','AUDIT0' ILIKE 'zz%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C01_S05,Y2_boolean_variation,Y2,( 'TRACE1' ilike 'zz%' ),( 'TRACE1' ilike 'zz%' ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C01_S06,Y2_boolean_variation,Y2,'SIGNAL2' ILIKE 'zz%','SIGNAL2' ILIKE 'zz%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C02_S01,Y2_boolean_variation,Y2,('CORE6'  ilike  'co%'),('CORE6' ilike 'co%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C02_S02,Y2_boolean_variation,Y2,( ('SAFE7' ILIKE 'sa%') ),( ('SAFE7' ILIKE 'sa%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C02_S03,Y2_boolean_variation,Y2,('AUDIT8' ilike 'au%'),('AUDIT8' ilike 'au%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C02_S04,Y2_boolean_variation,Y2,(  ('TRACE0'  ILIKE  'zz%')  ),( ('TRACE0' ILIKE 'zz%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C02_S05,Y2_boolean_variation,Y2,('SIGNAL1' ilike 'zz%'),('SIGNAL1' ilike 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C02_S06,Y2_boolean_variation,Y2,( ('ALPHA2' ILIKE 'zz%') ),( ('ALPHA2' ILIKE 'zz%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C03_S01,Y2_boolean_variation,Y2,(  not  ('SAFE6'  ilike  'zz%')  ),( not ('SAFE6' ilike 'zz%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C03_S02,Y2_boolean_variation,Y2,NOT ('AUDIT7' ILIKE 'zz%'),NOT ('AUDIT7' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C03_S03,Y2_boolean_variation,Y2,( not ('TRACE8' ilike 'zz%') ),( not ('TRACE8' ilike 'zz%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C03_S04,Y2_boolean_variation,Y2,NOT  ('SIGNAL0'  ILIKE  'si%'),NOT ('SIGNAL0' ILIKE 'si%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C03_S05,Y2_boolean_variation,Y2,( not ('ALPHA1' ilike 'al%') ),( not ('ALPHA1' ilike 'al%') ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C03_S06,Y2_boolean_variation,Y2,NOT ('BETA2' ILIKE 'be%'),NOT ('BETA2' ILIKE 'be%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y2_R032_C04_S01,Y2_boolean_variation,Y2,('AUDIT6'  ilike  'au%')  IS  TRUE,('AUDIT6' ilike 'au%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C04_S02,Y2_boolean_variation,Y2,( ('TRACE7' ILIKE 'tr%') is true ),( ('TRACE7' ILIKE 'tr%') is true ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C04_S03,Y2_boolean_variation,Y2,('SIGNAL8' ilike 'si%') IS TRUE,('SIGNAL8' ilike 'si%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C04_S04,Y2_boolean_variation,Y2,(  ('ALPHA0'  ILIKE  'zz%')  is  true  ),( ('ALPHA0' ILIKE 'zz%') is true ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C04_S05,Y2_boolean_variation,Y2,('BETA1' ilike 'zz%') IS TRUE,('BETA1' ilike 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C04_S06,Y2_boolean_variation,Y2,( ('GAMMA2' ILIKE 'zz%') is true ),( ('GAMMA2' ILIKE 'zz%') is true ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C05_S01,Y2_boolean_variation,Y2,(  ('TRACE6'  ilike  'tr%')  IS  not  false  ),( ('TRACE6' ilike 'tr%') IS not false ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C05_S02,Y2_boolean_variation,Y2,('SIGNAL7' ILIKE 'si%') is NOT FALSE,('SIGNAL7' ILIKE 'si%') is NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C05_S03,Y2_boolean_variation,Y2,( ('ALPHA8' ilike 'al%') IS not false ),( ('ALPHA8' ilike 'al%') IS not false ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C05_S04,Y2_boolean_variation,Y2,('BETA0'  ILIKE  'zz%')  is  NOT  FALSE,('BETA0' ILIKE 'zz%') is NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C05_S05,Y2_boolean_variation,Y2,( ('GAMMA1' ilike 'zz%') IS not false ),( ('GAMMA1' ilike 'zz%') IS not false ),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
Y2_R032_C05_S06,Y2_boolean_variation,Y2,('DELTA2' ILIKE 'zz%') is NOT FALSE,('DELTA2' ILIKE 'zz%') is NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,0
