sample_id,module_id,y_level,payload_raw,validation_payload_v4,semantic_family,static_valid_v4,static_quality_score_v4,slot_sanity_score_v4,module_contract_valid_score,malformed_syntax_penalty_v4,evidence_tier,hard_case_reason,intended_tier,parent_sample_id,parent_module_level,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved
Y1_R031_C02_S06,Y1_basic_boolean,Y1,('signal1' LIKE 'zz%'),('signal1' LIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C03_S01,Y1_basic_boolean,Y1,NOT ('core5' LIKE 'zz%'),NOT ('core5' LIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C03_S02,Y1_basic_boolean,Y1,NOT ('safe6' LIKE 'zz%'),NOT ('safe6' LIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C03_S03,Y1_basic_boolean,Y1,NOT ('audit7' LIKE 'zz%'),NOT ('audit7' LIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C03_S04,Y1_basic_boolean,Y1,NOT ('trace8' LIKE 'tr%'),NOT ('trace8' LIKE 'tr%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C03_S05,Y1_basic_boolean,Y1,NOT ('signal0' LIKE 'si%'),NOT ('signal0' LIKE 'si%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C03_S06,Y1_basic_boolean,Y1,NOT ('alpha1' LIKE 'al%'),NOT ('alpha1' LIKE 'al%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C04_S01,Y1_basic_boolean,Y1,('safe5' LIKE 'sa%') IS TRUE,('safe5' LIKE 'sa%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C04_S02,Y1_basic_boolean,Y1,('audit6' LIKE 'au%') IS TRUE,('audit6' LIKE 'au%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C04_S03,Y1_basic_boolean,Y1,('trace7' LIKE 'tr%') IS TRUE,('trace7' LIKE 'tr%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C04_S04,Y1_basic_boolean,Y1,('signal8' LIKE 'zz%') IS TRUE,('signal8' LIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C04_S05,Y1_basic_boolean,Y1,('alpha0' LIKE 'zz%') IS TRUE,('alpha0' LIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C04_S06,Y1_basic_boolean,Y1,('beta1' LIKE 'zz%') IS TRUE,('beta1' LIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C05_S01,Y1_basic_boolean,Y1,('audit5' LIKE 'au%') IS NOT FALSE,('audit5' LIKE 'au%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C05_S02,Y1_basic_boolean,Y1,('trace6' LIKE 'tr%') IS NOT FALSE,('trace6' LIKE 'tr%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C05_S03,Y1_basic_boolean,Y1,('signal7' LIKE 'si%') IS NOT FALSE,('signal7' LIKE 'si%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C05_S04,Y1_basic_boolean,Y1,('alpha8' LIKE 'zz%') IS NOT FALSE,('alpha8' LIKE 'zz%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C05_S05,Y1_basic_boolean,Y1,('beta0' LIKE 'zz%') IS NOT FALSE,('beta0' LIKE 'zz%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C05_S06,Y1_basic_boolean,Y1,('gamma1' LIKE 'zz%') IS NOT FALSE,('gamma1' LIKE 'zz%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C06_S01,Y1_basic_boolean,Y1,CASE WHEN ('trace5' LIKE 'tr%') THEN TRUE ELSE FALSE END,CASE WHEN ('trace5' LIKE 'tr%') THEN TRUE ELSE FALSE END,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C06_S02,Y1_basic_boolean,Y1,CASE WHEN ('signal6' LIKE 'si%') THEN TRUE ELSE FALSE END,CASE WHEN ('signal6' LIKE 'si%') THEN TRUE ELSE FALSE END,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C06_S03,Y1_basic_boolean,Y1,CASE WHEN ('alpha7' LIKE 'al%') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha7' LIKE 'al%') THEN TRUE ELSE FALSE END,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C06_S04,Y1_basic_boolean,Y1,CASE WHEN ('beta8' LIKE 'zz%') THEN TRUE ELSE FALSE END,CASE WHEN ('beta8' LIKE 'zz%') THEN TRUE ELSE FALSE END,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C06_S05,Y1_basic_boolean,Y1,CASE WHEN ('gamma0' LIKE 'zz%') THEN TRUE ELSE FALSE END,CASE WHEN ('gamma0' LIKE 'zz%') THEN TRUE ELSE FALSE END,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C06_S06,Y1_basic_boolean,Y1,CASE WHEN ('delta1' LIKE 'zz%') THEN TRUE ELSE FALSE END,CASE WHEN ('delta1' LIKE 'zz%') THEN TRUE ELSE FALSE END,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C07_S01,Y1_basic_boolean,Y1,('signal5' LIKE 'si%') AND (68 = 68),('signal5' LIKE 'si%') AND (68 = 68),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C07_S02,Y1_basic_boolean,Y1,('alpha6' LIKE 'al%') AND (81 = 81),('alpha6' LIKE 'al%') AND (81 = 81),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C07_S03,Y1_basic_boolean,Y1,('beta7' LIKE 'be%') AND (94 = 94),('beta7' LIKE 'be%') AND (94 = 94),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C07_S04,Y1_basic_boolean,Y1,('gamma8' LIKE 'zz%') AND (10 = 10),('gamma8' LIKE 'zz%') AND (10 = 10),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C07_S05,Y1_basic_boolean,Y1,('delta0' LIKE 'zz%') AND (23 = 23),('delta0' LIKE 'zz%') AND (23 = 23),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C07_S06,Y1_basic_boolean,Y1,('omega1' LIKE 'zz%') AND (36 = 36),('omega1' LIKE 'zz%') AND (36 = 36),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C08_S01,Y1_basic_boolean,Y1,('alpha5' LIKE 'al%') OR (96 <> 96),('alpha5' LIKE 'al%') OR (96 <> 96),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C08_S02,Y1_basic_boolean,Y1,('beta6' LIKE 'be%') OR (12 <> 12),('beta6' LIKE 'be%') OR (12 <> 12),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C08_S03,Y1_basic_boolean,Y1,('gamma7' LIKE 'ga%') OR (25 <> 25),('gamma7' LIKE 'ga%') OR (25 <> 25),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C08_S04,Y1_basic_boolean,Y1,('delta8' LIKE 'zz%') OR (38 <> 38),('delta8' LIKE 'zz%') OR (38 <> 38),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C08_S05,Y1_basic_boolean,Y1,('omega0' LIKE 'zz%') OR (51 <> 51),('omega0' LIKE 'zz%') OR (51 <> 51),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C08_S06,Y1_basic_boolean,Y1,('active1' LIKE 'zz%') OR (64 <> 64),('active1' LIKE 'zz%') OR (64 <> 64),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C09_S01,Y1_basic_boolean,Y1,(('beta5' LIKE 'be%') = TRUE),(('beta5' LIKE 'be%') = TRUE),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C09_S02,Y1_basic_boolean,Y1,(('gamma6' LIKE 'ga%') = TRUE),(('gamma6' LIKE 'ga%') = TRUE),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C09_S03,Y1_basic_boolean,Y1,(('delta7' LIKE 'de%') = TRUE),(('delta7' LIKE 'de%') = TRUE),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C09_S04,Y1_basic_boolean,Y1,(('omega8' LIKE 'zz%') = TRUE),(('omega8' LIKE 'zz%') = TRUE),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C09_S05,Y1_basic_boolean,Y1,(('active0' LIKE 'zz%') = TRUE),(('active0' LIKE 'zz%') = TRUE),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C09_S06,Y1_basic_boolean,Y1,(('pending1' LIKE 'zz%') = TRUE),(('pending1' LIKE 'zz%') = TRUE),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C10_S01,Y1_basic_boolean,Y1,"COALESCE(('gamma5' LIKE 'ga%'), FALSE)","COALESCE(('gamma5' LIKE 'ga%'), FALSE)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C10_S02,Y1_basic_boolean,Y1,"COALESCE(('delta6' LIKE 'de%'), FALSE)","COALESCE(('delta6' LIKE 'de%'), FALSE)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C10_S03,Y1_basic_boolean,Y1,"COALESCE(('omega7' LIKE 'om%'), FALSE)","COALESCE(('omega7' LIKE 'om%'), FALSE)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C10_S04,Y1_basic_boolean,Y1,"COALESCE(('active8' LIKE 'zz%'), FALSE)","COALESCE(('active8' LIKE 'zz%'), FALSE)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C10_S05,Y1_basic_boolean,Y1,"COALESCE(('pending0' LIKE 'zz%'), FALSE)","COALESCE(('pending0' LIKE 'zz%'), FALSE)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R031_C10_S06,Y1_basic_boolean,Y1,"COALESCE(('public1' LIKE 'zz%'), FALSE)","COALESCE(('public1' LIKE 'zz%'), FALSE)",like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C01_S01,Y1_basic_boolean,Y1,'PRIME6' ILIKE 'pr%','PRIME6' ILIKE 'pr%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C01_S02,Y1_basic_boolean,Y1,'CORE7' ILIKE 'co%','CORE7' ILIKE 'co%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C01_S03,Y1_basic_boolean,Y1,'SAFE8' ILIKE 'sa%','SAFE8' ILIKE 'sa%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C01_S04,Y1_basic_boolean,Y1,'AUDIT0' ILIKE 'zz%','AUDIT0' ILIKE 'zz%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C01_S05,Y1_basic_boolean,Y1,'TRACE1' ILIKE 'zz%','TRACE1' ILIKE 'zz%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C01_S06,Y1_basic_boolean,Y1,'SIGNAL2' ILIKE 'zz%','SIGNAL2' ILIKE 'zz%',like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C02_S01,Y1_basic_boolean,Y1,('CORE6' ILIKE 'co%'),('CORE6' ILIKE 'co%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C02_S02,Y1_basic_boolean,Y1,('SAFE7' ILIKE 'sa%'),('SAFE7' ILIKE 'sa%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C02_S03,Y1_basic_boolean,Y1,('AUDIT8' ILIKE 'au%'),('AUDIT8' ILIKE 'au%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C02_S04,Y1_basic_boolean,Y1,('TRACE0' ILIKE 'zz%'),('TRACE0' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C02_S05,Y1_basic_boolean,Y1,('SIGNAL1' ILIKE 'zz%'),('SIGNAL1' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C02_S06,Y1_basic_boolean,Y1,('ALPHA2' ILIKE 'zz%'),('ALPHA2' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C03_S01,Y1_basic_boolean,Y1,NOT ('SAFE6' ILIKE 'zz%'),NOT ('SAFE6' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C03_S02,Y1_basic_boolean,Y1,NOT ('AUDIT7' ILIKE 'zz%'),NOT ('AUDIT7' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C03_S03,Y1_basic_boolean,Y1,NOT ('TRACE8' ILIKE 'zz%'),NOT ('TRACE8' ILIKE 'zz%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C03_S04,Y1_basic_boolean,Y1,NOT ('SIGNAL0' ILIKE 'si%'),NOT ('SIGNAL0' ILIKE 'si%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C03_S05,Y1_basic_boolean,Y1,NOT ('ALPHA1' ILIKE 'al%'),NOT ('ALPHA1' ILIKE 'al%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C03_S06,Y1_basic_boolean,Y1,NOT ('BETA2' ILIKE 'be%'),NOT ('BETA2' ILIKE 'be%'),like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C04_S01,Y1_basic_boolean,Y1,('AUDIT6' ILIKE 'au%') IS TRUE,('AUDIT6' ILIKE 'au%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C04_S02,Y1_basic_boolean,Y1,('TRACE7' ILIKE 'tr%') IS TRUE,('TRACE7' ILIKE 'tr%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C04_S03,Y1_basic_boolean,Y1,('SIGNAL8' ILIKE 'si%') IS TRUE,('SIGNAL8' ILIKE 'si%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C04_S04,Y1_basic_boolean,Y1,('ALPHA0' ILIKE 'zz%') IS TRUE,('ALPHA0' ILIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C04_S05,Y1_basic_boolean,Y1,('BETA1' ILIKE 'zz%') IS TRUE,('BETA1' ILIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C04_S06,Y1_basic_boolean,Y1,('GAMMA2' ILIKE 'zz%') IS TRUE,('GAMMA2' ILIKE 'zz%') IS TRUE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C05_S01,Y1_basic_boolean,Y1,('TRACE6' ILIKE 'tr%') IS NOT FALSE,('TRACE6' ILIKE 'tr%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C05_S02,Y1_basic_boolean,Y1,('SIGNAL7' ILIKE 'si%') IS NOT FALSE,('SIGNAL7' ILIKE 'si%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C05_S03,Y1_basic_boolean,Y1,('ALPHA8' ILIKE 'al%') IS NOT FALSE,('ALPHA8' ILIKE 'al%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C05_S04,Y1_basic_boolean,Y1,('BETA0' ILIKE 'zz%') IS NOT FALSE,('BETA0' ILIKE 'zz%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
Y1_R032_C05_S05,Y1_basic_boolean,Y1,('GAMMA1' ILIKE 'zz%') IS NOT FALSE,('GAMMA1' ILIKE 'zz%') IS NOT FALSE,like_ilike,0,0.85,1.0,0.8,0.0,T0_generated_candidate,slot_sanity_or_static_issue,LLM_review_or_future_special_module,,,NONE_BASE,1,0,1
