structure_cell_id,root_id,complexity,database,query_language,d_category,rendering_recipe,expected_samples,cross_db_semantic_equivalence,execution_context
Y1_R03_D02,Y1_R03,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D03,Y1_R03,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D04,Y1_R03,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D05,Y1_R03,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D06,Y1_R03,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D07,Y1_R03,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D08,Y1_R03,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D09,Y1_R03,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D10,Y1_R03,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D11,Y1_R03,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D12,Y1_R03,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D13,Y1_R03,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D14,Y1_R03,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D15,Y1_R03,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D16,Y1_R03,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D17,Y1_R03,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R03_D18,Y1_R03,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D01,Y1_R04,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D02,Y1_R04,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D03,Y1_R04,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D04,Y1_R04,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D05,Y1_R04,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D06,Y1_R04,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D07,Y1_R04,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D08,Y1_R04,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D09,Y1_R04,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D10,Y1_R04,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D11,Y1_R04,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D12,Y1_R04,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D13,Y1_R04,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D14,Y1_R04,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D15,Y1_R04,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D16,Y1_R04,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D17,Y1_R04,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R04_D18,Y1_R04,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D01,Y1_R05,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D02,Y1_R05,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D03,Y1_R05,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D04,Y1_R05,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D05,Y1_R05,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D06,Y1_R05,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D07,Y1_R05,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D08,Y1_R05,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D09,Y1_R05,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D10,Y1_R05,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D11,Y1_R05,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D12,Y1_R05,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D13,Y1_R05,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D14,Y1_R05,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D15,Y1_R05,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D16,Y1_R05,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D17,Y1_R05,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R05_D18,Y1_R05,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D01,Y1_R06,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D02,Y1_R06,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D03,Y1_R06,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D04,Y1_R06,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D05,Y1_R06,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D06,Y1_R06,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D07,Y1_R06,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D08,Y1_R06,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D09,Y1_R06,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D10,Y1_R06,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D11,Y1_R06,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D12,Y1_R06,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D13,Y1_R06,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D14,Y1_R06,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D15,Y1_R06,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D16,Y1_R06,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D17,Y1_R06,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R06_D18,Y1_R06,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D01,Y1_R07,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D02,Y1_R07,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D03,Y1_R07,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D04,Y1_R07,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D05,Y1_R07,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D06,Y1_R07,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D07,Y1_R07,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D08,Y1_R07,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D09,Y1_R07,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D10,Y1_R07,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D11,Y1_R07,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D12,Y1_R07,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D13,Y1_R07,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D14,Y1_R07,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D15,Y1_R07,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D16,Y1_R07,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D17,Y1_R07,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R07_D18,Y1_R07,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D01,Y1_R08,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D02,Y1_R08,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D03,Y1_R08,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D04,Y1_R08,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D05,Y1_R08,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D06,Y1_R08,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D07,Y1_R08,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D08,Y1_R08,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D09,Y1_R08,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D10,Y1_R08,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D11,Y1_R08,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D12,Y1_R08,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D13,Y1_R08,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D14,Y1_R08,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D15,Y1_R08,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D16,Y1_R08,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D17,Y1_R08,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R08_D18,Y1_R08,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D01,Y1_R09,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D02,Y1_R09,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D03,Y1_R09,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D04,Y1_R09,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D05,Y1_R09,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D06,Y1_R09,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D07,Y1_R09,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D08,Y1_R09,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D09,Y1_R09,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D10,Y1_R09,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D11,Y1_R09,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D12,Y1_R09,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D13,Y1_R09,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D14,Y1_R09,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D15,Y1_R09,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D16,Y1_R09,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D17,Y1_R09,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R09_D18,Y1_R09,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D01,Y1_R10,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D02,Y1_R10,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D03,Y1_R10,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D04,Y1_R10,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D05,Y1_R10,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D06,Y1_R10,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D07,Y1_R10,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R10_D08,Y1_R10,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
