id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree,payload_norm,wrapper_detected,strip_depth,payload_delex_v2,signature,tier
32785,"ALTER table zcf_zohocrmform_field_manager MODIFY module_type varchar ( 255 ) ,MODIFY base_model varchar ( 255 ) ,MODIFY field_label varchar ( 255 ) ,MODIFY field_name varchar ( 255 )",benign,mssql,0.9,Signals: 'char'; DB: mssql. Payload length: 182 chars.,2,"ALTER table zcf_zohocrmform_field_manager MODIFY module_type varchar ( 255 ) ,MODIFY base_model varchar ( 255 ) ,MODIFY field_label varchar ( 255 ) ,MODIFY field_name varchar ( 255 )",False,0,"alter table __IDENT__ __IDENT__ __IDENT__ __IDENT__ ( __INT__ ) , __IDENT__ __IDENT__ __IDENT__ ( __INT__ ) , __IDENT__ __IDENT__ __IDENT__ ( __INT__ ) , __IDENT__ __IDENT__ __IDENT__ ( __INT__ )",9a749e06,gold
27854,gatliff.charlton@eco-pro.jm,benign,mssql,1.0,"Signals: 'char', 'if'; DB: mssql. Payload length: 27 chars.",2,gatliff.charlton@eco-pro.jm,False,0,__IDENT__@__IDENT__-__IDENT__,a941a779,gold
32784,"CREATE TABLE IF NOT EXISTS `zcf_submitlogs` ( `id` int ( 6 ) unsigned NOT NULL AUTO_INCREMENT, `crmsubmitlogStatus` varchar ( 20 ) DEFAULT NULL, `crmsubmitlogDescribtion` longtext NOT NULL, `crmsubmitFormType` varchar ( 30 ) NOT NULL, PRIMARY KEY ( id ) ) ENGINE = InnoDB DEFAULT CHARSET = utf8",benign,mssql,0.9,Signals: 'char'; DB: mssql. Payload length: 294 chars.,2,"CREATE TABLE IF NOT EXISTS `zcf_submitlogs` ( `id` int ( 6 ) unsigned NOT NULL AUTO_INCREMENT, `crmsubmitlogStatus` varchar ( 20 ) DEFAULT NULL, `crmsubmitlogDescribtion` longtext NOT NULL, `crmsubmitFormType` varchar ( 30 ) NOT NULL, PRIMARY KEY ( id ) ) ENGINE = InnoDB DEFAULT CHARSET = utf8",False,0,"create table if not exists `__IDENT__` ( `__IDENT__` __IDENT__ ( __INT__ ) __IDENT__ not null __IDENT__ , `__IDENT__` __IDENT__ ( __INT__ ) __IDENT__ null , `__IDENT__` __IDENT__ not null , `__IDENT__` __IDENT__ ( __INT__ ) not null , primary key ( __IDENT__ ) ) __IDENT__ = __IDENT__ __IDENT__ __IDENT__ = __IDENT__",e4d5d24a,gold
2406,-3359' order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,-3359' order by 1--,False,0,-__INT__' order by __INT__ --,01fa8a92,gold
2593,-9014' order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,-9014' order by 1--,False,0,-__INT__' order by __INT__ --,01fa8a92,gold
23635,-9809' order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,-9809' order by 1--,False,0,-__INT__' order by __INT__ --,01fa8a92,gold
23777,-7984' order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,-7984' order by 1--,False,0,-__INT__' order by __INT__ --,01fa8a92,gold
29639,"concordia, 102,",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 15 chars.,2,"concordia, 102,",False,0,"__IDENT__ , __INT__ ,",061cb713,gold
26062,-9456%' ) ) ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 25 chars.,2,-9456%' ) ) ) order by 1#,False,0,-__INT__ % ' ) ) ) order by __INT__#,08617d1c,gold
2476,-8404 ) ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 22 chars.,2,-8404 ) ) order by 1--,False,0,-__INT__ ) ) order by __INT__ --,0f6f1b2b,gold
1802,-7426' order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 18 chars.,2,-7426' order by 1#,False,0,-__INT__' order by __INT__#,1240b83e,gold
18463,-3497' order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 18 chars.,2,-3497' order by 1#,False,0,-__INT__' order by __INT__#,1240b83e,gold
20295,-4947' order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 18 chars.,2,-4947' order by 1#,False,0,-__INT__' order by __INT__#,1240b83e,gold
23170,-4882' order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 18 chars.,2,-4882' order by 1#,False,0,-__INT__' order by __INT__#,1240b83e,gold
23958,1 ) ) ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,1 ) ) ) order by 1--,False,0,__INT__ ) ) ) order by __INT__ --,14aa1671,gold
2407,"-6618"" ) ) ) order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 24 chars.,2,"-6618"" ) ) ) order by 1#",False,0,"-__INT__"" ) ) ) order by __INT__#",1547fb13,gold
24469,"-7107"" ) ) ) order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 24 chars.,2,"-7107"" ) ) ) order by 1#",False,0,"-__INT__"" ) ) ) order by __INT__#",1547fb13,gold
25684,1 ) ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 17 chars.,2,1 ) ) order by 1#,False,0,__INT__ ) ) order by __INT__#,159dc92e,gold
1471,-4191 ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,-4191 ) order by 1#,False,0,-__INT__ ) order by __INT__#,197a7d2d,gold
18602,-8753 ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,-8753 ) order by 1#,False,0,-__INT__ ) order by __INT__#,197a7d2d,gold
25694,-7675%' ) ) ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 26 chars.,2,-7675%' ) ) ) order by 1--,False,0,-__INT__ % ' ) ) ) order by __INT__ --,1a85632e,gold
19911,"1"" ) ) ) order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,"1"" ) ) ) order by 1#",False,0,"__INT__"" ) ) ) order by __INT__#",1b28d85e,gold
23221,"1"" ) ) order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 18 chars.,2,"1"" ) ) order by 1#",False,0,"__INT__"" ) ) order by __INT__#",1b2c3b68,gold
29492,bohord1r,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 8 chars.,2,bohord1r,False,0,__IDENT__,1bceb36b,gold
29423,griffy,benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 6 chars.,2,griffy,False,0,__IDENT__,1bceb36b,gold
2560,"-6595"" order by 1--",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,"-6595"" order by 1--",False,0,"-__INT__"" order by __INT__ --",23e5f2db,gold
2576,"-9535"" order by 1--",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,"-9535"" order by 1--",False,0,"-__INT__"" order by __INT__ --",23e5f2db,gold
25920,"-1503"" order by 1--",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,"-1503"" order by 1--",False,0,"-__INT__"" order by __INT__ --",23e5f2db,gold
28716,calle benifallim 97 10?e,benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 24 chars.,2,calle benifallim 97 10?e,False,0,__IDENT__ __IDENT__ __INT__ __INT__?__IDENT__,2679ca16,gold
2151,-1192 order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 17 chars.,2,-1192 order by 1#,False,0,-__INT__ order by __INT__#,2712123e,gold
2277,-1432 order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 17 chars.,2,-1432 order by 1#,False,0,-__INT__ order by __INT__#,2712123e,gold
21199,-6984 order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 17 chars.,2,-6984 order by 1#,False,0,-__INT__ order by __INT__#,2712123e,gold
18457,"1"" ) order by 1--",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 17 chars.,2,"1"" ) order by 1--",False,0,"__INT__"" ) order by __INT__ --",2936dd40,gold
22695,"1"" order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 14 chars.,2,"1"" order by 1#",False,0,"__INT__"" order by __INT__#",29db414d,gold
18307,-2573 ) ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 21 chars.,2,-2573 ) ) order by 1#,False,0,-__INT__ ) ) order by __INT__#,2b36e4a5,gold
18442,1' in boolean mode ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 33 chars.,2,1' in boolean mode ) order by 1--,False,0,__INT__' in __IDENT__ __IDENT__ ) order by __INT__ --,2d914553,gold
23378,"1%"" ) ) order by 1--",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,"1%"" ) ) order by 1--",False,0,"__INT__ % "" ) ) order by __INT__ --",32ef60e3,gold
24024,1' ) ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 19 chars.,2,1' ) ) order by 1--,False,0,__INT__' ) ) order by __INT__ --,33ad9b7e,gold
31294,mcgovern-boxter@buscadordevideos.ag,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 35 chars.,2,mcgovern-boxter@buscadordevideos.ag,False,0,__IDENT__-__IDENT__@__IDENT__,33f16f8b,gold
26469,caesar-vitez2@apelton.sy,benign,mysql,0.9,Signals: 'elt'; DB: mysql. Payload length: 24 chars.,2,caesar-vitez2@apelton.sy,False,0,__IDENT__-__IDENT__@__IDENT__,33f16f8b,gold
29853,pataki-grifties@hiteurope.by,benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 28 chars.,2,pataki-grifties@hiteurope.by,False,0,__IDENT__-__IDENT__@__IDENT__,33f16f8b,gold
31845,maren-bufford4@fruteriacartaya.yu,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 33 chars.,2,maren-bufford4@fruteriacartaya.yu,False,0,__IDENT__-__IDENT__@__IDENT__,33f16f8b,gold
18678,"-6803"" ) order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,"-6803"" ) order by 1#",False,0,"-__INT__"" ) order by __INT__#",34fcd3fa,gold
21665,"-6546"" ) order by 1#",benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,"-6546"" ) order by 1#",False,0,"-__INT__"" ) order by __INT__#",34fcd3fa,gold
22424,1%' order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 16 chars.,2,1%' order by 1--,False,0,__INT__ % ' order by __INT__ --,37d8fb67,gold
2538,1%' ) ) ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 22 chars.,2,1%' ) ) ) order by 1--,False,0,__INT__ % ' ) ) ) order by __INT__ --,3a23dd3c,gold
2663,1 ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 15 chars.,2,1 ) order by 1#,False,0,__INT__ ) order by __INT__#,3c6eb0ea,gold
23817,1%' ) ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,1%' ) ) order by 1--,False,0,__INT__ % ' ) ) order by __INT__ --,3fa8520c,gold
27456,villalgordo del marquesado,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 26 chars.,2,villalgordo del marquesado,False,0,__IDENT__ __IDENT__ __IDENT__,44f1cfa0,gold
379,"iif ( 7889 = 5114,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 7889 = 5114,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
549,"iif ( 3204 = 8489,3204,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 28 chars.,2,"iif ( 3204 = 8489,3204,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
695,"iif ( 2452 = 8999,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 2452 = 8999,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
722,"iif ( 9190 = 5059,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 9190 = 5059,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
922,"iif ( 1157 = 4542,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1157 = 4542,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
1235,"iif ( 3760 = 4785,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 3760 = 4785,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
1308,"iif ( 5462 = 8866,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 5462 = 8866,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
1555,"iif ( 1539 = 1539,1539,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 28 chars.,2,"iif ( 1539 = 1539,1539,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
1748,"iif ( 8214 = 4954,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 8214 = 4954,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
1844,"iif ( 8354 = 3515,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 8354 = 3515,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
2462,"iif ( 5571 = 4947,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 5571 = 4947,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
2522,"iif ( 8770 = 9611,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 8770 = 9611,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
2645,"iif ( 9007 = 3836,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 9007 = 3836,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
19205,"iif ( 4638 = 8258,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 4638 = 8258,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
19432,"iif ( 5214 = 7412,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 5214 = 7412,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
19545,"iif ( 2869 = 9448,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 2869 = 9448,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
19897,"iif ( 7953 = 3021,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 7953 = 3021,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
20033,"iif ( 2084 = 5671,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 2084 = 5671,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
20141,"iif ( 1878 = 2513,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1878 = 2513,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
20236,"iif ( 4436 = 8910,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 4436 = 8910,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
20564,"iif ( 7011 = 2522,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 7011 = 2522,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
20599,"iif ( 1378 = 6569,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1378 = 6569,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
20960,"iif ( 2205 = 4764,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 2205 = 4764,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
21289,"iif ( 1095 = 2853,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1095 = 2853,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
22384,"iif ( 4460 = 1610,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 4460 = 1610,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
22639,"iif ( 6307 = 2459,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 6307 = 2459,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
22831,"iif ( 3548 = 8646,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 3548 = 8646,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
22960,"iif ( 8213 = 4718,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 8213 = 4718,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
23007,"iif ( 1746 = 1730,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1746 = 1730,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
23291,"iif ( 2840 = 3788,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 2840 = 3788,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
23348,"iif ( 1149 = 4765,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1149 = 4765,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
23368,"iif ( 6369 = 5881,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 6369 = 5881,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
23448,"iif ( 5257 = 5257,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 5257 = 5257,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
23644,"iif ( 9342 = 6508,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 9342 = 6508,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
24021,"iif ( 9229 = 4158,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 9229 = 4158,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
24517,"iif ( 1718 = 5436,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1718 = 5436,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
24805,"iif ( 9875 = 8961,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 9875 = 8961,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
24867,"iif ( 1217 = 8831,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1217 = 8831,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
24892,"iif ( 4836 = 1823,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 4836 = 1823,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
25172,"iif ( 7036 = 2370,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 7036 = 2370,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
25409,"iif ( 1483 = 7301,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1483 = 7301,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
25626,"iif ( 5519 = 4796,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 5519 = 4796,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
25795,"iif ( 9134 = 5736,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 9134 = 5736,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
25815,"iif ( 1305 = 5656,1,1/0 )",benign,mysql,0.9,Signals: 'if'; DB: mysql. Payload length: 25 chars.,2,"iif ( 1305 = 5656,1,1/0 )",False,0,"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",467889cb,gold
2762,-8023' in boolean mode ) order by 1#,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 36 chars.,2,-8023' in boolean mode ) order by 1#,False,0,-__INT__' in __IDENT__ __IDENT__ ) order by __INT__#,470018bd,gold
20816,-6015%' ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 22 chars.,2,-6015%' ) order by 1--,False,0,-__INT__ % ' ) order by __INT__ --,492eb6af,gold
23193,-7901 ) order by 1--,benign,mysql,0.9,Signals: 'ord'; DB: mysql. Payload length: 20 chars.,2,-7901 ) order by 1--,False,0,-__INT__ ) order by __INT__ --,49a37c69,gold
