sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
Y2_R001_C02_S05,<RULE=RS_Y2_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric> ( (95 = 15) ),( (95 = 15) ),<RULE=RS_Y2_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,RS_Y2_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y2_R001_C02,dev,accepted_static_v4_1,sha256:d14888672ff56ff3983c595b27436108ad6832afc371957d06c1acab29b81874,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C02_S06,<RULE=RS_Y2_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric> (11 = 28),(11 = 28),<RULE=RS_Y2_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,RS_Y2_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y2_R001_C02,train,accepted_static_v4_1,sha256:88410b2bb1f70495cae7b05d5c149b1a65b899b71e9c213079d9f43b1ec887bf,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C03_S01,<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric> NOT (54 = 71),NOT (54 = 71),<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric>,RS_Y2_R001_C03,PG_BOOL_R001,PG_BOOL_R001_C03,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,NOT (INT = INT),=|NOT,SLOT_Y2_R001_C03,train,accepted_static_v4_1,sha256:9d080826776af5026cd5f49100cf0620ec9a73a36ab2ac8a47b0fa9253c93c75,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C03_S02,<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric> ( not (67 = 84) ),( not (67 = 84) ),<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric>,RS_Y2_R001_C03,PG_BOOL_R001,PG_BOOL_R001_C03,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,NOT (INT = INT),=|NOT,SLOT_Y2_R001_C03,train,accepted_static_v4_1,sha256:8ba1b91e34f90ee35f5cce094215cf162f7f8748db6f7c90ac935dc7e1705ba0,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C03_S03,<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric> NOT (80 = 97),NOT (80 = 97),<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric>,RS_Y2_R001_C03,PG_BOOL_R001,PG_BOOL_R001_C03,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,NOT (INT = INT),=|NOT,SLOT_Y2_R001_C03,train,accepted_static_v4_1,sha256:c153b4fb0ff337f6ad912cfab930ddf3f20d106180943972556ae7789ea7de28,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C03_S04,<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric> ( not (93 = 93) ),( not (93 = 93) ),<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric>,RS_Y2_R001_C03,PG_BOOL_R001,PG_BOOL_R001_C03,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,NOT (INT = INT),=|NOT,SLOT_Y2_R001_C03,train,accepted_static_v4_1,sha256:7c79991ac1562c02e80706b5828e32256bcc51ca41e101d704f5968434731356,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C03_S05,<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric> NOT (9 = 9),NOT (9 = 9),<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric>,RS_Y2_R001_C03,PG_BOOL_R001,PG_BOOL_R001_C03,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,NOT (INT = INT),=|NOT,SLOT_Y2_R001_C03,train,accepted_static_v4_1,sha256:b402b769d04b47118a0b3e5a1eb2ae2ac40ef9d5b75398e329b72f3010644581,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C03_S06,<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric> ( not (22 = 22) ),( not (22 = 22) ),<RULE=RS_Y2_R001_C03><CELL=PG_BOOL_R001_C03><FAMILY=comparison_numeric>,RS_Y2_R001_C03,PG_BOOL_R001,PG_BOOL_R001_C03,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,NOT (INT = INT),=|NOT,SLOT_Y2_R001_C03,train,accepted_static_v4_1,sha256:5a2f9e4e31c74741d02fef6d77e60596f74adf9a93aab826c319c6191239f53a,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C04_S01,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric> ( (65 = 65) is true ),( (65 = 65) is true ),<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric>,RS_Y2_R001_C04,PG_BOOL_R001,PG_BOOL_R001_C04,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R001_C04,train,accepted_static_v4_1,sha256:dd0cb323484566bce869d540d1abbcf2bc5857ea6e439e6dd75a76e7cab2c3f3,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C04_S02,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric> (78 = 78) IS TRUE,(78 = 78) IS TRUE,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric>,RS_Y2_R001_C04,PG_BOOL_R001,PG_BOOL_R001_C04,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R001_C04,train,accepted_static_v4_1,sha256:99b66219c0438573c3449cb1d6823cc1d91a5a4fae4c8c35eafa5b0d64fae6cd,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C04_S03,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric> ( (91 = 91) is true ),( (91 = 91) is true ),<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric>,RS_Y2_R001_C04,PG_BOOL_R001,PG_BOOL_R001_C04,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R001_C04,train,accepted_static_v4_1,sha256:bfb3d46e82a62e3e51bfd697c31e86ef880279d919d8d77fdb2c139481ea28e9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C04_S04,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric> (7 = 24) IS TRUE,(7 = 24) IS TRUE,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric>,RS_Y2_R001_C04,PG_BOOL_R001,PG_BOOL_R001_C04,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R001_C04,train,accepted_static_v4_1,sha256:758a2c124c00c7cbded26a81fa935297193e5ec46b83b65fddca492d9b6f15e8,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C04_S05,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric> ( (20 = 37) is true ),( (20 = 37) is true ),<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric>,RS_Y2_R001_C04,PG_BOOL_R001,PG_BOOL_R001_C04,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R001_C04,train,accepted_static_v4_1,sha256:bd2de89aa9cb731c1d9f9ab41ac9a2a7f3e85d0542410415db4a9b263f3d446f,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C04_S06,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric> (33 = 50) IS TRUE,(33 = 50) IS TRUE,<RULE=RS_Y2_R001_C04><CELL=PG_BOOL_R001_C04><FAMILY=comparison_numeric>,RS_Y2_R001_C04,PG_BOOL_R001,PG_BOOL_R001_C04,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R001_C04,dev,accepted_static_v4_1,sha256:19768d5ab53c4cc47d3f6a2ce1c12fecd12caec622410153d6a2dc1e706d068e,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C05_S01,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric> (76 = 76) is NOT FALSE,(76 = 76) is NOT FALSE,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric>,RS_Y2_R001_C05,PG_BOOL_R001,PG_BOOL_R001_C05,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R001_C05,train,accepted_static_v4_1,sha256:d510fe2d851207138ffe76dfe73c7f9ff346ceeab20b82f63fd1865787b58dec,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C05_S02,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric> ( (89 = 89) IS not false ),( (89 = 89) IS not false ),<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric>,RS_Y2_R001_C05,PG_BOOL_R001,PG_BOOL_R001_C05,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R001_C05,dev,accepted_static_v4_1,sha256:269abf181c66a2f0079276e4d56c69889b483db9ec9906f43821e4635e12693c,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C05_S03,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric> (5 = 5) is NOT FALSE,(5 = 5) is NOT FALSE,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric>,RS_Y2_R001_C05,PG_BOOL_R001,PG_BOOL_R001_C05,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R001_C05,train,accepted_static_v4_1,sha256:ccd423156c63af2476a6b6983f905d60a29a0b63f5e12e5d4499afa715469dca,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C05_S04,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric> ( (18 = 35) IS not false ),( (18 = 35) IS not false ),<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric>,RS_Y2_R001_C05,PG_BOOL_R001,PG_BOOL_R001_C05,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R001_C05,test,accepted_static_v4_1,sha256:88cf6312d4eb92f7f651bfaa9227aa9722b5c30aebc68d644a5be62efa5ab0ee,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C05_S05,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric> (31 = 48) is NOT FALSE,(31 = 48) is NOT FALSE,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric>,RS_Y2_R001_C05,PG_BOOL_R001,PG_BOOL_R001_C05,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R001_C05,train,accepted_static_v4_1,sha256:a60628cca28b418b38b42a462c2f07043a1702250615b7afd04b81bf932bbf5c,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C05_S06,<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric> ( (44 = 61) IS not false ),( (44 = 61) IS not false ),<RULE=RS_Y2_R001_C05><CELL=PG_BOOL_R001_C05><FAMILY=comparison_numeric>,RS_Y2_R001_C05,PG_BOOL_R001,PG_BOOL_R001_C05,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R001_C05,train,accepted_static_v4_1,sha256:56adbe186b3caeb1a590eda28b990c6a317122ac09df44e8d3095f0acfedb507,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C06_S01,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric> ( case when (87 = 87) then true else FALSE END ),( case when (87 = 87) then true else FALSE END ),<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric>,RS_Y2_R001_C06,PG_BOOL_R001,PG_BOOL_R001_C06,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R001_C06,train,accepted_static_v4_1,sha256:97bd12277a3eb7ca90474c5abe319e8d3f19e662427ed03f67470329e9c75253,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C06_S02,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric> CASE WHEN (3 = 3) THEN TRUE ELSE false end,CASE WHEN (3 = 3) THEN TRUE ELSE false end,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric>,RS_Y2_R001_C06,PG_BOOL_R001,PG_BOOL_R001_C06,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R001_C06,train,accepted_static_v4_1,sha256:b5c806d8f5950d2a5f251a89fea0dfd79c661061e2fc287d666a96f58ce03be7,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C06_S03,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric> ( case when (16 = 16) then true else FALSE END ),( case when (16 = 16) then true else FALSE END ),<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric>,RS_Y2_R001_C06,PG_BOOL_R001,PG_BOOL_R001_C06,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R001_C06,train,accepted_static_v4_1,sha256:1d812f9a3d43eb35f934ec02343acf8c38256ca8f35f805b5eaf1a4a4b6c3fa0,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C06_S04,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric> CASE WHEN (29 = 46) THEN TRUE ELSE false end,CASE WHEN (29 = 46) THEN TRUE ELSE false end,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric>,RS_Y2_R001_C06,PG_BOOL_R001,PG_BOOL_R001_C06,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R001_C06,train,accepted_static_v4_1,sha256:11af3af79f49ce5e195c65602e94b51323212821ce6137a658406a73b1d6ea74,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C06_S05,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric> ( case when (42 = 59) then true else FALSE END ),( case when (42 = 59) then true else FALSE END ),<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric>,RS_Y2_R001_C06,PG_BOOL_R001,PG_BOOL_R001_C06,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R001_C06,train,accepted_static_v4_1,sha256:6f0dafd425fe7fae3abbc4d094183d7a778982bcfec1cbc0b746aa75d7018e5a,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C06_S06,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric> CASE WHEN (55 = 72) THEN TRUE ELSE false end,CASE WHEN (55 = 72) THEN TRUE ELSE false end,<RULE=RS_Y2_R001_C06><CELL=PG_BOOL_R001_C06><FAMILY=comparison_numeric>,RS_Y2_R001_C06,PG_BOOL_R001,PG_BOOL_R001_C06,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,CASE WHEN (INT = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R001_C06,train,accepted_static_v4_1,sha256:92522857863239997a9406fb325e6cd44a85250a85c0d0f66867273375fff596,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C07_S01,<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric> (1 = 1) AND (52 = 52),(1 = 1) AND (52 = 52),<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric>,RS_Y2_R001_C07,PG_BOOL_R001,PG_BOOL_R001_C07,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) AND (INT = INT),=|AND,SLOT_Y2_R001_C07,test,accepted_static_v4_1,sha256:1998d2d734ebb58034eee3af1d974f018c98421e9eedfd37f960c0cda81abf35,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C07_S02,<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric> ( (14 = 14) and (65 = 65) ),( (14 = 14) and (65 = 65) ),<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric>,RS_Y2_R001_C07,PG_BOOL_R001,PG_BOOL_R001_C07,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) AND (INT = INT),=|AND,SLOT_Y2_R001_C07,train,accepted_static_v4_1,sha256:2519622170f58178abb50f4eed96c16361d0f24308ed5b324e1f5a879349c51b,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C07_S03,<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric> (27 = 27) AND (78 = 78),(27 = 27) AND (78 = 78),<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric>,RS_Y2_R001_C07,PG_BOOL_R001,PG_BOOL_R001_C07,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) AND (INT = INT),=|AND,SLOT_Y2_R001_C07,train,accepted_static_v4_1,sha256:8a03a3c6bab93f5271d7a03c6cc3a34adee3d6b5b206ca3f45fc9403b26011f9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y2_R001_C07_S04,<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric> ( (40 = 57) and (91 = 91) ),( (40 = 57) and (91 = 91) ),<RULE=RS_Y2_R001_C07><CELL=PG_BOOL_R001_C07><FAMILY=comparison_numeric>,RS_Y2_R001_C07,PG_BOOL_R001,PG_BOOL_R001_C07,Y2_boolean_variation,Y2,comparison_numeric,comparison_numeric,(INT = INT) AND (INT = INT),=|AND,SLOT_Y2_R001_C07,train,accepted_static_v4_1,sha256:36944f9fd6866f56ef02f85c7676525fbc4fad5df70e3f02e455183499961d39,not_run,not_run,True,True,accepted_static_positive,,v5.1
